case,field,x,region,discrepancy_sq,reference_sq
free_surface_fn167,phi_local,0.21314011409238726,control,6.766934105489927e-09,0.0007971452752247713
free_surface_fn167,phi_local,0.23445233523924439,waterline,1.1442102201737748e-05,0.22256540882587272
free_surface_fn167,phi_local,0.23445233523924439,interior,6.134271921936834e-06,0.1591613187475061
free_surface_fn167,phi_local,0.23445233523924439,control,5.863974565963716e-09,0.0007234926431065982
free_surface_fn167,phi_local,0.2557645563861015,waterline,9.36715309431566e-06,0.21570190173053427
free_surface_fn167,phi_local,0.2557645563861015,interior,5.951453037582822e-06,0.14655396896734293
free_surface_fn167,phi_local,0.2557645563861015,control,5.0597784277751045e-09,0.000655740164131855
free_surface_fn167,phi_local,0.2770767775329587,waterline,6.621626820673027e-06,0.20865911041604973
free_surface_fn167,phi_local,0.2770767775329587,interior,5.764669062093176e-06,0.1346530904460707
free_surface_fn167,phi_local,0.2770767775329587,control,4.346254122458929e-09,0.0005934921912268505
free_surface_fn167,phi_local,0.29838899867981583,waterline,4.7288130890632495e-06,0.20145718709761695
free_surface_fn167,phi_local,0.29838899867981583,interior,5.573011444207329e-06,0.12344686340097649
free_surface_fn167,phi_local,0.29838899867981583,control,3.7157271230494683e-09,0.0005363737169277925
free_surface_fn167,phi_local,0.31970121982667293,waterline,4.752944252385206e-06,0.19411624548259465
free_surface_fn167,phi_local,0.31970121982667293,interior,5.375282100577786e-06,0.11292106379368948
free_surface_fn167,phi_local,0.31970121982667293,control,3.160914057760047e-09,0.00048402971694687136
free_surface_fn167,phi_local,0.3410134409735301,waterline,6.727454976589428e-06,0.1866559391046145
free_surface_fn167,phi_local,0.3410134409735301,interior,5.1702883860338215e-06,0.10305923621520582
free_surface_fn167,phi_local,0.3410134409735301,control,2.6749064656845222e-09,0.00043612448976487435
free_surface_fn167,phi_local,0.36232566212038725,waterline,9.639204699100427e-06,0.17909540580750483
free_surface_fn167,phi_local,0.36232566212038725,interior,4.957148272217144e-06,0.09384288642708027
free_surface_fn167,phi_local,0.36232566212038725,control,2.2511686877914004e-09,0.0003923409898310207
free_surface_fn167,phi_local,0.38363788326724435,waterline,1.1973134172944347e-05,0.17145359991891237
free_surface_fn167,phi_local,0.38363788326724435,interior,4.735553224462112e-06,0.08525169337121632
free_surface_fn167,phi_local,0.38363788326724435,control,1.8835490958303975e-09,0.00035238015319970836
free_surface_fn167,phi_local,0.4049501044141015,waterline,1.251689172802489e-05,0.16374987408594155
free_surface_fn167,phi_local,0.4049501044141015,interior,4.505942673438356e-06,0.077263738867622
free_surface_fn167,phi_local,0.4049501044141015,control,1.5662993195173241e-09,0.0003159602161081236
free_surface_fn167,phi_local,0.42626232556095867,waterline,1.0988856873477611e-05,0.1560045690640857
free_surface_fn167,phi_local,0.42626232556095867,interior,4.2695593958059755e-06,0.06985575138482909
free_surface_fn167,phi_local,0.42626232556095867,control,1.2940936594865857e-09,0.00028281602874354945
free_surface_fn167,phi_local,0.44757454670781577,waterline,8.158263196628394e-06,0.14823937420257563
free_surface_fn167,phi_local,0.44757454670781577,interior,4.028377059184394e-06,0.06300335858649111
free_surface_fn167,phi_local,0.44757454670781577,control,1.0620410056772446e-09,0.00025269836792975213
free_surface_fn167,phi_local,0.4688867678546729,waterline,5.409552388600648e-06,0.14047732751928318
free_surface_fn167,phi_local,0.4688867678546729,interior,3.7849151299495164e-06,0.05668134217311178
free_surface_fn167,phi_local,0.4688867678546729,control,8.656839128313062e-10,0.00022537325341969765
free_surface_fn167,phi_local,0.4901989890015301,waterline,4.003826829903844e-06,0.13274247442928253
free_surface_fn167,phi_local,0.4901989890015301,interior,3.541976854221551e-06,0.0508638880787164
free_surface_fn167,phi_local,0.4901989890015301,control,7.009829281661396e-10,0.00020062127277418443
free_surface_fn167,phi_local,0.5115112101483872,waterline,4.442459421994408e-06,0.12505932517722188
free_surface_fn167,phi_local,0.5115112101483872,interior,3.3023584091655832e-06,0.04552482542789044
free_surface_fn167,phi_local,0.5115112101483872,control,5.642875786597738e-10,0.0001782369194205968
free_surface_fn167,phi_local,0.5328234312952443,waterline,6.263771362693037e-06,0.11745229473175818
free_surface_fn167,phi_local,0.5328234312952443,interior,3.068579125351749e-06,0.04063784873520654
free_surface_fn167,phi_local,0.5328234312952443,control,4.5229773205825573e-10,0.00015802794753224135
free_surface_fn167,phi_local,0.5541356524421015,waterline,8.35390300556252e-06,0.10994527355632407
free_surface_fn167,phi_local,0.5541356524421015,interior,2.8426743675429665e-06,0.036176719435557864
free_surface_fn167,phi_local,0.5541356524421015,control,3.620200953963953e-10,0.00013981474604751282
free_surface_fn167,phi_local,0.5754478735889587,waterline,9.573225081075842e-06,0.10256139942479167
free_surface_fn167,phi_local,0.5754478735889587,interior,2.6260772285838074e-06,0.03211544468958452
free_surface_fn167,phi_local,0.5754478735889587,control,2.907246771335313e-10,0.00012342973270811693
free_surface_fn167,phi_local,0.5967600947358158,waterline,9.34468966638742e-06,0.09532302463730699
free_surface_fn167,phi_local,0.5967600947358158,interior,2.419596931791001e-06,0.028428433211424284
free_surface_fn167,phi_local,0.5967600947358158,control,2.3590555957771094e-10,0.00010871676768471465
free_surface_fn167,phi_local,0.6180723158826729,waterline,7.897387363787076e-06,0.08825182610033727
free_surface_fn167,phi_local,0.6180723158826729,interior,2.223484863184752e-06,0.025090629351093907
free_surface_fn167,phi_local,0.6180723158826729,control,1.952495835063194e-10,9.553058537984283e-05
free_surface_fn167,phi_local,0.63938453702953,waterline,6.067755589387349e-06,0.0813689861489246
free_surface_fn167,phi_local,0.63938453702953,interior,2.037566320025315e-06,0.022077627647648833
free_surface_fn167,phi_local,0.63938453702953,control,1.6661551306254362e-10,8.373624247816149e-05
free_surface_fn167,phi_local,0.6606967581763872,waterline,4.805684864014645e-06,0.07469536269286794
free_surface_fn167,phi_local,0.6606967581763872,interior,1.8614086321995763e-06,0.019365770476853984
free_surface_fn167,phi_local,0.6606967581763872,control,1.4802474410710045e-10,7.320858028710917e-05
free_surface_fn167,phi_local,0.6820089793232443,waterline,4.676136572561023e-06,0.06825155782292822
free_surface_fn167,phi_local,0.6820089793232443,interior,1.694494299847372e-06,0.016932231284959864
free_surface_fn167,phi_local,0.6820089793232443,control,1.376625929878177e-10,6.383169982130237e-05
free_surface_fn167,phi_local,0.7033212004701015,waterline,5.619011953262145e-06,0.06205779323289537
free_surface_fn167,phi_local,0.7033212004701015,interior,1.5363705542681015e-06,0.014755085358213082
free_surface_fn167,phi_local,0.7033212004701015,control,1.338869561392868e-10,5.549844880434096e-05
free_surface_fn167,phi_local,0.7246334216169587,waterline,7.062327563090331e-06,0.05613352960302967
free_surface_fn167,phi_local,0.7246334216169587,interior,1.3867534341675726e-06,0.012813369314859335
free_surface_fn167,phi_local,0.7246334216169587,control,1.3523929699525487e-10,4.8109920622553176e-05
free_surface_fn167,phi_local,0.7459456427638158,waterline,8.282775378540545e-06,0.05049683680205436
free_surface_fn167,phi_local,0.7459456427638158,interior,1.2455740687318165e-06,0.01108712972818849
free_surface_fn167,phi_local,0.7459456427638158,control,1.4045219293417786e-10,4.157496608865594e-05
free_surface_fn167,phi_local,0.7672578639106729,waterline,8.788238040024488e-06,0.045163615609672324
free_surface_fn167,phi_local,0.7672578639106729,interior,1.1129660205646124e-06,0.009557460676461953
free_surface_fn167,phi_local,0.7672578639106729,control,1.4844846210967179e-10,3.5809719505162246e-05
free_surface_fn167,phi_local,0.78857008505753,waterline,8.515945238075084e-06,0.0401468459856858
free_surface_fn167,phi_local,0.78857008505753,interior,9.892034318872865e-07,0.008206529692075089
free_surface_fn167,phi_local,0.78857008505753,control,1.5832905455763651e-10,3.073714085239902e-05
free_surface_fn167,phi_local,0.8098823062043872,waterline,7.770401000972016e-06,0.03545604538749617
free_surface_fn167,phi_local,0.8098823062043872,interior,8.74608219591421e-07,0.00701759159674531
free_surface_fn167,phi_local,0.8098823062043872,control,1.693497968900191e-10,2.6286575922048023e-05
free_surface_fn167,phi_local,0.8311945273512443,waterline,6.97965263405548e-06,0.031097046907390666
free_surface_fn167,phi_local,0.8311945273512443,interior,7.694488396888599e-07,0.0059749900341446015
free_surface_fn167,phi_local,0.8311945273512443,control,1.8088986486469274e-10,2.2393335896798386e-05
free_surface_fn167,phi_local,0.8525067484981015,waterline,6.436351069245607e-06,0.02707208263126605
free_surface_fn167,phi_local,0.8525067484981015,interior,6.738523065683183e-07,0.005064147055670906
free_surface_fn167,phi_local,0.8525067484981015,control,1.9241680428985115e-10,1.8998297317348316e-05
free_surface_fn167,phi_local,0.8738189696449586,waterline,6.17041487921739e-06,0.023380049556608894
free_surface_fn167,phi_local,0.8738189696449586,interior,5.877456999885719e-07,0.004271541750083542
free_surface_fn167,phi_local,0.8738189696449586,control,2.0345369546026514e-10,1.604752269278448e-05
free_surface_fn167,phi_local,0.8951311907918157,waterline,5.999660250152674e-06,0.020016806832450426
free_surface_fn167,phi_local,0.8951311907918157,interior,5.108350835699418e-07,0.0035846794957356707
free_surface_fn167,phi_local,0.8951311907918157,control,2.1355372255472148e-10,1.3491901324695079e-05
free_surface_fn167,phi_local,0.9164434119386728,waterline,5.6938973465479805e-06,0.016975421000863203
free_surface_fn167,phi_local,0.9164434119386728,interior,4.4262099624954664e-07,0.0029920538368071025
free_surface_fn167,phi_local,0.9164434119386728,control,2.2228623894216167e-10,1.128680934334935e-05
free_surface_fn167,phi_local,0.93775563308553,waterline,5.133526450924091e-06,0.014246394255856984
free_surface_fn167,phi_local,0.93775563308553,interior,3.8244265464652465e-07,0.002483103165376913
free_surface_fn167,phi_local,0.93775563308553,control,2.2923666857646412e-10,9.391787579644766e-06
free_surface_fn167,phi_local,0.9590678542323872,waterline,4.369202595234171e-06,0.01181799400892877
free_surface_fn167,phi_local,0.9590678542323872,interior,3.2953901552910776e-07,0.002048164305867082
free_surface_fn167,phi_local,0.9590678542323872,control,2.3402039653737926e-10,7.770235761075185e-06
free_surface_fn167,phi_local,0.9803800753792443,waterline,3.5664523783407346e-06,0.009676778986351088
free_surface_fn167,phi_local,0.9803800753792443,interior,2.8311406600514856e-07,0.001678424777737076
free_surface_fn167,phi_local,0.9803800753792443,control,2.3630829725048417e-10,6.389121620790976e-06
free_surface_fn167,phi_local,1.0016922965261015,waterline,2.8924256388327736e-06,0.007808282089180642
free_surface_fn167,phi_local,1.0016922965261015,interior,2.423954380413674e-07,0.0013658750304961845
free_surface_fn167,phi_local,1.0016922965261015,control,2.3585900497415026e-10,5.218703803811827e-06
free_surface_fn167,phi_local,1.0230045176729585,waterline,2.4263150576510404e-06,0.006197638108417733
free_surface_fn167,phi_local,1.0230045176729585,interior,2.0667863361109124e-07,0.0011032614020642542
free_surface_fn167,phi_local,1.0230045176729585,control,2.3255099324789573e-10,4.232267874146292e-06
free_surface_fn167,phi_local,1.0443167388198158,waterline,2.1431907649792692e-06,0.004829853546303362
free_surface_fn167,phi_local,1.0443167388198158,interior,1.753528592466222e-07,0.0008840400511978493
free_surface_fn167,phi_local,1.0443167388198158,control,2.2640670999043999e-10,3.4058751892823834e-06
free_surface_fn167,phi_local,1.0656289599666728,waterline,1.963122692401583e-06,0.003689497275358766
free_surface_fn167,phi_local,1.0656289599666728,interior,1.4790807988998233e-07,0.0007023317442638493
free_surface_fn167,phi_local,1.0656289599666728,control,2.1760198543796492e-10,2.7181248357661517e-06
free_surface_fn167,phi_local,1.08694118111353,waterline,1.8161878412047695e-06,0.0027598438791726567
free_surface_fn167,phi_local,1.08694118111353,interior,1.2392603344299242e-07,0.0005528771908037596
free_surface_fn167,phi_local,1.08694118111353,control,2.0645677057288072e-10,2.14992914913849e-06
free_surface_fn167,phi_local,1.1082534022603872,waterline,1.6745628011168487e-06,0.0020218178125155028
free_surface_fn167,phi_local,1.1082534022603872,interior,1.0306029372996678e-07,0.0004309926356445891
free_surface_fn167,phi_local,1.1082534022603872,control,1.934073760983752e-10,1.6843035360523753e-06
free_surface_fn167,phi_local,1.1295656234072442,waterline,1.5382639136436087e-06,0.0014532978312453853
free_surface_fn167,phi_local,1.1295656234072442,interior,8.501171489169322e-08,0.0003325256031657543
free_surface_fn167,phi_local,1.1295656234072442,control,1.789646204023895e-10,1.306171366994633e-06
free_surface_fn167,phi_local,1.1508778445541015,waterline,1.400421598291077e-06,0.0010293098168720773
free_surface_fn167,phi_local,1.1508778445541015,interior,6.950549966998932e-08,0.0002538109964583224
free_surface_fn167,phi_local,1.1508778445541015,control,1.6366538181789435e-10,1.0021846321564274e-06
free_surface_fn167,phi_local,1.1721900657009585,waterline,1.2311440908595928e-06,0.0007233379276826416
free_surface_fn167,phi_local,1.1721900657009585,interior,5.6274740436836274e-08,0.00019162810791739437
free_surface_fn167,phi_local,1.1721900657009585,control,1.4802608671977e-10,7.605608880248765e-07
free_surface_fn167,phi_local,1.1935022868478158,waterline,1.0143968267014167e-06,0.0005250920167807553
free_surface_fn167,phi_local,1.1935022868478158,interior,4.5218384506576225e-08,0.0001449176223198656
free_surface_fn167,phi_local,1.1935022868478158,control,1.3276032952630746e-10,5.71780148409703e-07
free_surface_fn167,phi_local,1.2148145079946728,waterline,9.114621748154203e-07,0.0004454081673662167
free_surface_fn167,phi_local,1.2148145079946728,interior,3.643849993442975e-08,0.00011508384515774602
free_surface_fn167,phi_local,1.2148145079946728,control,1.18888027381241e-10,4.2826933325195485e-07
free_surface_fn167,phi_local,1.2361267291415299,waterline,8.147879103562209e-07,0.00037517905846202017
free_surface_fn167,phi_local,1.2361267291415299,interior,2.9070455631553074e-08,9.05003007237416e-05
free_surface_fn167,phi_local,1.2361267291415299,control,1.0527456849898638e-10,3.1714056859421753e-07
free_surface_fn167,phi_local,1.2574389502883871,waterline,7.243624077211443e-07,0.0003136468666267657
free_surface_fn167,phi_local,1.2574389502883871,interior,2.2943083556299124e-08,7.041756513859415e-05
free_surface_fn167,phi_local,1.2574389502883871,control,9.214857027010813e-11,2.3197434755171411e-07
free_surface_fn167,phi_local,1.2787511714352442,waterline,6.401477553422853e-07,0.000260076270350951
free_surface_fn167,phi_local,1.2787511714352442,interior,1.789712999541057e-08,5.416468979945649e-05
free_surface_fn167,phi_local,1.2787511714352442,control,7.969983456911177e-11,1.6743192437676838e-07
free_surface_fn167,phi_local,1.3000633925821015,waterline,5.620799667044782e-07,0.00021375665266552458
free_surface_fn167,phi_local,1.3000633925821015,interior,1.3785535450512748e-08,4.114463819023316e-05
free_surface_fn167,phi_local,1.3000633925821015,control,6.807848538074522e-11,1.1910916555143438e-07
free_surface_fn167,phi_local,1.3213756137289585,waterline,4.900693801931856e-07,0.00017400418498552262
free_surface_fn167,phi_local,1.3213756137289585,interior,1.0473589850749966e-08,3.0829650262111564e-05
free_surface_fn167,phi_local,1.3213756137289585,control,5.7395388714497666e-11,8.340461115777195e-08
free_surface_fn167,phi_local,1.3426878348758158,waterline,4.2400154993093124e-07,0.00014016377906131403
free_surface_fn167,phi_local,1.3426878348758158,interior,7.838960689402955e-09,2.2756558540231783e-05
free_surface_fn167,phi_local,1.3426878348758158,control,4.772370503704796e-11,5.740104567923593e-08
free_surface_fn167,phi_local,1.3640000560226728,waterline,3.637392080742538e-07,0.00011161089327532309
free_surface_fn167,phi_local,1.3640000560226728,interior,5.7715932571199345e-09,1.6522080545263434e-05
free_surface_fn167,phi_local,1.3640000560226728,control,3.910140712307624e-11,3.875984782526049e-08
free_surface_fn167,phi_local,1.3853122771695299,waterline,3.091250879250046e-07,8.775317883985857e-05
free_surface_fn167,phi_local,1.3853122771695299,interior,4.173483972069417e-09,1.1778112568112131e-05
free_surface_fn167,phi_local,1.3853122771695299,control,3.153458425787771e-11,2.5627365292909124e-08
free_surface_fn167,phi_local,1.4066244983163871,waterline,2.599783198411599e-07,6.803195067270511e-05
free_surface_fn167,phi_local,1.4066244983163871,interior,2.958329691284848e-09,8.227050300863119e-06
free_surface_fn167,phi_local,1.4066244983163871,control,2.500134776036823e-11,1.6552542498560935e-08
free_surface_fn167,phi_local,1.4279367194632442,waterline,2.1706219582722673e-07,5.192346673981739e-05
free_surface_fn167,phi_local,1.4279367194632442,interior,2.0510570075292945e-09,5.617162303648937e-06
free_surface_fn167,phi_local,1.4279367194632442,control,1.945615498700827e-11,1.0415017144088354e-08
free_surface_fn167,phi_local,1.4492489406101015,waterline,1.793477553075324e-07,3.893999862455671e-05
free_surface_fn167,phi_local,1.4492489406101015,interior,1.3873728232218487e-09,3.738042767964902e-06
free_surface_fn167,phi_local,1.4492489406101015,control,1.4834039684820478e-11,6.36289494119662e-09
free_surface_fn167,phi_local,1.4705611617569585,waterline,1.4609424552156075e-07,2.8630678900484843e-05
free_surface_fn167,phi_local,1.4705611617569585,interior,9.128945597121508e-10,2.4161705094644653e-06
free_surface_fn167,phi_local,1.4705611617569585,control,1.1055653613411643e-11,3.75941081666326e-09
free_surface_fn167,phi_local,1.4918733829038158,waterline,1.1706257394952529e-07,2.058216480755549e-05
free_surface_fn167,phi_local,1.4918733829038158,interior,5.823204763229177e-10,1.5106015689330764e-06
free_surface_fn167,phi_local,1.4918733829038158,control,8.03197960379742e-12,2.137689368988158e-09
free_surface_fn167,phi_local,1.5131856040506728,waterline,9.18912845631807e-08,1.4420165551807598e-05
free_surface_fn167,phi_local,1.5131856040506728,interior,3.5862464821434286e-10,9.088232054768092e-07
free_surface_fn167,phi_local,1.5131856040506728,control,5.6685765278586325e-12,1.1628271565524787e-09
free_surface_fn167,phi_local,1.5344978251975299,waterline,7.024164826504701e-08,9.807469551182283e-06
free_surface_fn167,phi_local,1.5344978251975299,interior,2.1218398079949015e-10,5.227976698681033e-07
free_surface_fn167,phi_local,1.5344978251975299,control,3.86950090876806e-12,6.00534669285843e-10
free_surface_fn167,phi_local,1.5558100463443871,waterline,5.206231266783557e-08,6.4415184489999055e-06
free_surface_fn167,phi_local,1.5558100463443871,interior,1.1987845304046196e-10,2.8522281365236137e-07
free_surface_fn167,phi_local,1.5558100463443871,control,2.5407631116117e-12,2.9159484359652275e-10
free_surface_fn167,phi_local,1.5771222674912442,waterline,3.72378118126322e-08,4.057952846187154e-06
free_surface_fn167,phi_local,1.5771222674912442,interior,6.418307360751656e-11,1.4603779978963822e-07
free_surface_fn167,phi_local,1.5771222674912442,control,1.5932236884064525e-12,1.3142121374601222e-10
free_surface_fn167,phi_local,1.5984344886381014,waterline,2.5458806289160446e-08,2.4304022079782033e-06
free_surface_fn167,phi_local,1.5984344886381014,interior,3.2249292247632747e-11,6.920272599000746e-08
free_surface_fn167,phi_local,1.5984344886381014,control,9.44979354962632e-13,5.4029852525906e-11
free_surface_fn167,phi_local,1.6197467097849585,waterline,1.64076663024202e-08,1.367325695861602e-06
free_surface_fn167,phi_local,1.6197467097849585,interior,1.5012172607292265e-11,2.9777810300302776e-08
free_surface_fn167,phi_local,1.6197467097849585,control,5.231985147049925e-13,1.977176216997467e-11
free_surface_fn167,phi_local,1.6410589309318155,waterline,9.758805672167263e-09,7.103497667499872e-07
free_surface_fn167,phi_local,1.6410589309318155,interior,6.359795691894961e-12,1.1325755246039921e-08
free_surface_fn167,phi_local,1.6410589309318155,control,2.6535146908610757e-13,6.2116225400057744e-12
free_surface_fn167,phi_local,1.6623711520786728,waterline,5.177271971155646e-09,3.322056419757068e-07
free_surface_fn167,phi_local,1.6623711520786728,interior,2.3883493825422123e-12,3.6581711498093534e-09
free_surface_fn167,phi_local,1.6623711520786728,control,1.1984221088007813e-13,1.582915022893548e-12
free_surface_fn167,phi_local,1.6836833732255299,waterline,2.312917227079895e-09,1.342528798203154e-07
free_surface_fn167,phi_local,1.6836833732255299,interior,7.62154481013591e-13,9.418597466308181e-10
free_surface_fn167,phi_local,1.6836833732255299,control,4.606386669130662e-14,2.9686882196613936e-13
free_surface_fn167,phi_local,1.7049955943723871,waterline,7.863385394218745e-10,4.358427864783252e-08
free_surface_fn167,phi_local,1.7049955943723871,interior,1.9142990746234256e-13,1.7322828242175226e-10
free_surface_fn167,phi_local,1.7049955943723871,control,1.3912407405569807e-14,3.395985629615275e-14
free_surface_fn167,phi_local,1.7263078155192442,waterline,1.7179555004597487e-10,9.724311212290013e-09
free_surface_fn167,phi_local,1.7263078155192442,interior,3.2105680598057726e-14,1.828228487369557e-11
free_surface_fn167,phi_local,1.7263078155192442,control,2.8029773080947685e-15,1.6097878227222533e-15
free_surface_fn167,phi_local,1.7476200366661014,waterline,2.2238730482545054e-11,9.296518874871456e-10
free_surface_fn167,phi_local,1.7476200366661014,interior,2.2401447403855768e-15,6.211656470099279e-13
free_surface_fn167,phi_local,1.7476200366661014,control,2.4016655677792657e-16,6.632279419750958e-17
free_surface_fn167,phi_local,1.7689322578129585,waterline,1.3549891077693906e-14,9.557986662786792e-15
free_surface_fn167,phi_local,1.7689322578129585,interior,1.9365310861244658e-19,6.772096912340314e-19
free_surface_fn167,phi_local,1.7689322578129585,control,8.71776340760837e-20,3.082687583226733e-19
free_surface_fn167,phi_local,1.7902444789598158,waterline,0.0,0.0
free_surface_fn167,phi_local,1.7902444789598158,interior,0.0,0.0
free_surface_fn167,phi_local,1.7902444789598158,control,0.0,0.0
free_surface_fn167,normal_derivative_local,1.7902623815836317e-05,waterline,0.5786111697875593,2.821046972466781
free_surface_fn167,normal_derivative_local,1.7902623815836317e-05,interior,0.00015212097358128878,2.7496123193013853
free_surface_fn167,normal_derivative_local,1.7902623815836317e-05,control,3.818653169458215e-07,0.021983981613584565
free_surface_fn167,normal_derivative_local,0.021330123770672976,waterline,0.853736246478979,3.007965840055254
free_surface_fn167,normal_derivative_local,0.021330123770672976,interior,0.0001703764214280571,2.574537557266729
free_surface_fn167,normal_derivative_local,0.021330123770672976,control,3.986944381350285e-07,0.021317123419658173
free_surface_fn167,normal_derivative_local,0.04264234491753012,waterline,0.9739478835244311,3.169624717045309
free_surface_fn167,normal_derivative_local,0.04264234491753012,interior,0.00018363357626672428,2.407930929889946
free_surface_fn167,normal_derivative_local,0.04264234491753012,control,4.1405250455710803e-07,0.020652857494029953
free_surface_fn167,normal_derivative_local,0.06395456606438725,waterline,0.8658491354763231,3.2666849648011604
free_surface_fn167,normal_derivative_local,0.06395456606438725,interior,0.000188190695697758,2.2515716522084963
free_surface_fn167,normal_derivative_local,0.06395456606438725,control,4.253940080811682e-07,0.019992428566962935
free_surface_fn167,normal_derivative_local,0.0852667872112444,waterline,0.5797232333252733,3.2886330851638403
free_surface_fn167,normal_derivative_local,0.0852667872112444,interior,0.00018285592648484218,2.1068101340989376
free_surface_fn167,normal_derivative_local,0.0852667872112444,control,4.3107136176986144e-07,0.019336885129090278
free_surface_fn167,normal_derivative_local,0.10657900835810154,waterline,0.26846069326347155,3.2698064808951246
free_surface_fn167,normal_derivative_local,0.10657900835810154,interior,0.00016907877095481488,1.97457667034547
free_surface_fn167,normal_derivative_local,0.10657900835810154,control,4.3072135991368823e-07,0.018687075171925763
free_surface_fn167,normal_derivative_local,0.12789122950495868,waterline,0.10633286189831444,3.2742331530256013
free_surface_fn167,normal_derivative_local,0.12789122950495868,interior,0.00015021251920581608,1.8554174818834657
free_surface_fn167,normal_derivative_local,0.12789122950495868,control,4.2518649605150903e-07,0.018043667739992213
free_surface_fn167,normal_derivative_local,0.14920345065181584,waterline,0.19130090860167542,3.356709903516621
free_surface_fn167,normal_derivative_local,0.14920345065181584,interior,0.00013024504807673159,1.7495450509050126
free_surface_fn167,normal_derivative_local,0.14920345065181584,control,4.160615708070926e-07,0.01740719571823812
free_surface_fn167,normal_derivative_local,0.17051567179867297,waterline,0.4863679979222234,3.5244030619504905
free_surface_fn167,normal_derivative_local,0.17051567179867297,interior,0.00011258371493219723,1.6568901432345795
free_surface_fn167,normal_derivative_local,0.17051567179867297,control,4.0511191181319753e-07,0.016778111947234435
free_surface_fn167,normal_derivative_local,0.1918278929455301,waterline,0.8353352877624884,3.724645415356303
free_surface_fn167,normal_derivative_local,0.1918278929455301,interior,9.939683330104567e-05,1.5771459720653411
free_surface_fn167,normal_derivative_local,0.1918278929455301,control,3.9382110520955346e-07,0.016156848796133445
free_surface_fn167,normal_derivative_local,0.21314011409238726,waterline,1.0466952614207652,3.869223836234535
free_surface_fn167,normal_derivative_local,0.21314011409238726,interior,9.165693869136904e-05,1.5097996191886596
free_surface_fn167,normal_derivative_local,0.21314011409238726,control,3.8320073578023546e-07,0.015543871018409056
free_surface_fn167,normal_derivative_local,0.23445233523924439,waterline,0.9999179443674071,3.8828180604980354
free_surface_fn167,normal_derivative_local,0.23445233523924439,interior,8.962075466939844e-05,1.454150873206657
free_surface_fn167,normal_derivative_local,0.23445233523924439,control,3.738197243983034e-07,0.01493971311507934
free_surface_fn167,normal_derivative_local,0.2557645563861015,waterline,0.7142289682806751,3.747619332799044
