case,omega,cutoff_m,aft_saved_station_m,coefficient,old_value,new_value,delta,closure_relative_residual,time_quadrature,geometry,moment_product,stokes_quadrature,chain,lower_edge,upper_edge,conservative_reconstruction
fn226,10.4354,1.5857312361404375e-05,1.5857312361404375e-05,A53,-4.462447287923924,-4.379597450150771,0.08284983777315258,1.7956958958164297e-14,-0.0010527742994725887,0.0516366979010401,2.715815305888756e-05,2.7158153029656133e-05,0.03649049438535801,-0.0,2.982013245833291e-22,-0.004278896519863161
fn226,10.4354,1.5857312361404375e-05,1.5857312361404375e-05,B53,90.20726859288253,40.54358396299023,-49.663684629892295,2.0210661343892588e-16,0.018712742695155125,-76.14999081429538,-0.01754024086721308,-0.01754024086773601,27.884686283791904,-0.0,-5.4013247037995996e-05,-1.3819583471019736
fn226,10.4354,1.5857312361404375e-05,1.5857312361404375e-05,A35,18.081464390985165,14.087575232077425,-3.9938891589077397,0.0,-0.0012575874235053383,-6.2628636418921095,0.0,-2.087959068740298e-15,2.388797530044404,-0.0,-2.567303546376285e-06,-0.1185628923329813
fn226,10.4354,1.5857312361404375e-05,1.5857312361404375e-05,B35,-532.5324633412487,-583.385251832676,-50.852788491427305,2.0262347267607594e-16,0.017165365023226513,-77.1721107547741,-1.0894344032966253e-14,-0.0,27.15716278158012,-0.0,-5.401324703799601e-05,-0.8549518700095285
fn226,10.4354,1.5857312361404375e-05,1.5857312361404375e-05,A55,13.738564971968263,11.685712846106707,-2.0528521258615555,2.092923331639142e-15,-0.002640940147176388,-3.1826718584187876,-0.0007250912652829936,-0.0007250912652788177,1.2015278391233961,0.0,-2.2816021437844657e-06,-0.06761470228629114
fn226,10.4354,1.5857312361404375e-05,1.5857312361404375e-05,B55,161.99592347314885,134.18827063237842,-27.80765284077043,6.20523181187322e-16,0.003983462990886503,-41.81292460369303,-0.005784902148150737,-0.005784902148134395,14.718950457814268,-0.0,-4.800240330310709e-05,-0.7060443511829309
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,A33,60.0541471111311,60.15425621534362,0.10010910421252106,9.357052876223309e-16,-0.00307179284214743,0.08531655406923909,0.0,2.484069891003506e-14,0.06114187855797819,0.0,6.577150214832393e-22,-0.043277535572573814
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,B33,601.2795523224864,481.7095160540987,-119.57003626838775,6.565009624324197e-16,-0.0004027502706190249,-186.3225758298933,-0.0,5.636548650647189e-14,70.09312854101242,-0.0,-6.528952886839988e-05,-3.3401209397076106
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,A53,-8.078623441732294,-8.035166211117833,0.04345723061446094,1.598366505844423e-13,-0.00017294457731690898,0.02459735873668021,1.581274733334078e-05,1.5812747327906878e-05,0.017564359317038508,-0.0,4.994475349514149e-22,0.0014368316434048766
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,B53,68.0762656050167,24.189123079760492,-43.88714252525621,1.5806616463271431e-15,0.012515067959549618,-67.84707920683742,-0.01766280884274117,-0.017662808842290247,25.243760283119133,-0.0,-4.957875856008943e-05,-1.2609634730540242
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,A35,13.192867428795834,8.570438940380916,-4.6224284884149185,2.615563059195359e-16,-0.000539320025591606,-7.271950869450254,-3.1050873637543825e-15,-0.0,2.7824026917957645,-0.0,-2.563392005269367e-06,-0.13233842734282605
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,B35,-632.5973144403183,-677.4618337035606,-44.8645192632423,1.1330624699355255e-15,0.017484763959188045,-68.76582968704774,-9.39424775107865e-15,-0.0,24.582706679283916,-0.0,-4.957875856008941e-05,-0.698831440679194
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,A55,11.00512376378668,9.295685217589737,-1.7094385461969424,5.386784593311497e-16,-0.0017263528384853918,-2.650831632035696,-0.0006864853357826807,-0.0006864853357888909,1.0001919542843691,0.0,-1.9465570594065804e-06,-0.05569759837850152
fn282,12.10175,1.4563822514041217e-05,1.4563822514041217e-05,B55,186.78371022122283,167.84725976471418,-18.936450456508652,1.2631703761959487e-15,0.00017528612243550618,-28.624544688291973,-0.003101090147094334,-0.003101090147202368,10.219359917827793,-0.0,-3.764850724094194e-05,-0.525201143365319
