frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,fn_b,speed_mps,lambda_over_l
10,5.331659064348433,15.187257101060865,2.8987053049154214,2.1675833333333334,0.01,-0.018339539156041255,-0.007863006826309308,0.02056788916944168,-0.050721381821612045,0.019954086619200517,0.05473295751903229,0.018881863370595133,0.06917785138345033,-66.7929525672365,22.072912054698406,5.311339752084336,66.7929525672365,22.072912054698406,4.6024655162340515,15.95606361521602,0.004693208706575693,0.016270656763742994,5.75158331796961,3.4787688579439285e-16,0.13732941600655907,0.42055748368469137,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.1408333333333334
11,5.302266284198574,15.049498452682862,2.866832990730673,2.1916816666666668,0.01,-0.02000811719471826,-0.006177384654972034,0.015475451966291513,-0.05261611062569778,0.02094002948548699,0.05484473275472005,0.019130773551179803,0.06948849241803633,-72.84224511663886,16.389665926428677,-1.1471289571598504,72.84224511663886,16.389665926428677,4.742652911094138,15.738268233211063,0.004836160065969661,0.016048567281600815,5.785904511379786,1.6804078956953171e-16,0.1490829224665656,0.4299122458278014,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.1535166666666667
12,5.273354321420639,14.914577748119406,2.8356539490290493,2.2157799999999996,0.01,-0.0217857861771682,-0.004311697034649807,0.010076653650379828,-0.05457411443875038,0.022208359027084845,0.05549660273893832,0.019571006807068542,0.070628576579843,-78.80507369428182,10.461363480788123,-7.8640140719625435,78.80507369428182,10.461363480788123,4.94013019346638,15.710947542684547,0.0050375308524994574,0.016020707930521176,5.8211434484443885,2.7061518013539513e-16,0.16070279880884,0.4390852073025213,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.1662
13,5.244910208405784,14.782405940425722,2.8051458035352757,2.239878333333333,0.01,-0.02367764162260677,-0.0022635383012734453,0.004372011373002332,-0.05660118752169727,0.02378559056340482,0.05676978872879483,0.020237731905859892,0.07272564933773817,-84.53922552230608,4.416892956896106,-14.670192049607977,84.53922552230608,4.416892956896106,5.197615960977421,15.891974376782748,0.005300093264241531,0.016205303928235174,5.857327389486575,1.53322074333754e-16,0.17218478730831263,0.44807884867737935,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.1788833333333333
14,5.216921461951359,14.652897706293068,2.7752871306887377,2.2639766666666667,0.01,-0.02568906339811423,-3.0550686965503584e-05,-0.0016382495959969812,-0.05870349563397547,0.025689081564291207,0.05872635065613188,0.02116045940138737,0.07587234197373396,-89.93186109699657,-1.5985492917563988,-21.380390631033066,89.93186109699657,-1.5985492917563988,5.515636198545687,16.29035412618539,0.005624383656544985,0.016611538217623137,5.894484502369208,1.2050462323080783e-16,0.18352528587434622,0.45689577865948516,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.1915666666666667
15,5.189376060241433,14.525971252449114,2.7460574094728476,2.288075,0.01,-0.027825736024458137,0.0023895802692629102,-0.007954196949995261,-0.06088759880825269,0.02792815209006994,0.061404958576274996,0.022361134317313024,0.08012018089191038,-94.90832578541611,-7.442821989234687,-27.822357823344618,94.90832578541611,-7.442821989234687,5.8929473582047525,16.90566589594535,0.006009133963386838,0.017238981605283508,5.932643886801384,3.9819155581101334e-16,0.1947212892787288,0.465538712507475,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.20425
16,5.162262421150358,14.401548134048436,2.717436974381788,2.3121733333333334,0.01,-0.030093670119468327,0.004999128553389168,-0.014576190581569446,-0.0631604761746624,0.0305060693559936,0.06482060692773813,0.02385358245244481,0.08548146429765931,-99.43178519489005,-12.995216309429424,-33.86121341399942,99.43178519489005,-12.995216309429424,6.3270987663313445,17.729247940480903,0.006451845193140721,0.01807880156881392,5.971835598030653,2.949035945608797e-16,0.2057703350637651,0.47401045270590547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2169333333333334
17,5.135569381780428,14.279553084194001,2.68940697129811,2.3362716666666663,0.01,-0.03249922506350258,0.0078003286914411175,-0.021504879999477988,-0.06552955294443287,0.03342221951670346,0.06896797933018757,0.02564430748719984,0.09193756275863844,-103.4965912282902,-18.168320985460497,-39.41130737315032,103.4965912282902,-18.168320985460497,6.81497893658745,18.746587232729258,0.006949344512741303,0.01911619893921906,6.012090669661481,3.3538229636635316e-16,0.21667045379017566,0.48231387168712203,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2296166666666666
18,5.109286179151524,14.15991385380024,2.6619493160731524,2.3603699999999996,0.01,-0.035049132973415796,0.010795374868183568,-0.02874119991492284,-0.06800272967220973,0.03667399406572445,0.07382701277595617,0.027734191755710853,0.09945000499327802,-107.11919353111983,-22.911240073714822,-44.43490490450637,107.11919353111983,-22.911240073714822,7.353251712726488,19.94004029768155,0.007498229989574919,0.02033318237897911,6.053441135296885,1.5768396692251988e-16,0.22742012330446418,0.4904518964058896,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2423
19,5.08340243196688,14.042561061071728,2.6350466556190733,2.3844683333333334,0.01,-0.03775052407286459,0.013986418047988223,-0.036286363946635536,-0.07058841392561692,0.040258191186254504,0.07936891324065058,0.030120496375804696,0.1079709284174668,-110.32946617875204,-27.205680236833587,-48.93236529895751,110.32946617875204,-27.205680236833587,7.938654475305553,21.29116755689898,0.00809517467769886,0.02171094875099956,6.095920048650523,4.0553563246905257e-16,0.23801822672512268,0.498427494589712,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2549833333333333
20,5.057908123384797,13.927428049929185,2.608682331336585,2.4085666666666663,0.01,-0.0406109535475851,0.01737556097265406,-0.044141856354812624,-0.07329555449954077,0.044171933024925836,0.08556133350903351,0.032798678659043665,0.11745099926385165,-113.16385677423189,-31.058228764855585,-52.929590947265865,113.16385677423189,-31.058228764855585,8.568173499767827,22.782352287954325,0.008737105433321093,0.023231533997801826,6.139561501719343,1.204114287042512e-16,0.24846401386630743,0.50624366250392,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2676666666666665
21,5.032793584731381,13.814450756767233,2.582840344716427,2.4326649999999996,0.01,-0.04363842997427148,0.020964850885010794,-0.05230942167303396,-0.07613367832108212,0.04841319596194961,0.09237214174449614,0.03576378305126629,0.12784442983132038,-115.66064212561507,-34.4919203915224,-56.466728459546715,115.66064212561507,-34.4919203915224,9.239128310857991,24.397709499872565,0.009421288932365275,0.024878739936545678,6.1844006405418535,0.0,0.25875706583626323,0.513903414085365,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2803499999999999
22,5.008049480094152,13.703567584976291,2.5575053249653354,2.456763333333333,0.01,-0.046841445410613386,0.024756269798801904,-0.06079105206443577,-0.07911293019888656,0.052981071171754775,0.09977177825294505,0.0390113667717573,0.1391115942354904,-117.85699283080893,-37.53898350943638,-59.58977019641006,117.85699283080893,-37.53898350943638,9.94919691912685,26.123455305305882,0.010145357404543705,0.026638510913824683,6.2304736779926655,3.308903607232452e-16,0.26889726256565943,0.5214097713120107,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.2930333333333333
23,4.983666791740764,13.594719286704784,2.5326624985188295,2.4808616666666663,0.01,-0.050229007231631526,0.02875172210433337,-0.06958897218298382,-0.08224411557735697,0.057875855859245,0.10773448657039095,0.04253803522316812,0.15121999926339255,-119.78737035014875,-40.23546410793074,-62.345122705389315,119.78737035014875,-40.23546410793074,10.696406891847174,27.947934735339174,0.010907299528225414,0.02849896216887436,6.27781790297906,3.7519505753290375e-16,0.27888475303810706,0.5287657556880218,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3057166666666666
24,4.959636806311129,13.487848851377954,2.508297660313772,2.50496,0.01,-0.053810671793304496,0.03295301926536075,-0.0787056212720027,-0.08553874646170893,0.06309904815090299,0.11623877135470956,0.04634169747627514,0.1641442815543071,-121.48281008401864,-42.61767424023677,-64.77652084874492,121.48281008401864,-42.61767424023677,11.479109242478815,29.861466927106523,0.011705433805100434,0.030450221968874716,6.326471685308591,1.7495796982411945e-16,0.2887199280113234,0.5359743807351126,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3184
25,4.935951101734914,13.382901400526201,2.4843971467033197,2.5290583333333334,0.01,-0.0575965799981918,0.03736186132536355,-0.08814363217955762,-0.08900909068353831,0.06865329350572924,0.12526738649032115,0.0504216431968396,0.1778657097311624,-122.97074650837725,-44.72009052794476,-66.9235476922805,122.97074650837725,-44.72009052794476,12.295945599002005,31.856113219094766,0.012538375081196948,0.032484195131971434,6.376474475386573,1.7903916388306782e-16,0.2984033950327487,0.543038645391121,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3310833333333334
26,4.9126015348298075,13.279824088509342,2.4609478099057456,2.5531566666666663,0.01,-0.06159749482878873,0.04197981490035218,-0.09790580691308903,-0.0926682246779604,0.07454231166425204,0.13480707285698337,0.05477851757536723,0.19237148933911163,-124.27514283174983,-46.574274485729006,-68.82114595236591,124.27514283174983,-46.574274485729006,13.145814542441785,33.92542927157494,0.013405000221728915,0.034594310260460955,6.427866797776941,4.548745213109111e-16,0.3079359555678567,0.549961528226031,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3437666666666666
27,4.8895802295390824,13.178566008754022,2.437936993886747,2.5772549999999996,0.01,-0.06582484090207497,0.04680828729031306,-0.10799508829316695,-0.09653008994180708,0.08077082046652717,0.14484818728455767,0.05941424558869733,0.2076540366322528,-125.41677289709666,-48.208452143451694,-70.49968705474782,125.41677289709666,-48.208452143451694,14.027840101540807,36.06423217557771,0.01430441598460311,0.036775282258036855,6.480690237517653,3.842271743068606e-16,0.3173185840729343,0.5567459823940938,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.35645
28,4.866879565769868,13.079078105149598,2.415352511582274,2.601353333333333,0.01,-0.07029074608239297,0.0518484962919441,-0.11841452719756392,-0.10060955333700126,0.08734446492225585,0.15538430575220108,0.0643319370597422,0.22371030325281863,-126.41356345531075,-49.64748680974998,-71.98531982064145,126.41356345531075,-49.64748680974998,14.941343671399247,38.268395446791644,0.015235930385400975,0.03902290328174417,6.534987417920123,1.5328814213516772e-16,0.3265524088568018,0.5633949312483527,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3691333333333333
29,4.844492168796216,12.98131308827379,2.3931826233757567,2.6254516666666667,0.01,-0.07500808516850747,0.05710143524108647,-0.12916724481124606,-0.10492247139306987,0.09426975520938868,0.1664118449370655,0.06953579025336963,0.2405411850883044,-127.28094466044598,-50.91306604393543,-73.30043324401733,127.28094466044598,-50.91306604393543,15.885819674003073,40.53467500786757,0.016199027878024685,0.041333865293313794,6.590801968399096,2.930091998312153e-16,0.33563869458777745,0.5699112645508312,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3818166666666667
30,4.822410899193473,12.88522535614299,2.3714160167498584,2.6495499999999996,0.01,-0.07999052564340964,0.0625678327538732,-0.14025638921453915,-0.10948575874661177,0.10155401463371906,0.17792972231704732,0.07503100302110159,0.2581510225193219,-128.03218141629117,-52.02399008936686,-74.46414127889231,128.03218141629117,-52.02399008936686,16.860914793952972,42.860564502241786,0.01719334818103325,0.04370561252032222,6.648178480672161,1.0071446038067886e-16,0.3445788263132279,0.5762978352179547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.3944999999999999
31,4.800628843272787,12.790770919204213,2.3500417870386547,2.673648333333333,0.01,-0.0852525754408443,0.06824810657072822,-0.15168508554975502,-0.11431746083190461,0.10920533718544312,0.1899390613572957,0.08082369530826197,0.2765471866143066,-128.67867299382445,-52.99649467585684,-75.49274250982003,128.67867299382445,-52.99649467585684,17.866410405195893,45.24417633602721,0.01821866835789581,0.04613622015267927,6.707162451433931,3.5377593885713554e-16,0.3533742948693128,0.5825574565465095,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4071833333333332
32,4.779139303986631,12.697907329305512,2.3290494192114357,2.6977466666666663,0.01,-0.09080963263920802,0.07414231083672539,-0.16345637890520395,-0.11943683090400124,0.1172325536541686,0.20244294105054045,0.08692084392055671,0.2957397405969314,-129.23021677977835,-53.84457069660081,-76.40013370621331,129.23021677977835,-53.84457069660081,18.90220773238534,47.684144354439525,0.019274887685790092,0.04862429510020192,6.767800209346059,2.2182023700727253e-16,0.36202668356806095,0.588692899870636,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4198666666666666
33,4.757935792278166,12.606593612400397,2.3084287706241855,2.721845,0.01,-0.09667803693959534,0.08025007607522688,-0.17557316894391461,-0.1248644114314613,0.12564520498838572,0.2154461856128663,0.09333022892216462,0.3157411645304344,-129.69523657002352,-54.580261575277504,-77.19817069585838,129.69523657002352,-54.580261575277504,19.96831529217031,50.179544254343284,0.020362014849281164,0.0511688948359973,6.830138823887161,2.9890106887312165e-16,0.3705376560577652,0.5947068926050814,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.43255
34,4.73701201884909,12.516790204758703,2.2881700546792976,2.7459433333333334,0.01,-0.10287512271833607,0.086570541029115,-0.18803813518183896,-0.13062211983780178,0.13445352151723802,0.22895518878938864,0.1000603903198437,0.33656613160914467,-130.08097807098898,-55.21393000147185,-77.89697747807637,130.08097807098898,-55.21393000147185,21.064838194911975,52.72982830222951,0.02148015703110846,0.05376946082732586,6.89422599327339,4.2448728870744856e-16,0.3789089452608693,0.6006021166342004,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4452333333333334
35,4.716361886322236,12.428458892472179,2.2682638253382184,2.7700416666666663,0.01,-0.1094192733629412,0.09310227545541773,-0.20085365168623712,-0.13673333849578587,0.14366840668097677,0.24297776699093154,0.10712059341452548,0.358231325633528,-130.3936752015042,-55.754491869582466,-78.50520800257321,130.3936752015042,-55.754491869582466,22.19196893422657,55.334771460082614,0.02262951052013335,0.0564257635992746,6.960109908287339,3.096330996536591e-16,0.3871423433011021,0.6063812070100824,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4579166666666665
36,4.6959794817767575,12.341562754057529,2.248700962435521,2.7941399999999996,0.01,-0.1163299765011935,0.09984319286506314,-0.214021689818918,-0.14322300878327088,0.1533014239798784,0.25752303578103075,0.11452080115717696,0.3807552906159019,-130.63869099123303,-56.209618539478925,-79.03026635352172,130.63869099123303,-56.209618539478925,23.34997933916673,57.994426524874775,0.02381035250484797,0.059137856989772024,7.027839088436444,2.001375494193471e-16,0.3952396923386254,0.6120467509266948,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4706
37,4.675859069635141,12.256066105973066,2.2294726577464483,2.818238333333333,0.01,-0.12362787961293305,0.10679045210056619,-0.22754370749092453,-0.15011772888927247,0.16336478591616124,0.27260130473933636,0.12227165190484186,0.40415830475642295,-130.8206367015991,-56.58591011874357,-79.47849124336294,130.8206367015991,-56.58591011874357,24.53921340652185,60.7090863236936,0.02502303376435567,0.061906039599346985,7.097462186399361,3.0788329630528893e-16,0.403202876238431,0.6176012869401197,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4832833333333333
38,4.655995084882608,12.171934450877462,2.210570401763192,2.8423366666666667,0.01,-0.1313348453692124,0.11394034654178888,-0.24142052322543037,-0.15744585490926763,0.17387134375226376,0.28822398627204976,0.13038444106650343,0.4284622721340646,-130.94347245297325,-56.88904307428899,-79.85531032983435,130.94347245297325,-56.88904307428899,25.76008076657232,63.47925136719887,0.0262679720052947,0.06473082180683401,7.169027756206503,2.641960744123379e-16,0.4110338130032072,0.6230473044078553,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.4959666666666667
39,4.636382126600722,12.089134428470675,2.1919859711382212,2.8664349999999996,0.01,-0.13947400586968317,0.12128817962521116,-0.2556521731448622,-0.1652376045837945,0.18483457693335925,0.3044035144381238,0.13887110521973722,0.45369062634347684,-131.01059224056726,-57.123895556447025,-80.16536924930917,131.01059224056726,-57.123895556447025,27.0130505642368,66.30560165350046,0.02754564562234484,0.06761289701733056,7.242583980036509,5.829422543132594e-16,0.4187344479074008,0.628387243122762,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5086499999999998
40,4.617014951798112,12.007633768767505,2.1737114167557037,2.890533333333333,0.01,-0.148069814741584,0.12882812525789208,-0.2702377488083044,-0.1735251628074959,0.1962685810186392,0.3211532702750327,0.1477442073494552,0.47986824098070746,-131.02489582084212,-57.2946536222787,-80.41263958239345,131.02489582084212,-57.2946536222787,28.298645559254606,69.18897154184036,0.02885658768208777,0.0705531160404831,7.318178347892931,2.9824747260427866e-16,0.4263067472742925,0.6336234931196175,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5213333333333332
41,4.59788846952234,11.927401247664323,2.1557390523947006,2.9146316666666663,0.01,-0.15714809581712408,0.13655307160684274,-0.28517521362860926,-0.18234278775921206,0.2081880529334273,0.3384875104282638,0.15701692190075384,0.5070213423580389,-130.98884957966652,-57.40490122737528,-80.60050931962756,130.98884957966652,-57.40490122737528,29.61743626450035,72.13032679081032,0.030201379945751453,0.07355246367598549,7.39585728375387,2.693461362314886e-16,0.4337526928425788,0.6387583946343836,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5340166666666666
42,4.578997735237878,11.848406644668344,2.1380614439501375,2.9387299999999996,0.01,-0.16673608681457028,0.14445444665256585,-0.30046119539946853,-0.19172691616895426,0.2206082722926203,0.3564212961153343,0.1667030183458313,0.5351774201344794,-130.90453816515404,-57.457696500752945,-80.73185881383259,130.90453816515404,-57.457696500752945,30.970034951491915,75.13074298877297,0.03158064675652941,0.07661203671872961,7.475665711063539,6.2805335389942e-16,0.4410742766732852,0.6437942381982417,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5467
43,4.560337945456092,11.770620702667447,2.1206713991798107,2.9628283333333334,0.01,-0.17686247610543934,0.1525220238181068,-0.31609075226659117,-0.20171626583472918,0.2335450774555487,0.374970419594355,0.1768168419394812,0.5643651317062326,-130.77370838493718,-57.45563647009412,-80.80912470327732,130.77370838493718,-57.45563647009412,32.357089357337045,78.19138470285064,0.03299504862245216,0.07973302269669116,7.557646549663354,2.1885468374771971e-16,0.4482734965517925,0.6487332648502161,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5593833333333333
44,4.5419044326040146,11.694015089626257,2.1035619579477185,2.9869266666666667,0.01,-0.18755743024909408,0.16074370593018703,-0.3320571092921332,-0.21235193302047012,0.2470148348537274,0.3941513253675268,0.18737329027953592,0.5946141962311097,-130.59780662770035,-57.400912086177414,-80.83435386559533,130.59780662770035,-57.400912086177414,33.77927592843523,81.31348474414227,0.034445275326880465,0.08291667872733531,7.641840135447732,1.1026218562913845e-16,0.4553523518434311,0.6535776664537991,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5720666666666667
45,4.52369266011943,11.61856236210151,2.086726382935906,3.0110249999999996,0.01,-0.19885260950964548,0.16910528574717404,-0.34835136259835303,-0.22367748179393057,0.26103439998672384,0.41398102334020503,0.19838778419897923,0.6259552740794089,-130.37801086802025,-57.29535511454482,-80.8092491094739,130.37801086802025,-57.29535511454482,35.23729243380361,84.498322996278,0.03593203839619402,0.0861643099287504,7.7282835531898995,3.6267428975940926e-16,0.46231283976445897,0.6583295861044461,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.4,1.5847499999999999
