Time [s];TipDxc1 [m];TipDyc1 [m];TipDxc2 [m];TipDyc2 [m];TipDxc3 [m];TipDyc3 [m];BldPitch1 [deg];BldPitch2 [deg];BldPitch3 [deg];PtfmSurge [m];PtfmSway [m];PtfmHeave [m];PtfmRoll [deg];PtfmPitch [deg];PtfmYaw [deg];Azimuth [deg];RotSpeed [rpm];RotAccel [deg/s^2];LSSGagP [deg];LSSGagV [rpm];LSSGagA [deg/s^2];GenSpeed [rpm];GenAccel [deg/s^2];YawPos [deg];YawRate [deg/s];YawAccel [deg/s^2];YawBrTDxp [m];YawBrTDyp [m];YawBrTDzp [m];YawBrTDxt [m];YawBrTDyt [m];YawBrTDzt [m];YawBrTAxp [m/s^2];YawBrTAyp [m/s^2];YawBrTAzp [m/s^2];RootFxc1 [kN];RootFyc1 [kN];RootFzc1 [kN];RootFxb1 [kN];RootFyb1 [kN];RootMxc1 [kN-m];RootMyc1 [kN-m];RootMzc1 [kN-m];RootMxb1 [kN-m];RootMyb1 [kN-m];RootFxc2 [kN];RootFyc2 [kN];RootFzc2 [kN];RootFxb2 [kN];RootFyb2 [kN];RootMxc2 [kN-m];RootMyc2 [kN-m];RootMzc2 [kN-m];RootMxb2 [kN-m];RootMyb2 [kN-m];RootFxc3 [kN];RootFyc3 [kN];RootFzc3 [kN];RootFxb3 [kN];RootFyb3 [kN];RootMxc3 [kN-m];RootMyc3 [kN-m];RootMzc3 [kN-m];RootMxb3 [kN-m];RootMyb3 [kN-m];RotThrust [kN];LSShftFya [kN];LSShftFza [kN];LSShftFys [kN];LSShftFzs [kN];LSShftTq [kN-m];LSSTipMya [kN-m];LSSTipMza [kN-m];LSSTipMys [kN-m];LSSTipMzs [kN-m];LSSGagMya [kN-m];LSSGagMza [kN-m];LSSGagMys [kN-m];LSSGagMzs [kN-m];HSShftTq [kN-m];HSShftPwr [kW];HSSBrTq [kN-m];YawBrFxn [kN];YawBrFyn [kN];YawBrFzn [kN];YawBrFxp [kN];YawBrFyp [kN];YawBrMxn [kN-m];YawBrMyn [kN-m];YawBrMzn [kN-m];YawBrMxp [kN-m];YawBrMyp [kN-m];TwrBsFxt [kN];TwrBsFyt [kN];TwrBsFzt [kN];TwrBsMxt [kN-m];TwrBsMyt [kN-m];TwrBsMzt [kN-m];NcIMUTAxs [m/s^2];NcIMUTAys [m/s^2];Wave1Elev [m];WRPSurge [m];WRPSway [m];WRPHeave [m];WRPRoll [rad];WRPPitch [rad];WRPYaw [rad];HydroFxi [N];HydroFyi [N];HydroFzi [N];HydroMxi [N-m];HydroMyi [N-m];HydroMzi [N-m];HdrStcFxi [N];HdrStcFyi [N];HdrStcFzi [N];HdrStcMxi [N-m];HdrStcMyi [N-m];HdrStcMzi [N-m];RdtnFxi [N];RdtnFyi [N];RdtnFzi [N];RdtnMxi [N-m];RdtnMyi [N-m];RdtnMzi [N-m];FAIRTEN1 [N];FAIRTEN2 [N];FAIRTEN3 [N];ANCHTEN1 [N];ANCHTEN2 [N];ANCHTEN3 [N];PtfmTilt [deg];PtfmShift [m];TwrBsShear [kN];TwrBsBend [kN-m];YawBrShear [kN];YawBrBend [kN-m];RootShear1 [kN];RootShear2 [kN];RootShear3 [kN];RootBend1 [kN-m];RootBend2 [kN-m];RootBend3 [kN-m];FAIRTEN1_t [t];FAIRTEN2_t [t];FAIRTEN3_t [t]
    28.775; 3.1094E-2;-2.1391E-2;2.42631E-2;-0.8021089;0.12652741;0.79820865;         0;         0;         0;-2.3823354; -1.422E-3;-1.7885982;-2.5183E-3;-1.1315279;1.00644E-3;5.49325E-3;8.21792E-3;-7.7045E-2;         0;         0;         0;         0;         0;         0;         0;         0;-4.6578E-2;-2.3156E-3; 3.0631E-5;-4.6578E-2;-2.3156E-3;-1.4687E-5;-5.8803E-2;7.69092E-3;1.34071E-2;11.0181217;-5.1300163;-409.65002;11.0181217;-5.1300163;241.439331;265.969299;-2.8574E-2;241.439331;265.969299;26.3053703;-405.29797;202.858658;26.3053703;-405.29797;12001.7295;305.845825;-4.5875168;12001.7295;305.845825;44.6057625;403.918549;202.124496;44.6057625;403.918549;-11968.342;1334.16089;0.88800567;-11968.342;1334.16089;157.118942;-5.4314523;-2346.9446;-5.1421833;-2346.9448;293.479004; -1608.775;-922.78137;-1608.6741;-922.93475;-9940.4697;-903.47229;-9940.3496; -904.6972;5.86957836;         0;         0;-112.61397;-8.8260345; -6730.354;-112.61397;-8.8260345;238.266678;-6796.8574;-918.43628;238.266678;-6796.8574;-225.92979;-8.1349087;-15364.324;1210.78357;-24334.727;-918.42535;-5.9385E-2;8.31028E-3;-0.7068799;-2.3823354; -1.422E-3;-1.7885982;-4.3953E-5;-1.9749E-2;1.75657E-5;-1585859.5; 3998.4458; 125254112;-855815.81;-5.17408E9;298857.344;         0;         0; 126042216;81959.7266; -5.2298E9;         0;410718.094; 3871.8562;1209083.62;-959169.12;-102552048;345390.906;1080418.12;1346770.75; 1348148.5;856299.938;1118993.38;1121081.25; 1.1315307;2.38233585;226.076201;24364.8294;112.959305;6801.03241;12.1538502;406.150735;406.374049;359.211106;12005.6259;12042.4744;110.246747;137.425587;137.566173
      28.8;2.31906E-2;-2.3762E-2;1.93252E-2;-0.8095716;0.11692504;0.80513316;         0;         0;         0;-2.3765063;-1.4197E-3; -1.794327;-2.5179E-3;  -1.13284;1.00355E-3;1.09865E-2;7.86382E-3; -9.293E-2;         0;         0;         0;         0;         0;         0;         0;         0;-4.4043E-2;-2.2783E-3;2.77735E-5;-4.4043E-2;-2.2783E-3;-1.3218E-5;-7.7512E-2;5.91972E-3;1.55142E-2;11.3926153;-5.7143106;-409.62482;11.3926153;-5.7143106;270.963287;255.389297;-2.6513E-2;270.963287;255.389297;26.5484734;-406.84946;202.707306;26.5484734;-406.84946;12082.2031;296.778656;-4.5293851;12082.2031;296.778656;44.6644249;404.987335;202.098618;44.6644249;404.987335;-12032.973;1313.84839;0.60749108;-12032.973;1313.84839;159.884949;-5.5022073;-2348.9321;-5.1632843;-2348.9324;341.955078; -1610.105;-911.45374;-1609.9565;-911.70502;-9948.8066; -891.9024;-9948.6865;-893.36792;6.83909988;         0;         0;-101.30708;-8.0401754;-6733.8359;-101.30708;-8.0401754;285.635498;-6780.4971;-909.16016;285.635498;-6780.4971;-209.41782;-6.9979463;-15369.638; 1140.2489; -22731.33;-909.09955; -7.871E-2;6.50404E-3;-0.7193375;-2.3765063;-1.4197E-3; -1.794327;-4.3946E-5;-1.9772E-2;1.75152E-5;  -1631376;3501.90479; 125267904;-801440.06;-5.17568E9;296014.625;         0;         0; 126054656;81529.3516; -5.2303E9;         0;432223.531;3373.33691;1165581.75;-905945.81;-102321528;343197.531;1079886.88;1346814.88;1348256.38;855719.062; 1119025.5;1121089.25;1.13284284;2.37650675;209.534706;22759.9107;101.625634;6786.51075;12.7453925;407.714731;407.442821;372.350368;12085.8475; 12104.488;110.192538;137.430089;137.577181
    28.825;1.55645E-2;-2.5751E-2;1.66273E-2;-0.8108373;0.10643642;0.80560565;         0;         0;         0;-2.3706772;-1.4174E-3;-1.8000206;-2.5152E-3;-1.1341147;9.99775E-4;1.09865E-2;7.44501E-3;-0.1079192;         0;         0;         0;         0;         0;         0;         0;         0;-4.1602E-2;-2.2328E-3;  2.513E-5;-4.1602E-2; -2.233E-3;-1.1873E-5;-9.4857E-2;4.22681E-3;1.76707E-2;11.7418613; -6.217586;-409.60434;11.7418613; -6.217586;296.185333;245.180527;-2.2764E-2;296.185333;245.180527;26.9311562;-407.15775;202.584595;26.9311562;-407.15775;12095.4678;297.279297; -4.474741;12095.4678;297.279297;44.5653038;404.783752;202.096313;44.5653038;404.783752;-12028.343;1286.66589;0.31596455;-12028.343;1286.66589; 162.46225;-5.5006261;-2348.7969; -5.114439;-2348.7971;388.013184;-1607.0177; -885.4986;-1606.9167;-885.74854;-9945.2715;-865.96814; -9945.085;-867.61963;7.76026154;         0;         0;-90.629951;-7.2207403;-6735.1968;-90.629951;-7.2207403;331.727844;-6746.0269;-885.59778;331.727844;-6746.0269;-193.97113;-5.8378792;-15372.872;1065.95398;-21208.609;-885.58655;-9.6692E-2;4.77867E-3; -0.731795;-2.3706772;-1.4174E-3;-1.8000206;-4.3898E-5;-1.9794E-2;1.74494E-5;  -1675241;3000.50635; 125281472;-743138.62; -5.1773E9;288218.969;         0;         0; 126067144;     80994;-5.23081E9;         0;453604.656;2868.32935;1117707.62;-848583.81;-101869024;336361.531; 1079355.5;1346907.12;1348376.25;855153.625;1119097.75;1121097.25;1.13411753;2.37067766;194.058961;21235.3801;90.9171447;6754.17809;13.2864474;408.047444;407.229607; 384.49869;12099.1204; 12096.964;110.138316;137.439503;137.589413
     28.85;8.35445E-3;-2.7326E-2;1.62313E-2;-0.8059224;9.51925E-2;0.79962611;         0;         0;         0;-2.3649523;-1.4153E-3;-1.8057494;-2.5102E-3;-1.1353519;9.95129E-4;1.09865E-2; 6.9658E-3;-0.1218774;         0;         0;         0;         0;         0;         0;         0;         0;-3.9265E-2;-2.1805E-3;2.26985E-5;-3.9265E-2;-2.1805E-3;-1.0649E-5;-0.1107407;2.63658E-3;1.98436E-2;12.0686665;-6.6318331;-409.58734;12.0686665;-6.6318331;316.694244;235.652328;-1.7817E-2;316.694244;235.652328;27.4522552;-406.22284;202.491608;27.4522552;-406.22284;12041.5234;307.347748;-4.4266853;12041.5234;307.347748;44.3114281;  403.3078;202.116516;44.3114281;  403.3078;-11954.276;1252.98486;2.48244E-2;-11954.276;1252.98486;164.840912;-5.4239421;-2346.5254;-4.9940834;-2346.5256;431.281281;-1599.4182;-845.11298;  -1599.27;-845.41003;-9929.5986;-825.86566;-9929.4785;-827.69757; 8.6256237;         0;         0;-80.596878;-6.3786187;-6734.4302;-80.596878;-6.3786187;376.172394;-6693.4473;-848.09644;376.172394;-6693.4473;-179.61194;-4.6720357;-15373.996;989.152222;-19774.627; -848.0849;-0.1132306;3.16114E-3;-0.7442526;-2.3649523;-1.4153E-3;-1.8057494;-4.3812E-5;-1.9816E-2;1.73683E-5;-1718693.2;2502.34595; 125293432;-681830.19;-5.17885E9;275801.719;         0;         0; 126079696;80358.9375;-5.23132E9;         0;    475483;2367.64746;1068303.38;-788159.25;-101339680;324919.438;1078824.25; 1347035.5;1348488.12; 854588.25;   1119194;1121097.25;1.13535467;2.36495275;179.672692;19799.3508;80.8488932;6704.00939;13.7707632;407.149385;405.734746;394.749622;12045.4452;12019.7627;110.084107;137.452602;137.600829
    28.875;1.66817E-3;-2.8457E-2;1.81372E-2;-0.7949421; 8.3309E-2;0.78730863;         0;         0;         0;-2.3593314; -1.413E-3;-1.8114429;-2.5033E-3;-1.1365139;9.89609E-4;1.09865E-2;6.43083E-3;-0.1347255;         0;         0;         0;         0;         0;         0;         0;         0;-3.7041E-2;-2.1225E-3;2.04789E-5;-3.7041E-2;-2.1225E-3;-9.5424E-6;-0.1251041;1.17598E-3;2.20275E-2;12.3772373;-6.9513297;-409.57443;12.3772373;-6.9513297;332.178772; 227.11409;-1.2187E-2;332.178772; 227.11409; 28.108284;-404.07489;202.428528; 28.108284;-404.07489;11921.7861;326.872711; -4.385993;11921.7861;326.872711;43.9108925;400.593353;202.157104;43.9108925;400.593353;-11812.375;1213.28809;-0.2549174;-11812.375;1213.28809;167.030884;-5.2709689;-2342.1785;-4.8006544;-2342.1787;471.410645;-1587.2592;-790.93719;-1587.1112;-791.23138;-9901.9863; -772.2323;-9901.8672;-774.19012;9.42821026;         0;         0;-71.265121;-5.5237927;-6731.5791;-71.265121;-5.5237927;418.597778; -6623.375;-797.20172;418.597778; -6623.375;-166.42899;-3.5148571;-15373.049;911.096985;-18435.439;-797.18976;-0.1282255;1.67571E-3;-0.7567102;-2.3593314; -1.413E-3;-1.8114429;-4.3692E-5;-1.9836E-2;1.72719E-5;-1761629.5;2021.45679; 125304104;-619101.81;-5.18032E9;258937.297;         0;         0; 126092360;79618.8984;-5.23184E9;         0;497796.438;1883.18628;1017368.94;-726244.69;-100733496;  309017.5;1078308.38;1347179.88;   1348600;854038.375;1119298.38;1121085.25;1.13651671;2.35933179;166.466097;18457.9394;71.4788768;6636.58952;14.1956679;405.051345;402.992805; 402.39725;11926.2664;11874.5219;110.031467;137.467334;137.612245
      28.9;-4.3711E-3;-2.9132E-2;2.23077E-2;-0.7782085;  7.094E-2;0.76896274;         0;         0;         0;-2.3537107;-1.4106E-3; -1.817101;-2.4946E-3;-1.1376011;9.83214E-4;1.09865E-2;5.84476E-3;-0.1463705;         0;         0;         0;         0;         0;         0;         0;         0;-3.4939E-2;-2.0602E-3;1.84652E-5; -3.494E-2;-2.0602E-3;-8.5496E-6;-0.1378693;-1.3573E-4;2.42169E-2;12.6703806;-7.1724138;-409.56561;12.6703806;-7.1724138;342.427673;219.875137;-6.4022E-3;342.427673;219.875137; 28.893425; -400.7709;202.393906; 28.893425; -400.7709;11739.6143;355.631714;-4.3518891;11739.6143;355.631714;43.3738136;396.701569;202.214859;43.3738136;396.701569;-11606.021;1168.20679;-0.5126354;-11606.021;1168.20679;169.027176;-5.0424972;-2335.8508;-4.5361066;-2335.8511;508.098999;-1570.6829;-723.75922;-1570.4877;-724.09912;-9862.9023;-705.85242;-9862.7842;-707.98029;10.1619778;         0;         0;-62.677616;-4.6662445;-6726.7363;-62.677616;-4.6662445;458.679108;-6536.5312; -733.7569;458.679108;-6536.5312; -154.4445;-2.3827085;-15370.116; 833.15564;-17193.059;-733.74438;-0.1416567;3.42598E-4;-0.7692292;-2.3537107;-1.4106E-3; -1.817101; -4.354E-5;-1.9855E-2;1.71603E-5;-1804152.9;1566.47412; 125313328;-556122.81;-5.18171E9;237922.172;         0;         0; 126105024;78784.3828;-5.23235E9;         0;520544.969;1425.21899;965341.438;-663916.31;-100033400;288966.438;1077800.12;1347336.38;1348711.88;  853488.5;1119394.75;1121069.12;1.13760387;2.35371107;154.462882;17213.2336;62.8510732;6552.60462;14.5596039;401.811085;399.065687;406.941995;11744.9997;11664.6664;109.979605;137.483304;137.623661
    28.925;-9.6554E-3;-2.9343E-2;2.86935E-2;-0.7561492;5.82396E-2; 0.7450121;         0;         0;         0;-2.3481939;-1.4081E-3;-1.8227946;-2.4842E-3;-1.1386509;9.75945E-4;1.09865E-2;5.21289E-3;-0.1567478;         0;         0;         0;         0;         0;         0;         0;         0;-3.2974E-2;-1.9949E-3;1.66512E-5;-3.2974E-2;-1.9949E-3;-7.6641E-6;-0.1490365;-1.2806E-3;2.64228E-2; 12.952302;-7.2930264;-409.56244; 12.952302;-7.2930264;347.340912;214.306717;-9.7837E-4;347.340912;214.306717;29.7995338;-396.39795;202.385391;29.7995338;-396.39795;11499.6084;393.235352;-4.3216605;11499.6084;393.235352;42.7133369;391.717194;202.286285;42.7133369;391.717194;-11340.023;1118.52087;-0.7392495;-11340.023;1118.52087;170.834763;-4.7405038;-2327.7048;-4.2020025;-2327.7048;541.067383;-1549.8794;-644.61328;-1549.7322;-644.99829;-9813.2139;-627.80463;-9813.0967;-630.04877;10.8213463;         0;         0;-54.834362;-3.8168631;-6720.0669;-54.834362;-3.8168631;495.998596;-6434.4585;-658.80377;495.998596;-6434.4585;-143.65845;-1.2900312;-15365.364;756.353882;-16053.538;-658.79065;-0.1534642;-8.2202E-4; -0.781564;-2.3481939;-1.4081E-3;-1.8227946;-4.3358E-5;-1.9873E-2;1.70334E-5;-1844508.8;1143.87439; 125322472;-493895.62;-5.18311E9;212860.969;         0;         0; 126117808;77850.1484;-5.23287E9;         0;543044.875;999.152649;909379.125;-602250.12; -99102784;265168.375;1077284.25;1347492.88;1348823.75;852954.062;1119487.12;1121049.12; 1.1386536;2.34819431;143.664239;16071.3458; 54.967042;6453.54714;14.8643991;397.516473; 394.03907;408.133652;11506.3299;11395.0525;109.926964;137.499273;137.635077
     28.95;-1.4092E-2;-2.9095E-2;3.71831E-2;-0.7293065;4.53774E-2;0.71604323;         0;         0;         0;-2.3426771;-1.4052E-3;-1.8284173;-2.4724E-3;-1.1396631;9.67801E-4;1.64797E-2; 4.5402E-3;-0.1657787;         0;         0;         0;         0;         0;         0;         0;         0;-3.1143E-2;-1.9277E-3;1.50288E-5;-3.1143E-2;-1.9277E-3;-6.8807E-6;-0.1585861;-2.2483E-3;2.86122E-2;13.2244062;-7.3131666;-409.56403;13.2244062;-7.3131666;346.951843;210.594437; 3.6596E-3;346.951843;210.594437;30.8173084;-391.06329;202.398438;30.8173084;-391.06329;11207.6035;439.071777;-4.2918196;11207.6035;439.071777;41.9466553;385.765808;202.365662;41.9466553;385.765808;-11020.611;1065.08435;-0.9278047;-11020.611;1065.08435;172.463577;-4.3693366;-2317.9226;-3.8034222;-2317.9226; 570.01355;-1525.2761;-554.87848;-1525.1295;-555.25873;-9753.8555;-539.36346;-9753.7393;-541.76892;11.4002686;         0;         0;-47.749668;-2.9838161;-6711.7358;-47.749668;-2.9838161;530.254517;-6318.9062;-573.63196;530.254517;-6318.9062;-134.09305;-0.2483776;-15358.957;681.717102;-15016.877;-573.61816;-0.1636478; -1.806E-3;-0.7938989;-2.3426771;-1.4052E-3;-1.8284173;-4.3151E-5;-1.9891E-2;1.68913E-5;-1884348.6;759.055115; 125330624;-433171.88;-5.18441E9;184381.531;         0;         0; 126130648;76826.6875; -5.2334E9;         0;    566042;610.394165; 852323.75;-541991.06; -98086784;237970.594;1076768.25;1347661.38;1348935.62;852427.438;1119575.38;   1121025;1.13966578;2.34267754;134.093278;15032.3429;47.8428047;6341.11552;15.1118274;392.275676;388.039664;405.864015;11216.2008;11071.9591;109.874311;137.516467;137.646492
    28.975; -1.762E-2;-2.8402E-2;4.76652E-2;-0.6983543;3.25305E-2;0.68274039;         0;         0;         0;-2.3372643;-1.4022E-3;-1.8340755;-2.4591E-3;-1.1406003;9.58892E-4;1.64797E-2;3.83333E-3;-0.1733701;         0;         0;         0;         0;         0;         0;         0;         0;-2.9457E-2;-1.8596E-3;1.35919E-5;-2.9457E-2;-1.8596E-3;-6.1932E-6;-0.1665571;-3.0287E-3;3.07796E-2;13.4923019; -7.235352;-409.57001;13.4923019; -7.235352;341.371643;208.985794;7.21537E-3;341.371643;208.985794;31.9327888; -384.9043;202.428711;31.9327888; -384.9043;10871.2061;492.417786;-4.2569404;10871.2061;492.417786;  41.09198;378.979767; 202.44754;  41.09198;378.979767;-10655.441;1008.86267;-1.0734714;-10655.441;1008.86267;173.928528;-3.9353197; -2306.741;-3.3466182;-2306.7412; 594.72821;-1497.3483;-456.08151; -1497.202;-456.45654;-9686.2256;-442.09784;-9686.1777;-444.56299;11.8945618;         0;         0;-41.437851;-2.1779928;-6701.9717;-41.437851;-2.1779928;561.098816;-6192.1387;-479.63052;561.098816;-6192.1387; -125.7039;0.72877431;-15351.085;610.042969;-14085.092; -479.6655;-0.1722278;   -2.6E-3;-0.8062337;-2.3372643;-1.4022E-3;-1.8340755; -4.292E-5;-1.9907E-2;1.67358E-5;-1923775.6;414.714691; 125337864;-374619.81;-5.18564E9;152989.641;         0;         0; 126143600;75714.0078;-5.23392E9;         0;589536.375;261.646973;    794394;-483801.31; -96976872;207866.594;1076252.38;1347837.88;1349051.38;  851908.5;1119663.75;1121004.88;1.14060297;2.33726472;125.706016;14098.2965;41.4950496; 6217.5086;15.3098834;386.226644;381.201016; 400.26199;10882.3525;10703.0947;109.821671;137.534477;137.658304
        29;-2.0147E-2; -2.729E-2;5.99541E-2;-0.6640654;1.98841E-2;0.64590198;         0;         0;         0;-2.3319557;-1.3988E-3;-1.8396628;-2.4447E-3;-1.1415001;9.49272E-4;1.64797E-2;3.09759E-3;-0.1794648;         0;         0;         0;         0;         0;         0;         0;         0;-2.7919E-2;-1.7912E-3;1.23262E-5;-2.7919E-2;-1.7912E-3;-5.5941E-6;-0.1729885;-3.6204E-3;3.29141E-2;13.7573929;-7.0630164;-409.58072;13.7573929;-7.0630164; 330.83374;209.666367;9.45705E-3; 330.83374;209.666367;33.1343422;-378.06842;202.471313;33.1343422;-378.06842;10498.5508;552.494629;-4.2127604;10498.5508;552.494629;40.1685219;371.525269;  202.5271;40.1685219;371.525269;-10253.239;950.895752;-1.1735448;-10253.239;950.895752;175.239517;-3.4451733;-2294.4236;-2.8390143;-2294.4238;615.048645;-1466.6655;-349.84772; -1466.615;-350.26636;-9611.8604;-337.62552;-9611.8135;-340.19659; 12.300971;         0;         0;-35.898907;-1.4093754;-6691.0327;-35.898907;-1.4093754; 588.25293;-6056.4189;-378.53552; 588.25293;-6056.4189;-118.42443;1.63276017;-15342.017;542.129211;-13260.199;-378.52008;-0.1792441;-3.1998E-3;-0.8185685;-2.3319557;-1.3988E-3;-1.8396628;-4.2668E-5;-1.9923E-2;1.65679E-5;-1962686.5;113.012009; 125344424;-318824.12;-5.18678E9;119225.898;         0;         0; 126156544;74522.5938;-5.23445E9;         0;613465.812;-44.385429;735808.375;-428343.12; -95781584;175349.875; 1075736.5;1348022.38;1349171.25;851389.562;   1119752;1120980.75;1.14150273;2.33195609;118.435686;13271.2768;35.9265618;6084.92004; 15.464542;379.517608;373.690427;391.677098;10513.0785;10297.2384;109.769031;137.553304;137.670536
    29.025;-2.1641E-2; -2.579E-2; 7.3889E-2;-0.6272614;7.60752E-3;0.60642415;         0;         0;         0;-2.3267512;-1.3951E-3;-1.8452857;-2.4292E-3;-1.1423248;9.38997E-4;1.64797E-2;2.33995E-3; -0.183991;         0;         0;         0;         0;         0;         0;         0;         0;-2.6535E-2;-1.7233E-3;1.12256E-5;-2.6535E-2;-1.7233E-3; -5.076E-6;-0.1779192;-4.0221E-3;3.50212E-2; 14.021081; -6.802567;-409.59805; 14.021081; -6.802567;  315.6716;212.759933; 1.0346E-2;  315.6716;212.759933;34.4033623;-370.72992;202.522781;34.4033623;-370.72992;10098.8359;618.301025;-4.1538534;10098.8359;618.301025;39.1995544;363.575409;202.600464;39.1995544;363.575409;-9823.4395;892.334656;-1.2284113;-9823.4395;892.334656;176.411469;-2.9087791;-2281.2749;-2.2899895;-2281.2749;630.835327;-1434.0354;-238.09782;-1433.9855;-238.51057;-9532.5586;-227.80949;-9532.5137;-230.38628;12.6167049;         0;         0;-31.104218;-0.6852234;-6679.2197;-31.104218;-0.6852234;611.415161;-5914.8345;-271.98401;611.415161;-5914.8345;-112.29903;2.45587826;-15332.053;478.545532;-12538.167;-272.01727;-0.1847569;-3.6055E-3; -0.830658;-2.3267512;-1.3951E-3;-1.8452857;-4.2398E-5;-1.9937E-2;1.63886E-5;-1999223.5;-147.13234; 125351584;-266202.47;-5.18792E9;83456.5703;         0;         0; 126169560;73268.2031;-5.23498E9;         0;    636898;-308.78445;    674381;-375864.78; -94355776;141115.016;1075220.62;   1348223;1349291.12;850878.438;1119840.25;1120956.75;1.14232739;2.32675165;112.325877; 12547.296;31.1117643;5946.35143;15.5841467;372.322796;365.682489;380.677486; 10117.746;9863.88482; 109.71639;137.573776;137.682768
     29.05;-2.2057E-2;-2.3942E-2;8.92594E-2;-0.5888795;-4.1065E-3; 0.5652681;         0;         0;         0;-2.3215468;-1.3911E-3;-1.8508377;-2.4128E-3;-1.1430746;9.28175E-4;1.64797E-2; 1.5667E-3;-0.1869201;         0;         0;         0;         0;         0;         0;         0;         0;-2.5305E-2;-1.6563E-3;1.02758E-5;-2.5305E-2;-1.6563E-3;-4.6338E-6;-0.1814662;-4.2377E-3;3.70679E-2;14.2875738;-6.4610991;-409.62009;14.2875738;-6.4610991;296.307617;218.390228;9.93374E-3;296.307617;218.390228;35.7258873;-363.06973;202.577896;35.7258873;-363.06973;9681.78711;688.780029;-4.0771198;9681.78711;688.780029;38.2073212;355.326935;202.663544;38.2073212;355.326935;-9376.7256;834.256287;-1.2405823;-9376.7256;834.256287;177.459274; -2.335624;-2267.6123; -1.708922;-2267.6123;641.925537;-1400.1228;-122.75262;-1400.0737;-123.15929; -9450.123;-114.46365;-9450.0791; -117.0938;12.8385086;         0;         0;-27.039465;-1.4612E-2;-6666.8335;-27.039465;-1.4612E-2;630.353394;-5770.2661;-161.91051;630.353394;-5770.2661;-107.19452;3.19042706;-15321.466;419.747711;-11916.977;-161.94287;-0.1888063;-3.8225E-3;-0.8426859;-2.3215468;-1.3911E-3;-1.8508377;-4.2111E-5; -1.995E-2;1.61997E-5;-2035347.8;-365.17862; 125358600;-217005.36;-5.18898E9;46483.8906;         0;         0; 126182680;71950.8281;-5.23552E9;         0;660765.312; -531.0094;    612735;-326780.12; -92844592;105655.539;   1074697; 1348431.5;   1349407; 850382.75;1119932.62;1120928.62;1.14307718;2.32154721;107.241987;11924.3666;27.0394689;5804.59442;15.6805793;364.823203;357.375195;368.093053;9706.25672;9413.76472;109.662959;137.595051;137.694592
    29.075;-2.1379E-2;-2.1796E-2;0.10583028;-0.5498235;-1.5081E-2;0.52341151;         0;         0;         0;-2.3164463;-1.3869E-3; -1.856425;-2.3956E-3;-1.1437869;9.16916E-4;1.64797E-2;7.84499E-4;-0.1882379;         0;         0;         0;         0;         0;         0;         0;         0;-2.4229E-2;-1.5908E-3;9.46868E-6;-2.4229E-2;-1.5908E-3;-4.2611E-6;-0.1836684;-4.2788E-3;3.90433E-2;14.5582752;-6.0475392;-409.64752;14.5582752;-6.0475392;273.253143;226.557251; 8.4264E-3;273.253143;226.557251;37.0833054; -355.2688;202.633713;37.0833054; -355.2688;9257.66406;762.874817;-3.9810083;9257.66406;762.874817;37.2150841; 346.96991;202.713699;37.2150841; 346.96991;-8923.4248;777.811829;-1.2145015;-8923.4248;777.811829;178.397842;-1.7363805;-2253.7537;-1.1067532;-2253.7537;648.296021;-1365.6879;-5.7821503;-1365.6869;-6.1826391;-9366.4863;0.35294181;-9366.5117;-2.2319016;12.9659185;         0;         0;-23.676023;0.59610814;-6654.1968;-23.676023;0.59610814;644.858826;-5625.6973;-50.249668;644.858826;-5625.6973;-103.02214;3.82966733;-15310.557;366.305511;-11394.612;-50.231483;-0.1915126;-3.8589E-3;-0.8547753;-2.3164463;-1.3869E-3; -1.856425;-4.1811E-5;-1.9963E-2;1.60032E-5;-2071059.1;-541.66663; 125365680;-171650.48;-5.18996E9;8935.68945;         0;         0; 126195808;70586.2188;-5.23606E9;         0;685005.562;-712.68237;551307.562;-281503.06; -91256560;69647.7109;1074181.12;1348644.12;1349514.88;849894.812;1120020.88;1120892.38;1.14378942;2.31644672;103.093297;11400.4986;23.6835266;5662.53588;15.7643937;357.198952;348.959999;354.958404;9289.04311;8957.25971;109.610319;137.616747;137.705599
