case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,pass_fraction,diagnostic_conclusion,gate_role
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_pr1p0_pl1p0_pf1p0_pm1p0,A35,1,0,1,0,1,3.333795928071156,3.333795928071156,0.20002775568426936,1.0001387784213467,4.638520343115812e-16,3.5382363108465676e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_pr1p0_pl1p0_pf1p0_pmm1p0,A35,1,0,1,0,1,3.333795928071156,3.333795928071156,0.20002775568426936,1.0001387784213467,4.638520343115812e-16,3.5382363108465676e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_endaft_pr1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,3.334035658896099,3.334035658896099,0.15003160465032445,1.0002106976688296,3.994021119204139e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_endaft_prm1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,3.334035658896099,3.334035658896099,0.15003160465032445,1.0002106976688296,3.994021119204139e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_pr1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,3.334035658896099,3.334035658896099,0.15003160465032445,1.0002106976688296,3.994021119204139e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_prm1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,3.334035658896099,3.334035658896099,0.15003160465032445,1.0002106976688296,3.994021119204139e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_endaft_prm1p0_pl1p0_pf1p0_pm1p0,A35,1,0,1,0,1,4.884167431876746,4.884167431876746,0.29305004591260475,1.4652502295630236,4.638520343115812e-16,3.5382363108465676e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_endaft_prm1p0_pl1p0_pf1p0_pmm1p0,A35,1,0,1,0,1,4.884167431876746,4.884167431876746,0.29305004591260475,1.4652502295630236,4.638520343115812e-16,3.5382363108465676e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_pr1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,6.280196389442396,6.280196389442396,0.05934785588023064,0.9420294584163594,3.994021119204139e-16,4.1599178711809582e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_prm1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,6.280196389442396,6.280196389442396,0.05934785588023064,0.9420294584163594,3.994021119204139e-16,4.1599178711809582e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_pr1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,7.053136943890937,7.053136943890937,0.06665214411976936,1.0579705415836407,3.994021119204139e-16,4.1599178711809582e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_noend_prm1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,7.053136943890937,7.053136943890937,0.06665214411976936,1.0579705415836407,3.994021119204139e-16,4.1599178711809582e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_endaft_pr1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,12.593482277038207,12.593482277038207,0.11900840751801106,1.889022341555731,3.994021119204139e-16,4.1599178711809582e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_zerofs_endaft_prm1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,12.593482277038207,12.593482277038207,0.11900840751801106,1.889022341555731,3.994021119204139e-16,4.1599178711809582e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0,A53,1,0,1,0,1,25.68941221999665,25.68941221999665,1.1560235498998492,7.7068236659989955,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pm1p0,A53,1,0,1,0,1,25.68941221999665,25.68941221999665,1.1560235498998492,7.7068236659989955,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0,A53,1,0,1,0,1,25.68941221999665,25.68941221999665,1.1560235498998492,7.7068236659989955,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pm1p0,A53,1,0,1,0,1,25.68941221999665,25.68941221999665,1.1560235498998492,7.7068236659989955,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,32.35607888666331,32.35607888666331,1.456023549899849,9.706823665998995,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,32.35607888666331,32.35607888666331,1.456023549899849,9.706823665998995,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,32.35607888666331,32.35607888666331,1.456023549899849,9.706823665998995,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pmm1p0,A53,1,0,1,0,1,32.35607888666331,32.35607888666331,1.456023549899849,9.706823665998995,7.21516608246715e-16,1.0025981838967598e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0,A35,1,0,1,0,1,78.25357272746304,78.25357272746304,4.695214363647782,23.47607181823891,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pmm1p0,A35,1,0,1,0,1,78.25357272746304,78.25357272746304,4.695214363647782,23.47607181823891,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pm1p0,A35,1,0,1,0,1,84.92023939412971,84.92023939412971,5.0952143636477825,25.47607181823891,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pmm1p0,A35,1,0,1,0,1,84.92023939412971,84.92023939412971,5.0952143636477825,25.47607181823891,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,121.4379180821379,121.4379180821379,1.1475883258762032,18.215687712320687,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,121.4379180821379,121.4379180821379,1.1475883258762032,18.215687712320687,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0,A35,1,0,1,0,1,129.33582319613365,129.33582319613365,7.760149391768018,38.80074695884009,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pmm1p0,A35,1,0,1,0,1,129.33582319613365,129.33582319613365,7.760149391768018,38.80074695884009,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,134.77125141547123,134.77125141547123,1.273588325876203,20.215687712320683,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,134.77125141547123,134.77125141547123,1.273588325876203,20.215687712320683,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pm1p0,A35,1,0,1,0,1,136.0024898628003,136.0024898628003,8.160149391768018,40.80074695884009,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pmm1p0,A35,1,0,1,0,1,136.0024898628003,136.0024898628003,8.160149391768018,40.80074695884009,7.961629209223396e-16,1.047881468090491e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,303.8745268988187,303.8745268988187,2.871614279193837,45.58117903482281,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,303.8745268988187,303.8745268988187,2.871614279193837,45.58117903482281,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0,A55,1,0,1,0,1,317.2078602321521,317.2078602321521,2.9976142791938374,47.58117903482282,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pmm1p0,A55,1,0,1,0,1,317.2078602321521,317.2078602321521,2.9976142791938374,47.58117903482282,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
