wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,matrix_status,matrix_type,row_dof,col_dof,row_index,col_index,value
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,heave,3,2,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,roll,3,3,2816.8205133099723
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,pitch,3,4,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,yaw,3,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,surge,4,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,sway,4,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,heave,4,2,8758.007746998514
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,roll,4,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,pitch,4,4,78461.2665369591
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,yaw,4,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,surge,5,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,sway,5,1,666.3683069311026
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,heave,5,2,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,roll,5,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,pitch,5,4,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,yaw,5,5,9940.87676224822
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,surge,0,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,sway,0,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,heave,0,2,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,roll,0,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,pitch,0,4,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,yaw,0,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,surge,1,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,sway,1,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,heave,1,2,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,roll,1,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,pitch,1,4,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,yaw,1,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,heave,surge,2,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,heave,sway,2,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,heave,heave,2,2,158491.49454804562
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,heave,roll,2,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,heave,pitch,2,4,40286.34121249442
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,heave,yaw,2,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,roll,surge,3,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,roll,sway,3,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,roll,heave,3,2,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,roll,roll,3,3,37793.127842231515
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,roll,pitch,3,4,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,roll,yaw,3,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,pitch,surge,4,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,pitch,sway,4,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,pitch,heave,4,2,40286.34121249442
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,pitch,roll,4,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,pitch,pitch,4,4,1215210.1934739558
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,pitch,yaw,4,5,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,yaw,surge,5,0,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,yaw,sway,5,1,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,yaw,heave,5,2,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,yaw,roll,5,3,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,yaw,pitch,5,4,0.0
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,frequency_forward_speed_prototype_not_validated,restoring,yaw,yaw,5,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,surge,surge,0,0,50.20994466796725
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,surge,sway,0,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,surge,heave,0,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,surge,roll,0,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,surge,pitch,0,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,surge,yaw,0,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,sway,surge,1,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,sway,sway,1,1,2989.5709850825833
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,sway,heave,1,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,sway,roll,1,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,sway,pitch,1,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,sway,yaw,1,5,1325.6976245982783
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,heave,surge,2,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,heave,sway,2,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,heave,heave,2,2,9884.920041218647
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,heave,roll,2,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,heave,pitch,2,4,7087.672293302485
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,heave,yaw,2,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,roll,surge,3,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,roll,sway,3,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,roll,heave,3,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,roll,roll,3,3,5603.88635619915
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,roll,pitch,3,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,roll,yaw,3,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,pitch,surge,4,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,pitch,sway,4,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,pitch,heave,4,2,7087.672293302485
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,pitch,roll,4,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,pitch,pitch,4,4,119980.56115396082
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,pitch,yaw,4,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,yaw,surge,5,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,yaw,sway,5,1,1325.6976245982783
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,yaw,heave,5,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,yaw,roll,5,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,yaw,pitch,5,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,added_mass,yaw,yaw,5,5,19776.7459422395
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,surge,surge,0,0,5.608504650881278
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,surge,sway,0,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,surge,heave,0,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,surge,roll,0,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,surge,pitch,0,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,surge,yaw,0,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,sway,surge,1,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,sway,sway,1,1,333.9382842354007
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,sway,heave,1,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,sway,roll,1,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,sway,pitch,1,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,sway,yaw,1,5,148.08184598468944
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,heave,surge,2,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,heave,sway,2,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,heave,heave,2,2,28535.469563726707
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,heave,roll,2,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,heave,pitch,2,4,20460.46464309771
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,heave,yaw,2,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,surge,3,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,sway,3,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,heave,3,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,roll,3,3,625.9601140688827
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,pitch,3,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,roll,yaw,3,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,surge,4,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,sway,4,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,heave,4,2,20460.46464309771
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,roll,4,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,pitch,4,4,110719.70165475858
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,pitch,yaw,4,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,surge,5,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,sway,5,1,148.08184598468944
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,heave,5,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,roll,5,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,pitch,5,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,damping,yaw,yaw,5,5,2209.0837249440488
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,surge,0,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,sway,0,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,heave,0,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,roll,0,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,pitch,0,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,surge,yaw,0,5,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,surge,1,0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,sway,1,1,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,heave,1,2,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,roll,1,3,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,pitch,1,4,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,frequency_forward_speed_prototype_not_validated,restoring,sway,yaw,1,5,0.0
