benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,row_measure_norm,row_measure_x_gradient_norm,stokes_m_measure_norm,row_measure_gradient_to_stokes_m_norm_ratio,row_measure_gradient_stokes_m_alignment,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,transport_minus_stokes_density_value_per_m,transport_to_stokes_density_ratio,diagnostic_flags,candidate_policy,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,15,1.2,0.39999999999999997,0.1080616688462776,0.028725678673428064,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,16,1.275,0.425,0.10989696189432134,0.02152747392995943,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,17,1.3499999999999999,0.44999999999999996,0.11120673362136958,0.014343993160010945,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,18,1.425,0.47500000000000003,0.11199215541514079,0.007169764746859162,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,19,1.5,0.5,0.11225389104070993,3.66121187763494e-16,0.0,,,0.0,0.0,0.0,,none,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,20,1.575,0.525,0.11199215541514076,0.007169764746859234,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,21,1.65,0.5499999999999999,0.11120673362136958,0.014343993160010836,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,22,1.7249999999999999,0.575,0.10989696189432134,0.02152747392995943,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,23,1.7999999999999998,0.6,0.1080616688462776,0.02872567867342795,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,24,1.875,0.625,0.10569907156951804,0.03594519058202201,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,25,1.95,0.65,0.10280661714103081,0.043194252597088326,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,26,2.025,0.6749999999999999,0.0993807551703704,0.050483502512583545,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,27,2.1,0.7000000000000001,0.095416621233426,0.057826990895365124,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,28,2.175,0.725,0.09090760461961446,0.06524361648014594,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,29,2.25,0.75,0.08584476826814368,0.07275915460229898,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,30,2.3249999999999997,0.7749999999999999,0.0802160884454097,0.08040906132378269,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,31,2.4,0.7999999999999999,0.07400549753709817,0.08824209646014922,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,32,2.475,0.8250000000000001,0.06719177004063907,0.09632422284716947,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,33,2.55,0.85,0.05974744045763267,0.10474052043028434,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,34,2.625,0.875,0.051638273719090785,0.11358876736726141,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,35,2.6999999999999997,0.8999999999999999,0.042824444517444576,0.12295085003373891,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,36,2.775,0.9249999999999999,0.0332655358343104,0.1328208475388313,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,37,2.85,0.9500000000000001,0.022932178355564867,0.14298057151530705,0.0,,,0.0,0.0,0.0,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave_row_N3_m3,heave_radiation,38,2.925,0.975,0.011825653385902964,0.15328993916400604,0.0,,,0.0,0.0,0.0,,bow_active_station;row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,0.075,0.024999999999999998,0.011825653385902964,0.15328993916400582,0.0,,,-7.859686728696256,-0.0,-7.859686728696256,,first_active_station;row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,1,0.15,0.049999999999999996,0.022932178355564898,0.1429805715153069,0.0,,,4.8083795228348984,-0.0,4.8083795228348984,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,2,0.22499999999999998,0.075,0.03326553583431038,0.13282084753883105,0.0,,,-18.205275142766887,-0.0,-18.205275142766887,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,3,0.3,0.09999999999999999,0.042824444517444514,0.12295085003373894,0.0,,,-10.988851135989023,-0.0,-10.988851135989023,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,4,0.375,0.125,0.051638273719090785,0.11358876736726184,0.0,,,-10.014333206733452,-0.0,-10.014333206733452,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,5,0.44999999999999996,0.15,0.05974744045763267,0.10474052043028445,0.0,,,-9.799463978009335,-0.0,-9.799463978009335,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,6,0.525,0.17500000000000002,0.06719177004063911,0.09632422284716934,0.0,,,-9.7423859447738,-0.0,-9.7423859447738,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,7,0.6,0.19999999999999998,0.07400549753709816,0.08824209646014902,0.0,,,-9.662684284142333,-0.0,-9.662684284142333,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,8,0.6749999999999999,0.22499999999999998,0.08021608844540967,0.08040906132378267,0.0,,,-9.464755153051245,-0.0,-9.464755153051245,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,9,0.75,0.25,0.08584476826814368,0.07275915460229909,0.0,,,-9.067661569847797,-0.0,-9.067661569847797,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,10,0.825,0.27499999999999997,0.09090760461961443,0.06524361648014601,0.0,,,-8.395061863834174,-0.0,-8.395061863834174,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,11,0.8999999999999999,0.3,0.09541662123342601,0.057826990895365214,0.0,,,-7.405768735520051,-0.0,-7.405768735520051,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,12,0.975,0.325,0.0993807551703704,0.05048350251258358,0.0,,,-6.145796796456407,-0.0,-6.145796796456407,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,13,1.05,0.35000000000000003,0.10280661714103084,0.04319425259708837,0.0,,,-4.763797192334156,-0.0,-4.763797192334156,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,14,1.125,0.375,0.10569907156951804,0.03594519058202185,0.0,,,-3.4478836652753513,-0.0,-3.4478836652753513,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,15,1.2,0.39999999999999997,0.1080616688462776,0.028725678673428064,0.0,,,-2.3337295665199393,-0.0,-2.3337295665199393,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,16,1.275,0.425,0.10989696189432134,0.02152747392995943,0.0,,,-1.4658613027169278,-0.0,-1.4658613027169278,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,17,1.3499999999999999,0.44999999999999996,0.11120673362136958,0.014343993160010945,0.0,,,-0.8211275044657347,-0.0,-0.8211275044657347,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,18,1.425,0.47500000000000003,0.11199215541514079,0.007169764746859162,0.0,,,-0.3493398071278539,-0.0,-0.3493398071278539,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,19,1.5,0.5,0.11225389104070993,3.66121187763494e-16,0.0,,,4.671346075443652e-15,-0.0,4.671346075443652e-15,,none,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,20,1.575,0.525,0.11199215541514076,0.007169764746859234,0.0,,,0.26765881015961746,-0.0,0.26765881015961746,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,21,1.65,0.5499999999999999,0.11120673362136958,0.014343993160010836,0.0,,,0.4834398540448254,-0.0,0.4834398540448254,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,22,1.7249999999999999,0.575,0.10989696189432134,0.02152747392995943,0.0,,,0.6672355612178777,-0.0,0.6672355612178777,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,23,1.7999999999999998,0.6,0.1080616688462776,0.02872567867342795,0.0,,,0.8294029027806697,-0.0,0.8294029027806697,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,24,1.875,0.625,0.10569907156951804,0.03594519058202201,0.0,,,0.9703515970816992,-0.0,0.9703515970816992,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,25,1.95,0.65,0.10280661714103081,0.043194252597088326,0.0,,,1.0816563571766007,-0.0,1.0816563571766007,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,26,2.025,0.6749999999999999,0.0993807551703704,0.050483502512583545,0.0,,,1.1518128946768218,-0.0,1.1518128946768218,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,27,2.1,0.7000000000000001,0.095416621233426,0.057826990895365124,0.0,,,1.1757272608164064,-0.0,1.1757272608164064,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,28,2.175,0.725,0.09090760461961446,0.06524361648014594,0.0,,,1.1604672326607297,-0.0,1.1604672326607297,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,29,2.25,0.75,0.08584476826814368,0.07275915460229898,0.0,,,1.1216714603873525,-0.0,1.1216714603873525,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,30,2.3249999999999997,0.7749999999999999,0.0802160884454097,0.08040906132378269,0.0,,,1.0753974471486303,-0.0,1.0753974471486303,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
