axis,level_mid,omega,component,real_mid,imag_mid,level_fine,real_fine,imag_fine,change,tolerance,passed
free_surface,1,16.734,A53,0.01628247573884816,0.0,2,0.014925674242121309,0.0,0.0013568014967268519,0.001,False
free_surface,1,16.734,A55,0.012794254664925791,0.0,2,0.012234858406247497,0.0,0.0005593962586782943,0.001,True
free_surface,1,16.734,B33,0.2928954312460155,0.0,2,0.35839507578303853,0.0,0.065499644537023,0.017919753789151928,False
free_surface,1,16.734,B35,-0.14369897304487744,0.0,2,-0.12954359212686783,0.0,0.014155380918009608,0.006477179606343392,False
free_surface,1,16.734,B53,0.17380841208723857,0.0,2,0.1629015784018844,0.0,0.010906833685354167,0.008145078920094221,False
free_surface,1,16.734,B55,0.005638637434135769,0.0,2,0.005766790295588734,0.0,0.00012815286145296482,0.001,True
free_surface,1,16.734,F3,0.07520774319372495,-0.33550783678813134,2,0.06129098578950911,-0.33923222410785464,0.014406498448794281,0.01723623268091171,True
free_surface,1,16.734,F5,0.1369105217944033,0.008808819025910661,2,0.13588753334985937,0.00815564901578051,0.0012137283138346222,0.006806602737558904,True
free_surface,1,5.601,A33,0.32528484564144067,0.0,2,0.3238562987449372,0.0,0.0014285468965034576,0.01619281493724686,True
free_surface,1,5.601,A35,0.058623764763763075,0.0,2,0.05823306031437206,0.0,0.0003907044493910161,0.0029116530157186032,True
free_surface,1,5.601,A53,-0.018098845345335846,0.0,2,-0.019348089393951638,0.0,0.001249244048615792,0.001,False
free_surface,1,5.601,A55,0.03404558131505571,0.0,2,0.03383357255090314,0.0,0.00021200876415256725,0.0016916786275451572,True
free_surface,1,5.601,B33,0.2329569589589864,0.0,2,0.23289820807723902,0.0,5.8750881747393624e-05,0.011644910403861952,True
free_surface,1,5.601,B35,-0.20247020417265596,0.0,2,-0.20405857965086194,0.0,0.0015883754782059778,0.010202928982543097,True
free_surface,1,5.601,B53,0.23488908274888204,0.0,2,0.23358226018927997,0.0,0.0013068225596020722,0.011679113009463999,True
free_surface,1,5.601,B55,0.033687441504260195,0.0,2,0.03454661882566606,0.0,0.0008591773214058629,0.001727330941283303,True
free_surface,1,5.601,F3,-0.041255438934270826,-0.7040067356265881,2,-0.044608298276388916,-0.7041627501854218,0.0033564871980385443,0.03527871451115432,True
free_surface,1,5.601,F5,0.04080817378063875,-0.06332331086722616,2,0.04048005595650892,-0.06281236600574362,0.0006072280938717371,0.0037363177907806474,True
history_spectral,1,16.734,A33,0.20186947177490835,0.0,2,0.20186863630052926,0.0,8.354743790961461e-07,0.010093431815026463,True
history_spectral,1,16.734,A35,0.008796192216142609,0.0,2,0.008795993124013775,0.0,1.990921288334141e-07,0.001,True
history_spectral,1,16.734,A53,0.01628247573884816,0.0,2,0.016282596107153654,0.0,1.2036830549302935e-07,0.001,True
history_spectral,1,16.734,A55,0.012794254664925791,0.0,2,0.01279428708080658,0.0,3.2415880788644325e-08,0.001,True
history_spectral,1,16.734,B33,0.2928954312460155,0.0,2,0.29289168173359015,0.0,3.749512425377244e-06,0.014644584086679508,True
history_spectral,1,16.734,B35,-0.14369897304487744,0.0,2,-0.14370041197837585,0.0,1.4389334984099555e-06,0.007185020598918793,True
history_spectral,1,16.734,B53,0.17380841208723857,0.0,2,0.17380905591018028,0.0,6.438229417093932e-07,0.008690452795509014,True
history_spectral,1,16.734,B55,0.005638637434135769,0.0,2,0.005638935517292428,0.0,2.9808315665878077e-07,0.001,True
history_spectral,1,16.734,F3,0.07520774319372495,-0.33550783678813134,2,0.07520880449287187,-0.33550417226141943,3.8151162369674515e-06,0.01719152508345807,True
history_spectral,1,16.734,F5,0.1369105217944033,0.008808819025910661,2,0.13690986752689327,0.008808253571945418,8.64756706531362e-07,0.006859645974323158,True
history_spectral,1,5.601,A33,0.32528484564144067,0.0,2,0.32528585372663915,0.0,1.0080851984839434e-06,0.01626429268633196,True
history_spectral,1,5.601,A35,0.058623764763763075,0.0,2,0.05862475824242091,0.0,9.934786578333354e-07,0.0029312379121210455,True
history_spectral,1,5.601,A53,-0.018098845345335846,0.0,2,-0.018099732434725745,0.0,8.870893898997589e-07,0.001,True
history_spectral,1,5.601,A55,0.03404558131505571,0.0,2,0.034045347193771475,0.0,2.3412128423438983e-07,0.0017022673596885738,True
history_spectral,1,5.601,B33,0.2329569589589864,0.0,2,0.23296349156929705,0.0,6.532610310638898e-06,0.011648174578464853,True
history_spectral,1,5.601,B35,-0.20247020417265596,0.0,2,-0.20246914883864203,0.0,1.0553340139274336e-06,0.010123457441932103,True
history_spectral,1,5.601,B53,0.23488908274888204,0.0,2,0.23488900875527838,0.0,7.399360366089347e-08,0.011744450437763919,True
history_spectral,1,5.601,B55,0.033687441504260195,0.0,2,0.03368803222737795,0.0,5.907231177548766e-07,0.0016844016113688976,True
history_spectral,1,5.601,F3,-0.041255438934270826,-0.7040067356265881,2,-0.04125844601591538,-0.7040043609534925,3.831659213447355e-06,0.03526061540902199,True
history_spectral,1,5.601,F5,0.04080817378063875,-0.06332331086722616,2,0.04080836672060135,-0.06332369189638998,4.270937284094025e-07,0.003766700396166388,True
