axis,level,omega,component,real,imag
history_spectral,1,16.734,B53,0.17380841208723857,0.0
history_spectral,1,16.734,B55,0.005638637434135769,0.0
history_spectral,1,16.734,F3,0.07520774319372495,-0.33550783678813134
history_spectral,1,16.734,F5,0.1369105217944033,0.008808819025910661
history_spectral,1,5.601,A33,0.32528484564144067,0.0
history_spectral,1,5.601,A35,0.058623764763763075,0.0
history_spectral,1,5.601,A53,-0.018098845345335846,0.0
history_spectral,1,5.601,A55,0.03404558131505571,0.0
history_spectral,1,5.601,B33,0.2329569589589864,0.0
history_spectral,1,5.601,B35,-0.20247020417265596,0.0
history_spectral,1,5.601,B53,0.23488908274888204,0.0
history_spectral,1,5.601,B55,0.033687441504260195,0.0
history_spectral,1,5.601,F3,-0.041255438934270826,-0.7040067356265881
history_spectral,1,5.601,F5,0.04080817378063875,-0.06332331086722616
history_spectral,2,16.734,A33,0.20186863630052926,0.0
history_spectral,2,16.734,A35,0.008795993124013775,0.0
history_spectral,2,16.734,A53,0.016282596107153654,0.0
history_spectral,2,16.734,A55,0.01279428708080658,0.0
history_spectral,2,16.734,B33,0.29289168173359015,0.0
history_spectral,2,16.734,B35,-0.14370041197837585,0.0
history_spectral,2,16.734,B53,0.17380905591018028,0.0
history_spectral,2,16.734,B55,0.005638935517292428,0.0
history_spectral,2,16.734,F3,0.07520880449287187,-0.33550417226141943
history_spectral,2,16.734,F5,0.13690986752689327,0.008808253571945418
history_spectral,2,5.601,A33,0.32528585372663915,0.0
history_spectral,2,5.601,A35,0.05862475824242091,0.0
history_spectral,2,5.601,A53,-0.018099732434725745,0.0
history_spectral,2,5.601,A55,0.034045347193771475,0.0
history_spectral,2,5.601,B33,0.23296349156929705,0.0
history_spectral,2,5.601,B35,-0.20246914883864203,0.0
history_spectral,2,5.601,B53,0.23488900875527838,0.0
history_spectral,2,5.601,B55,0.03368803222737795,0.0
history_spectral,2,5.601,F3,-0.04125844601591538,-0.7040043609534925
history_spectral,2,5.601,F5,0.04080836672060135,-0.06332369189638998
