grid,period_s,station_index,x_aft_m,a33_raw_kg_per_m,b33_raw_kg_per_m_s,relative_residual,condition_number
0,3.0,12,1.21285,-145.7504705845315,-360.582185763937,1.1423220450143255e-14,316.8853711071651
0,3.0,13,1.4033499999999999,-202.2356238808096,-509.7904998369335,6.01562412162465e-15,342.3404269819582
0,3.0,14,1.55575,-251.42288751045436,-643.324014369234,1.0733416110374886e-14,355.7410451077938
0,3.0,15,1.6700499999999998,-249.96542248645784,-652.2996223603799,6.934525395423442e-15,348.3011737694228
0,3.0,16,1.86055,-251.53851956551884,-666.8133040884322,6.5673987172540174e-15,357.4968266680128
0,3.0,17,2.1272499999999996,-253.4584183346215,-685.4571971841909,9.256177959860954e-15,368.53508512412486
0,3.0,18,2.40665,-255.19744692072004,-696.5555893761393,6.466386092363747e-15,373.3363726541045
0,3.0,19,2.6987499999999995,-256.99225291186445,-700.6622111950793,7.622363503216972e-15,377.19065518538144
0,3.0,20,2.8892499999999997,-256.383319727803,-705.0169784360115,1.0301123812795862e-14,379.5633215497279
0,3.0,21,2.97815,-255.93594471074846,-705.4290852489971,8.679021031544216e-15,380.351618686303
0,3.0,22,3.11785,-254.84296443483328,-704.4210119218575,7.455224959494375e-15,381.5164144191613
0,3.0,23,3.30835,-253.29418106645994,-701.7758063041397,7.273447083918852e-15,382.87577853081234
0,3.0,24,3.4798,-251.3803742042371,-697.1795868824432,5.953596043522854e-15,383.63435175416555
0,3.0,25,3.6321999999999997,-249.05996179343347,-690.6299110730346,6.513251932367888e-15,384.2309702449407
0,3.0,26,3.91795,-244.45159215492623,-675.2621047267367,6.861910254250795e-15,385.26793813768046
0,3.0,27,4.33705,-236.84077411513758,-652.87196161227,6.955812952341976e-15,386.76455672929904
0,3.0,28,4.64185,-232.25810785940143,-643.4650161139638,7.408688686806842e-15,375.66733606105765
0,3.0,29,4.83235,-224.70511623151447,-620.9378785475141,8.672327483604654e-15,372.852538735265
0,3.0,30,5.0927,-214.94522865338507,-590.845597363646,7.604077401572178e-15,369.3044048042867
0,3.0,31,5.4229,-203.04990356652337,-553.3938009666839,8.30481201555479e-15,365.08965776909486
0,3.0,32,5.7531,-188.2789129307384,-508.5030495678716,8.377057861996532e-15,360.70874435648636
0,3.0,33,6.0833,-170.83740482697064,-457.0617279856366,7.555333916648874e-15,356.173791107589
0,3.0,34,6.4135,-150.12505886126394,-397.7930960163004,5.9482929739385085e-15,351.4094696463328
0,3.0,35,6.7437,-126.68109557767174,-332.6076648698288,6.43695830158148e-15,341.9197889372033
0,3.0,36,7.073899999999999,-100.75441612821386,-261.39977004320616,6.098310899882211e-15,327.8704686030945
0,3.0,37,7.4041,-73.92967227981845,-187.9162646956928,5.729621911606362e-15,313.3198466953461
0,3.0,38,7.74065,-45.70140466860501,-113.19208483960601,4.8256695349985945e-15,297.8590628736629
0,3.0,39,8.083549999999999,-19.90577980362568,-47.65966978663904,3.2516078521187005e-15,275.70581737984276
0,3.0,40,8.3185,-177.06815553218507,661.2966073512857,3.893378403260158e-14,37134.148783151446
0,3.0,41,8.4455,-197.76193591793174,-168.7781202610487,1.4830976362762884e-14,12999.16032936058
0,5.0,9,0.6540499999999999,-3.8828233338203475,-20.01936343065789,3.643280398375791e-14,1038.5102068751787
0,5.0,10,0.83185,-39.59147120476912,-87.26030671918448,1.1291296274936274e-14,547.7349096170109
0,5.0,11,1.0223499999999999,-102.08181567073254,-180.02197295756045,1.176108975785611e-14,469.1687238933571
0,5.0,12,1.21285,-175.96413107035903,-282.13188043539975,8.878871485109845e-15,443.80411762710474
0,5.0,13,1.4033499999999999,-257.49055532601426,-391.9284895123343,6.735468941351005e-15,434.3059443860633
0,5.0,14,1.55575,-332.29575662547416,-493.292982113142,1.0438794172394944e-14,431.8572531572615
0,5.0,15,1.6700499999999998,-324.28150868999364,-510.3369709374402,8.831674714650296e-15,432.55821325625703
0,5.0,16,1.86055,-340.2128055881508,-518.7386974275153,8.301195873263862e-15,432.3011820941852
0,5.0,17,2.1272499999999996,-361.3069296122907,-534.1904880635043,8.898492514508579e-15,438.8297633128211
0,5.0,18,2.40665,-371.9984443035677,-548.8897380829035,7.20389461139759e-15,439.86896515062625
0,5.0,19,2.6987499999999995,-380.39781017701023,-559.1760760326281,6.9933400704752194e-15,441.01421346508783
0,5.0,20,2.8892499999999997,-383.4739725446333,-565.8622737009854,7.345442120127275e-15,441.8275208074833
0,5.0,21,2.97815,-384.10758099095716,-567.4706831629293,8.373146742827355e-15,442.1169955734285
0,5.0,22,3.11785,-384.353922203201,-568.6746633717778,8.139021925371212e-15,442.5634689375954
0,5.0,23,3.30835,-384.3782932648003,-569.4214497391181,7.298919853380802e-15,443.1906578226934
0,5.0,24,3.4798,-383.42790266288256,-568.3766161774369,7.524729538140601e-15,443.746007537362
0,5.0,25,3.6321999999999997,-381.4468875412223,-565.5637985757687,8.584845714688266e-15,444.2129611437191
0,5.0,26,3.91795,-376.81092854400356,-558.0340426999591,7.649437515952231e-15,445.0809842564976
0,5.0,27,4.33705,-368.6529140278348,-546.3717580982473,7.457607449664478e-15,446.4397212097491
0,5.0,28,4.64185,-345.6177946708875,-513.6890558471777,7.247314486267657e-15,440.63609937737647
0,5.0,29,4.83235,-331.3400764711058,-493.0725547401642,7.378937384183354e-15,439.87319092733765
0,5.0,30,5.0927,-312.9345219601961,-466.406104097306,9.073106341486983e-15,439.10329542686236
0,5.0,31,5.4229,-290.67244793938835,-434.2669190277371,8.042107366301999e-15,439.3191045152972
0,5.0,32,5.7531,-264.5675449783836,-396.6669800273569,7.099015809340754e-15,436.0156176447833
0,5.0,33,6.0833,-235.1079646537688,-354.8431552754392,1.0906090113135176e-14,433.2234594997465
0,5.0,34,6.4135,-201.79839911232295,-308.07755642625835,8.25924737706106e-15,432.85459357246
0,5.0,35,6.7437,-166.04579497777834,-257.7364301195307,8.51419955932027e-15,435.2801407514522
0,5.0,36,7.073899999999999,-128.28166609679113,-203.70053219776193,8.731314510737016e-15,441.5049797509844
0,5.0,37,7.4041,-90.81529501073445,-148.20935616180947,7.138635004822947e-15,447.05163110117496
0,5.0,38,7.74065,-53.77464003204027,-91.29765109629336,9.833977821169564e-15,459.65240910305306
0,5.0,39,8.083549999999999,-22.432139355853742,-40.07600845552638,1.1851484851466619e-14,488.7844348272063
0,5.0,40,8.3185,-130.19690615994884,979.7969312248475,1.5186532399234885e-13,105187.32734046078
0,5.0,41,8.4455,-231.19407565796143,-197.97593293993867,2.3365568335785796e-14,20980.515771421084
0,8.0,9,0.6540499999999999,-4.992317625019427,-28.360500826374743,3.958354548546223e-14,2273.0624313432695
0,8.0,10,0.83185,-35.15877536455234,-97.37640900045974,2.3837496918464244e-14,1249.1807727723674
0,8.0,11,1.0223499999999999,-98.40785991985925,-183.67146039654642,2.0299367713584737e-14,963.3126421410088
0,8.0,12,1.21285,-176.50972446755262,-271.4456652851176,2.3331550318142966e-14,853.7506122712298
0,8.0,13,1.4033499999999999,-265.99918069250776,-362.1438755973429,1.6009205011072743e-14,814.7692156396066
0,8.0,14,1.55575,-349.14950035158836,-443.0804604320936,1.5566564240668516e-14,778.5409075204017
0,8.0,15,1.6700499999999998,-337.8727722788532,-471.9423097371321,1.4858837392103657e-14,801.8862385207065
0,8.0,16,1.86055,-360.22610251887284,-465.6169323720983,1.9740411723350432e-14,773.2407508311994
0,8.0,17,2.1272499999999996,-391.7574886884513,-461.18347852002336,1.6476941500989116e-14,754.1117468543504
0,8.0,18,2.40665,-407.73909658512787,-469.35867056184446,1.0997194118241011e-14,752.4218457742239
0,8.0,19,2.6987499999999995,-420.3671095421076,-475.118135312777,1.5787399984507058e-14,750.4619781423966
0,8.0,20,2.8892499999999997,-425.82833257489074,-478.4325618547895,9.17465761042707e-15,746.3557831127313
0,8.0,21,2.97815,-427.23829168938386,-479.0670889186001,1.4122675698803148e-14,745.0924320203417
0,8.0,22,3.11785,-428.5652240276885,-479.0325435938338,1.4477031601857673e-14,743.31140384698
0,8.0,23,3.30835,-429.9936526380382,-478.3377140460617,1.3618884590825218e-14,741.0912856427165
0,8.0,24,3.4798,-430.1346626253128,-476.4400000363862,1.1504313216613593e-14,739.3578679814814
0,8.0,25,3.6321999999999997,-428.91496367634846,-473.33655749850885,8.863911505998157e-15,738.0475815697224
0,8.0,26,3.91795,-425.46050525112696,-465.87703900571057,1.7404144821693557e-14,735.9070184451483
0,8.0,27,4.33705,-418.81361112838147,-454.4317813894421,1.0790909800453358e-14,733.1386881185811
0,8.0,28,4.64185,-381.79948272521233,-437.3664097720219,1.2953403522957623e-14,752.9902822857015
0,8.0,29,4.83235,-364.101967194426,-421.91029381730004,1.8539525199468487e-14,753.1620663745288
0,8.0,30,5.0927,-341.46882908430234,-401.82792295983745,1.0078667262160826e-14,754.3076063574096
0,8.0,31,5.4229,-314.3607876031617,-377.5409250654084,1.334852549326983e-14,757.8261400701924
0,8.0,32,5.7531,-283.3873739509348,-348.92108516494096,1.8361364930104873e-14,764.5083890317978
0,8.0,33,6.0833,-249.3084149056038,-316.4495924576821,1.2602279529297861e-14,775.3892016786159
0,8.0,34,6.4135,-211.7057816102012,-279.0836386158594,1.8117945298866035e-14,792.1776156077333
0,8.0,35,6.7437,-172.20703181105085,-237.7177489348671,1.5693853053005446e-14,817.1740094474835
0,8.0,36,7.073899999999999,-130.99092066938482,-191.64423092999914,1.8481652660245146e-14,835.6650238432974
0,8.0,37,7.4041,-90.90775651132327,-143.17862879585812,1.3142452687961344e-14,868.2226162419745
0,8.0,38,7.74065,-52.561301921847516,-91.22738568601999,2.0343368934694684e-14,934.6772944673548
0,8.0,39,8.083549999999999,-21.243222452497186,-41.59238500990068,1.2803529371908338e-14,1023.5848389551849
0,8.0,40,8.3185,-32.04964594385182,906.2932797241339,2.242371955646237e-13,250484.24788421651
0,8.0,41,8.4455,-240.2483174762504,-222.3300173095037,5.411623544208666e-14,44028.027323970375
1,1.6,18,0.612775,-1.4778228399412128,-5.095871945164842,2.170684841956775e-14,732.8633637072718
1,1.6,19,0.695325,-9.731480784925369,-43.06459104458366,2.4374728702969006e-14,836.6350901004016
1,1.6,20,0.784225,-21.08209496292315,-100.81710433246204,2.0694537833124994e-14,881.347370196645
1,1.6,21,0.8794749999999999,-33.94396050910614,-167.84864643137652,2.1374773697398447e-14,920.59482540128
1,1.6,22,0.974725,-48.88661143402535,-245.12233315371697,2.2967400233036286e-14,954.8464171916477
1,1.6,23,1.069975,-65.92386875245975,-330.571924272612,2.5185327640291386e-14,982.9593818078415
1,1.6,24,1.165225,-81.92094847792927,-408.37378967656383,1.9073845923078555e-14,1003.5110890698907
1,1.6,25,1.260475,-96.95997071359893,-478.2002965913133,2.3554878315795157e-14,1021.0480220313343
1,1.6,26,1.3557249999999998,-114.40865516307008,-555.3826170364068,2.6194984303862173e-14,1035.507469704606
1,1.6,27,1.450975,-134.5270448570031,-640.3809808829018,2.1734401486339115e-14,1047.6323444472214
1,1.6,28,1.527175,-151.27225122387293,-708.0937931364557,2.3189927532840693e-14,1056.8766590620676
1,1.6,29,1.584325,-156.31113724749503,-729.3258589547481,2.3192604963270215e-14,1051.955057732568
1,1.6,30,1.6414749999999998,-155.51277666551846,-725.4057295419325,2.179739976811483e-14,1048.406026706898
1,1.6,31,1.6986249999999998,-154.645417978434,-716.9595295455314,2.1273770850665945e-14,1060.790991605668
1,1.6,32,1.7938749999999999,-154.203367543536,-708.5206303465193,2.3551476473261642e-14,1069.518906836174
1,1.6,33,1.9272249999999997,-155.0447374241795,-693.4817719886044,2.1555558610580843e-14,1073.9377738143792
1,1.6,34,2.0605749999999996,-156.0006093338916,-681.3612275929655,1.71267832129529e-14,1078.1566323133254
1,1.6,35,2.1939249999999997,-158.4193784444551,-662.6110477325914,1.666674721498078e-14,1080.969575900029
1,1.6,36,2.3336249999999996,-159.69050863252727,-650.484210411543,1.5938502443155432e-14,1082.7926461673221
1,1.6,37,2.479675,-160.95467177577393,-637.3909418112411,1.464405226341456e-14,1084.1410648384742
1,1.6,38,2.6257249999999996,-163.08089066093368,-621.0132642001074,2.0726946657094096e-14,1085.4686012207237
1,1.6,39,2.771775,-164.93839794427043,-607.0346739976901,1.5478307565953987e-14,1086.7810173637715
1,1.6,40,2.867025,-165.79204095770362,-599.8197486464065,1.5408853927214946e-14,1087.5529449023886
1,1.6,41,2.911475,-166.081345174385,-596.4484770654202,1.648018127932763e-14,1087.7883648310565
1,1.6,42,2.9559249999999997,-166.41687183626658,-592.9349190133165,2.0478853766690648e-14,1088.0232022374914
1,1.6,43,3.0003749999999996,-166.7992176695098,-589.2786278616924,1.753181920072342e-14,1088.257401362649
1,1.6,44,3.0702249999999998,-167.28311875317317,-582.8112420733714,1.8858103919588765e-14,1088.5708127886185
1,1.6,45,3.165475,-167.9968869296788,-573.1667532790428,1.6182295281851558e-14,1088.9608578382295
1,1.6,46,3.260725,-168.92506827940275,-562.9366586280884,1.7354737653568924e-14,1089.346606413874
1,1.6,47,3.355975,-170.05938309126566,-552.1812498821453,1.5538603403695537e-14,1089.7279054315463
1,1.6,48,3.4417,-170.3329833453492,-543.6869347895836,1.6446825182069065e-14,1090.0071930629213
1,1.6,49,3.5179,-169.92806069825366,-536.6953968582636,1.4484512434348594e-14,1090.1841662607724
1,1.6,50,3.5940999999999996,-169.6506482285934,-529.4233997372125,1.4127898835441962e-14,1090.3603995941394
1,1.6,51,3.6702999999999997,-169.50459213514728,-521.8641876009574,1.629675389374418e-14,1090.5356597621856
1,1.6,52,3.8131749999999998,-169.22735138691445,-506.14840957844643,1.3399418826103092e-14,1090.773040053913
1,1.6,53,4.022724999999999,-169.47758573957515,-481.0485026219326,1.3931129685968891e-14,1091.0645023475595
1,1.6,54,4.232275,-169.76278109708662,-457.1961744632374,1.592275909368711e-14,1091.3582629183602
1,1.6,55,4.441825,-168.94436805156528,-438.05493706825536,1.2196526041078425e-14,1091.677433317884
1,1.6,56,4.594225,-150.34410933168414,-548.684569030506,1.8308184589776096e-14,1083.6785027571498
1,1.6,57,4.689475,-146.7964630311478,-545.6112477811488,1.3882296834021613e-14,1082.3900098720403
1,1.6,58,4.784725,-143.35949788049402,-542.2320434550787,1.7202695018784996e-14,1081.0957517324796
1,1.6,59,4.879975,-140.0299661218864,-538.551931299852,1.5621361652814132e-14,1079.7957008956705
1,1.6,60,5.01015,-135.90471642285402,-532.4547894525465,1.6095210767840902e-14,1078.0880293061869
1,1.6,61,5.17525,-131.03661525057447,-523.8413156687457,1.971392754477768e-14,1075.9672292900154
1,1.6,62,5.34035,-126.32815197917427,-514.9283683784655,1.6578259336985155e-14,1073.3694704845113
1,1.6,63,5.50545,-121.77478828781412,-505.7842571121651,1.8296092806914437e-14,1070.0140747108023
1,1.6,64,5.67055,-116.36812741016861,-492.2868818675341,1.5147965850491548e-14,1066.2538815194966
1,1.6,65,5.83565,-110.14100912729153,-474.5950352043551,1.7383200046649752e-14,1062.083896152099
1,1.6,66,6.00075,-104.12035318030581,-456.7169076608028,1.6978369242601778e-14,1057.853048791619
1,1.6,67,6.16585,-98.30023242009025,-438.66880219195934,1.6208221811800245e-14,1053.5640897016942
1,1.6,68,6.33095,-91.47932811916536,-415.2737874111814,2.0413620019377396e-14,1048.7640346071146
1,1.6,69,6.49605,-83.8410283854117,-386.5809638511953,1.6579991759645993e-14,1043.4580169737778
1,1.6,70,6.661149999999999,-76.64298706138334,-357.8345089440535,1.9858360292306737e-14,1038.1109996790353
1,1.6,71,6.82625,-69.8800987596324,-329.11188904255783,2.0754365177821892e-14,1032.7326750664085
1,1.6,72,6.99135,-62.196739376189825,-295.3971530366989,1.855527259256173e-14,1026.604388693438
1,1.6,73,7.1564499999999995,-53.387731273735184,-259.1823119679975,2.0324408435189123e-14,1018.585488380001
1,1.6,74,7.321549999999999,-45.56335916745977,-223.3807125288329,1.8167702386787514e-14,1007.9632092490044
1,1.6,75,7.486649999999999,-38.09180828629481,-190.12564901034366,1.578102523590263e-14,997.1722858443387
1,1.6,76,7.6549249999999995,-30.10078412771393,-150.30049926475914,2.0533122983674253e-14,985.240640359121
1,1.6,77,7.826375,-21.90912253921072,-107.5426005408697,1.496149903950534e-14,972.2430849061996
1,1.6,78,7.997824999999999,-14.83506246646084,-71.27408906526493,1.446293849556055e-14,959.0382355308129
1,1.6,79,8.169274999999999,-9.04664396238268,-41.64182877609713,1.5549940035657622e-14,939.5175093612487
1,1.6,80,8.28675,-11.787086803491079,212.4794510824858,4.1967042666178336e-14,210339.58597735065
1,1.6,81,8.350249999999999,-18.05084463235075,-63.94892117122495,1.538799651608176e-14,18620.44362947481
1,1.6,82,8.41375,-18.135282346427736,-69.91719967720103,9.331133992526176e-15,10567.891265379028
1,1.6,83,8.47725,-10.20747785330702,-52.34153345062958,4.326648374081721e-15,8842.13228133328
1,2.0,18,0.612775,-1.6982903388195387,-4.1905459311981765,2.3716002170524054e-14,896.8818685513927
1,2.0,19,0.695325,-11.686833563072028,-38.00296234149853,3.4054678254591347e-14,1050.2034685400465
1,2.0,20,0.784225,-25.58461076455204,-91.34088279680952,3.380159952909965e-14,1088.8654296389182
1,2.0,21,0.8794749999999999,-41.370581891512714,-155.0762832335495,3.206751589190416e-14,1120.528608056138
1,2.0,22,0.974725,-59.556436054120184,-230.5597755913296,3.2570412727976774e-14,1149.5962214887902
1,2.0,23,1.069975,-80.00159031000527,-315.80577494881356,3.206159070956574e-14,1179.1174292949445
1,2.0,24,1.165225,-98.9013388144771,-394.90224488714654,3.05303958655615e-14,1200.4237572609472
1,2.0,25,1.260475,-116.38533211511663,-466.7745775390188,2.912505334650398e-14,1219.788430400632
1,2.0,26,1.3557249999999998,-136.38075864066622,-546.4418039041996,3.205831731278058e-14,1239.570699502793
1,2.0,27,1.450975,-159.13585524711496,-635.1338000021475,3.2741356080205763e-14,1253.660182017485
1,2.0,28,1.527175,-177.85102894580126,-706.5734658529267,2.6722829719343772e-14,1264.6528487904554
1,2.0,29,1.584325,-183.67931282048085,-730.7614565589745,2.659698246260793e-14,1256.69665281816
1,2.0,30,1.6414749999999998,-182.92079138288648,-731.4308939326954,2.960790491262679e-14,1251.5095178436202
1,2.0,31,1.6986249999999998,-181.6626536213924,-730.0843975612008,3.094616225136983e-14,1269.1700224669198
1,2.0,32,1.7938749999999999,-180.73599898597078,-729.9001584191802,2.5109044792217642e-14,1282.273093238647
1,2.0,33,1.9272249999999997,-180.94516167546684,-727.3188013610189,3.240366943134034e-14,1288.9553908452099
1,2.0,34,2.0605749999999996,-181.06952694384205,-726.1477973803829,2.902294577139661e-14,1295.5080267653857
1,2.0,35,2.1939249999999997,-182.3261629744714,-720.5772725982098,2.8843425588611046e-14,1302.0233619658698
1,2.0,36,2.3336249999999996,-182.5591542666601,-717.533467996382,2.7984939973205293e-14,1306.1666213312208
1,2.0,37,2.479675,-182.73553857114248,-712.6789347584543,2.4460638390674717e-14,1308.4449787913813
1,2.0,38,2.6257249999999996,-183.54811577487226,-705.6770210303106,2.45499254268943e-14,1310.73312156029
1,2.0,39,2.771775,-184.11229748367793,-699.9288494040479,2.7576405817813572e-14,1312.9818101550215
1,2.0,40,2.867025,-184.20217857898277,-696.9767841867141,2.5519365138134292e-14,1314.301457579377
1,2.0,41,2.911475,-184.17720911607807,-695.2008328218822,2.5034672220394007e-14,1314.7287935712104
1,2.0,42,2.9559249999999997,-184.1869985740459,-693.3259189420312,2.8555237905610287e-14,1315.1568540721423
1,2.0,43,3.0003749999999996,-184.23193727977193,-691.3513490818406,2.5527848280041638e-14,1315.5855964432637
1,2.0,44,3.0702249999999998,-184.16514722281465,-687.4446031872734,2.343376050450921e-14,1316.20161964977
1,2.0,45,3.165475,-184.08404568574457,-681.3481616167373,2.2465035215718784e-14,1317.0056864528603
1,2.0,46,3.260725,-184.16526026643362,-674.8329826841076,2.0558217124871562e-14,1317.810870746728
1,2.0,47,3.355975,-184.40180945274358,-667.9315070833292,2.6911999356590002e-14,1318.6164580659486
1,2.0,48,3.4417,-183.96151160552475,-662.0059452068201,2.744959850651051e-14,1319.2509753406287
1,2.0,49,3.5179,-182.98615377255408,-656.5921623100055,2.870461476590434e-14,1319.7221898778223
1,2.0,50,3.5940999999999996,-182.1123702332028,-650.9688538954166,2.4726278548501292e-14,1320.195265625095
1,2.0,51,3.6702999999999997,-181.34307108544672,-645.1301259818142,2.6104684713944533e-14,1320.6700954240987
1,2.0,52,3.8131749999999998,-179.82357294900737,-632.5773780586176,2.2587837839603098e-14,1321.468795251366
1,2.0,53,4.022724999999999,-178.08494091176124,-612.353335760304,2.2784963598998205e-14,1322.5970186789787
