candidate,fn_b,route,metric,median_relative_error,nrmse
sun_eq7.45_material_derivative,1.67,chapter9_plus_eq745_damping,heave_motion,0.6172968796664816,1.855176139027196
sun_eq7.45_material_derivative,1.67,chapter9_plus_eq745_damping,pitch_motion,0.3959687191003495,1.113083072221808
sun_eq7.45_material_derivative,1.67,chapter9_plus_eq745_damping,heave_peak,0.1929271637608388,
sun_eq7.45_material_derivative,1.67,chapter9_plus_eq745_damping,pitch_peak,0.6192772385095368,
sun_eq7.45_material_derivative,2.26,chapter9_plus_eq745_damping,heave_motion,0.5380898495770419,6.273709441233925
sun_eq7.45_material_derivative,2.26,chapter9_plus_eq745_damping,pitch_motion,0.448356729268106,4.3562218036481495
sun_eq7.45_material_derivative,2.26,chapter9_plus_eq745_damping,heave_peak,0.299873042396135,
sun_eq7.45_material_derivative,2.26,chapter9_plus_eq745_damping,pitch_peak,0.2080827485693069,
sun_eq7.45_material_derivative,2.82,chapter9_plus_eq745_damping,heave_motion,0.5311967055821928,1.780100831621922
sun_eq7.45_material_derivative,2.82,chapter9_plus_eq745_damping,pitch_motion,0.2814521787865824,1.0676876558638573
sun_eq7.45_material_derivative,2.82,chapter9_plus_eq745_damping,heave_peak,0.3353254061125771,
sun_eq7.45_material_derivative,2.82,chapter9_plus_eq745_damping,pitch_peak,0.3448530061841225,
