source_directory,component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,restoring_matrices_sha256,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,A33,28.914701706522887,0.8991607820712452,0.0170999586884985,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,A35,0.9229888262464484,0.09025846919868026,0.03274423064411073,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,A53,-2.3301465098392944,-0.22786349195801173,0.0183149417103442,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,A55,-0.6300657707214969,-0.19375382576740324,0.03831756090696912,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,B33,391.2732681997363,2.191048747975672,0.0170999586884985,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,B35,-225.9791431577409,-3.9793588061522427,0.03274423064411073,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,B53,43.0960723703754,0.758896297690264,0.0183149417103442,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.4,7.774541989381373,B55,57.583617069606724,3.1887213056305046,0.03831756090696912,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,A33,29.161756567466394,0.906843449671802,0.017126003622434993,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,A35,-0.1281361472833038,-0.012530349419115882,0.028457023112958446,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,A53,-2.31222933359267,-0.22611138309775616,0.018115851347714134,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,A55,0.24457734978739026,0.07521087387923778,0.03763797815497651,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,B33,391.75707053528845,2.193757940214785,0.017126003622434993,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,B35,-226.84373169638664,-3.9945836980023577,0.028457023112958446,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,B53,42.20964660467352,0.7432868652114277,0.018115851347714134,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.7,9.440515272820239,B55,57.56810853723793,3.1878625129721057,0.03763797815497651,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,A33,29.25885462241897,0.9098629089045098,0.01585070471306744,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,A35,-0.6491130187341283,-0.06347633442772908,0.02561145650649741,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,A53,-2.282360263021703,-0.2231905063661423,0.017560346460446925,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,A55,0.6574953587226484,0.20218879852962923,0.03349275617909559,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,B33,391.15830206772057,2.1904049615990258,0.01585070471306744,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,B35,-227.7550940096594,-4.010632248307664,0.02561145650649741,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,B53,41.71725002471769,0.7346160532099912,0.017560346460446925,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable15_body12_sub16_v2,total,1.95,10.828826342352627,B55,57.467661943726384,3.182300233123983,0.03349275617909559,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,13ce3fb783c232c693f56e967eb702db30dc5b77e4aaf2af1e635bf9ca10d0e7,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
