outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,tau_mid,s_tau_element,s_tau_element_identity_residual,s_tau_recovered,s_tau_recovered_identity_residual,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,s_nu_continuous_normal_left,s_nu_continuous_normal_right,k_contribution_continuous_normal_exact
13,4.858966686233804,0.19835492858139797,0.08565676573162491,0.5938866692705396,0.037730729582109726,0.009345959749278543,7.4818584014634885e-06,0.0033625738288955787,0.22982127128120736,4.853716435610195,-4.853716435610191,4.440892098500626e-15,-4.853716435610191,4.440892098500626e-15,0.06293936266362365,-0.04424744316506657,8.949115449814715e-05,0.009405310630561659,0.008603724621349087,6.949751638982209e-06,0.004924190463348355,0.006547357348848704,2.8368371465030194e-06
14,4.947808302517807,0.18523752547336506,0.09396244349724858,0.6836962738849763,0.04343650154319052,0.008441159937052523,6.695123001501264e-06,0.0030089911059639064,0.23283026238717125,4.943526040224633,-4.943526040224657,-2.398081733190338e-14,-4.943526040224657,-2.398081733190338e-14,0.05575501914545,-0.03887269927134507,7.680993821656054e-05,0.008603724621349087,0.007872948136467708,6.381430141697468e-06,0.004959599498639,0.005976203520188017,2.8173765359398356e-06
15,5.0453069762423235,0.17275712129378923,0.10263390104666566,0.7819944461569335,0.04968156806567095,0.007902852311072572,6.410007951554373e-06,0.002880851764942945,0.23571111415211418,5.04182421249659,-5.0418242124965875,2.6645352591003757e-15,-5.0418242124965875,2.6645352591003757e-15,0.04975066165942821,-0.033944957037283174,6.632217640107192e-05,0.007872948136467708,0.0073856998824873244,5.975999402464106e-06,0.004901319619497135,0.005621369108175456,2.8455198213905444e-06
16,5.151785988158165,0.16092923575149454,0.11164041210680974,0.8891316027336712,0.05648819177379055,0.00738135754871172,6.082665252609583e-06,0.002733734039173571,0.23844484819128772,5.148961369073328,-5.148961369073325,3.552713678800501e-15,-5.148961369073325,3.552713678800501e-15,0.04446051471739143,-0.029697799619968213,5.7246122578654015e-05,0.0073856998824873244,0.006958417760981512,5.744305787232156e-06,0.004893871274610606,0.0053761796199586764,2.9459528439611964e-06
17,5.267539606331818,0.1497618224978567,0.12094698554322868,1.0054253015586903,0.06387654771695328,0.0070470989998276945,6.006421338943006e-06,0.0026994677145585986,0.24114431590584634,5.265255067898346,-5.265255067898321,2.4868995751603507e-14,-5.265255067898321,2.4868995751603507e-14,0.03995531526220719,-0.025861117262552136,4.9666295460014583e-05,0.006958417760981512,0.006683453650112075,5.627840344560125e-06,0.004881103124425634,0.005247334994785469,3.103196293709972e-06
18,5.392828722498355,0.1392574270903914,0.13051468963675517,1.1311561391486822,0.07186446271606751,0.0067677225289276555,5.9778427195713324e-06,0.002686623617222252,0.24383093952306858,5.390985905488339,-5.390985905488357,-1.7763568394002505e-14,-5.390985905488357,-1.7763568394002505e-14,0.03601873222126495,-0.022483287163409527,4.3201570518505304e-05,0.006683453650112075,0.006447627482562753,5.626613228484411e-06,0.004910106682550541,0.005167807368638366,3.314632243732172e-06
19,5.527876442365828,0.12941182514575356,0.14030106168041823,1.266564014807269,0.0804671780220659,0.006552030640467388,6.022999080552071e-06,0.002706918253861231,0.24653785777692983,5.5263937811469255,-5.5263937811469335,-7.993605777301127e-15,-5.5263937811469335,-7.993605777301127e-15,0.03258869742252901,-0.019484636141594347,3.7726737255091684e-05,0.006447627482562753,0.006260755768376669,5.66516904957533e-06,0.004937473126285341,0.005121209050953479,3.549207886639156e-06
20,5.672864481301266,0.12021540836374811,0.15026055329181448,1.4118448222933853,0.08969713913141711,0.00636418040019282,6.085971960756348e-06,0.002735220173991617,0.24927307795092143,5.671674588633042,-5.671674588633021,2.1316282072803006e-14,-5.671674588633021,2.1316282072803006e-14,0.029569555083302945,-0.016841194282917304,3.305721106642368e-05,0.006260755768376669,0.006106906978931197,5.746225448793608e-06,0.0049636124199511356,0.005102533398678388,3.8066153834335056e-06
21,5.827929974640153,0.11165398495400095,0.16034502607471138,1.5671476119766483,0.09956381549255484,0.006231670162821834,6.226792726481764e-06,0.002798509292280824,0.2520715872432023,5.826977378316305,-5.826977378316329,-2.398081733190338e-14,-5.826977378316329,-2.398081733190338e-14,0.026938197593421087,-0.014474857267777419,2.9143318724234022e-05,0.006106906978931197,0.00602089523778569,5.8961292354182314e-06,0.004994396303466264,0.005131930059975864,4.11079713356889e-06
22,5.993162863791432,0.1037100600081378,0.1705042737178313,1.7325722618729196,0.11007355254241627,0.006167323095331689,6.485279099250723e-06,0.002914680899060903,0.25498626814226316,5.992402028212576,-5.992402028212558,1.7763568394002505e-14,-5.992402028212559,1.687538997430238e-14,0.024664386264074745,-0.012329740073411366,2.593079966129904e-05,0.00602089523778569,0.005998244456031003,6.157757156400148e-06,0.005057542808437343,0.005207244487138163,4.491650707910874e-06
23,6.168603778235141,0.096362905017937,0.18068656700935318,1.908167682236512,0.1212294576408307,0.0061527451490742124,6.8401199845513655e-06,0.0030741571428375414,0.25806042528510076,6.167997448576168,-6.167997448576155,1.3322676295501878e-14,-6.167997448576154,1.4210854715202004e-14,0.0226930128202511,-0.010387522522102677,2.331755770078735e-05,0.005998244456031003,0.006004599646753033,6.507800732873673e-06,0.005155985117414386,0.0053017227206896556,4.940455571230654e-06
24,6.354242514365184,0.0895884459344293,0.19083920790829123,2.093930569695334,0.13303132091839795,0.006150863235103943,7.220042374292665e-06,0.0032449057745552535,0.26130533105965603,6.35376033603499,-6.353760336035022,-3.197442310920451e-14,-6.353760336035023,-3.2862601528904634e-14,0.020955637713467534,-0.008653911243259704,2.1162840613472502e-05,0.006004599646753033,0.00601464862014441,6.892270710970219e-06,0.00526635926195701,0.0053964977869508934,5.424707814237365e-06
25,6.550017145035419,0.08336003601466485,0.2009090841818543,2.2898047157404067,0.14547557134353528,0.006158797945485128,7.620640709795964e-06,0.003424946802677229,0.2647302778623332,6.549634482080063,-6.549634482080044,1.9539925233402755e-14,-6.549634482080044,1.9539925233402755e-14,0.019422480797640806,-0.0071048849066706055,1.9402303193895207e-05,0.00601464862014441,0.006045750611541282,7.305734984459244e-06,0.005372046211234244,0.005503928104647754,5.941515232815738e-06
26,6.755813723508968,0.0776499711318953,0.2108432143449261,2.4956808650037967,0.15855526771860992,0.006202051217863269,8.110176865099076e-06,0.0036449591813929793,0.2683752370437262,6.755510631343453,-6.7555106313434425,1.0658141036401503e-14,-6.7555106313434425,1.0658141036401503e-14,0.018095797307273453,-0.005691694871546915,1.8052221291104547e-05,0.006045750611541282,0.006122449450368111,7.804733382569356e-06,0.005486964540058231,0.005642414996039624,6.529347531191635e-06
27,6.971466513755774,0.0724302718816622,0.2205892745935277,2.711397109473024,0.17226012372511673,0.006289970007960416,8.727332890842241e-06,0.003922327796134906,0.27229756483986106,6.971226875812681,-6.9712268758126985,-1.7763568394002505e-14,-6.971226875812698,-1.687538997430238e-14,0.016964737311787825,-0.004384797295866938,1.7106097145865708e-05,0.006122449450368111,0.006233085573031514,8.418973075560719e-06,0.005630612061966911,0.005803758221085004,7.210777556112789e-06
28,7.1967587326924,0.0676723628359033,0.23009609982474968,2.9367397966821627,0.18657656562275562,0.006394934139085484,9.409822027830551e-06,0.004229059090340303,0.2765266239302014,7.19656956302182,-7.196569563021828,-7.993605777301127e-15,-7.196569563021828,-7.993605777301127e-15,0.01598410210351306,-0.0031942338253421187,1.6462431795249373e-05,0.006233085573031514,0.006343746185612185,9.099195079300257e-06,0.005795534581237355,0.005964834006313036,7.95648287787296e-06
29,7.43142381513081,0.06334699095601555,0.23931415215335777,3.1714449226712165,0.20148782074674274,0.006496541635823805,1.0100266529365669e-05,0.004539365766381206,0.2810659896965826,7.431274689010873,-7.43127468901086,1.3322676295501878e-14,-7.431274689010859,1.4210854715202004e-14,0.015118171625904703,-0.002125088354257093,1.6029873228371833e-05,0.006343746185612185,0.006458003045925034,9.805247343262357e-06,0.0059590944387875044,0.006127058976604982,8.740022568163458e-06
30,7.675147172695073,0.05942534586538755,0.24819595138652942,3.41519997444116,0.21697403456242154,0.006616464240197517,1.0865422843600674e-05,0.004883250194447576,0.2859492398910302,7.675029740780817,-7.6750297407808254,-8.881784197001252e-15,-7.675029740780826,-9.769962616701378e-15,0.01437519169137827,-0.0011422632109832076,1.5845710531801447e-05,0.006458003045925034,0.006600659378574484,1.0581551935829024e-05,0.006123037045039845,0.0063082470497130005,9.589563012954411e-06
31,7.927568366714887,0.05587989943071025,0.25669646298871174,3.667646181628781,0.23301241371837184,0.006767354469208647,1.1755950122797453e-05,0.005283480132287477,0.2912327200233176,7.927475947968437,-7.927475947968439,-1.7763568394002505e-15,-7.92747594796844,-2.6645352591003757e-15,0.013755934532891673,-0.0002212255944744057,1.5934990043417545e-05,0.006600659378574484,0.006771304484279523,1.1475559169952667e-05,0.006305418516583283,0.006508813932482135,1.0538566961572493e-05
32,8.1882836413338,0.0526840870414849,0.2647734405440111,3.928381133395142,0.24957739230222267,0.006936199913580049,1.273848037654176e-05,0.0057250589941237945,0.29695777901744147,8.188210899734798,-8.188210899734804,-5.329070518200751e-15,-8.188210899734804,-5.329070518200751e-15,0.013236864932617803,0.0006355348945423223,1.624217256736145e-05,0.006771304484279523,0.006945215024009545,1.2454478564623732e-05,0.006506820863622323,0.006711731260827511,1.1566900225672528e-05
33,8.456848792285882,0.049811900629561354,0.27238772045458987,4.196961713894442,0.266640818336473,0.0071008497838571105,1.3734352068581517e-05,0.006172633902509634,0.3031304129199511,8.456791480234099,-8.456791480234074,2.4868995751603507e-14,-8.456791480234074,2.4868995751603507e-14,0.012786525329213871,0.0014151742385003219,1.6669502850438178e-05,0.006945215024009545,0.007116017309336425,1.3464668381496352e-05,0.006710325384075927,0.0069124104809685505,1.2638282583110362e-05
34,8.732782329421378,0.04723839772026805,0.2795034680663009,4.472907308154888,0.28417215745409263,0.007273219855311708,1.4785657174065034e-05,0.006645122266255157,0.30977553518620626,8.732737074494544,-8.732737074494576,-3.197442310920451e-14,-8.732737074494576,-3.197442310920451e-14,0.012408654290461146,0.0021377854201622415,1.724274298518794e-05,0.007116017309336425,0.007304242544664975,1.453108510662894e-05,0.00691141521921336,0.007124506183641452,1.3767098831619616e-05
35,9.015568869168533,0.0449403706540645,0.28608837505089596,4.755703229713486,0.30213871066256404,0.007467767244837803,1.5954447080058237e-05,0.007170411858557694,0.3169459470447639,9.015532996053143,-9.015532996053096,4.618527782440651e-14,-9.015532996053098,4.440892098500626e-14,0.012110521991512468,0.0028250124981631236,1.8010008422655818e-05,0.007304242544664975,0.007513306377112989,1.5704415480417297e-05,0.007123798977566764,0.007351396621019093,1.498735136372834e-05
36,9.304662697922648,0.042896063271722,0.292113809064754,5.044804321771311,0.32050584313200386,0.0076759557648217736,1.7211432359707795e-05,0.007735339123664693,0.3246812861684286,9.304634088110967,-9.304634088111005,-3.730349362740526e-14,-9.304634088111005,-3.730349362740526e-14,0.011877279408458952,0.0034746321211845815,1.893014436044331e-05,0.007513306377112989,0.007726541661068034,1.6962181654370387e-05,0.007350893490034621,0.0075816823935720215,1.628531396619932e-05
37,9.59949146908055,0.04108471446624405,0.2975549172635164,5.339638684935447,0.3392372210255729,0.007882792268582572,1.8489590621666854e-05,0.00830978216845815,0.33299106833688674,9.599468451275104,-9.599468451275126,-2.1316282072803006e-14,-9.599468451275124,-1.9539925233402755e-14,0.011688376150902638,0.004077208386262535,1.9926033878816245e-05,0.007726541661068034,0.007936732806442102,1.8251490005026848e-05,0.007581324446695362,0.007809854196662178,1.7623120585047763e-05
38,9.899459992431535,0.039486738018787146,0.30239068601153485,5.6396114865729725,0.35829505351485114,0.00809162939407787,1.979886876591073e-05,0.008898211431128808,0.34188927976801553,9.899441252912629,-9.899441252912625,3.552713678800501e-15,-9.899441252912625,3.552713678800501e-15,0.011542246091629585,0.004641012696526142,2.0999032763266286e-05,0.007936732806442102,0.00815490950421728,1.9576532557211424e-05,0.0078095991362007525,0.008043315544385192,1.9000198012799802e-05
39,10.203954067219506,0.0380841003589842,0.3066039596063132,5.944108809381897,0.37764033728673896,0.00831340384559881,2.1190222420123147e-05,0.009523527914461045,0.35141280768247657,10.203938575721553,-10.203938575721555,-1.7763568394002505e-15,-10.203938575721553,0.0,0.011445437216036233,0.005181370475161401,2.2192779863578612e-05,0.00815490950421728,0.008387173674072079,2.0976194773754725e-05,0.008043133446478216,0.008286770775989542,2.044171203597741e-05
40,10.512344315150596,0.0368601922595574,0.31018142128248166,6.252501499826295,0.39723310104173115,0.008546138862832814,2.265456210706092e-05,0.010181646532015603,0.3615944542144922,10.512331266165951,-10.512331266165925,2.6645352591003757e-14,-10.512331266165925,2.6645352591003757e-14,0.011392041924565804,0.005700235801099809,2.349196553178257e-05,0.008387173674072079,0.00862489041866998,2.2443887138614114e-05,0.008286640878784335,0.008534325540824166,2.1942649424966373e-05
41,10.823989979609156,0.0357994518308406,0.3131135400363642,6.564148980485717,0.41703264769959675,0.008779608481862697,2.4135269193833235e-05,0.010847121154907007,0.3724415753693992,10.823978746825373,-10.82397874682539,-1.5987211554602254e-14,-10.823978746825393,-1.9539925233402755e-14,0.011368323546663159,0.006190893417062249,2.4834706987943886e-05,0.00862489041866998,0.008859955156292919,2.3932695917694745e-05,0.00853423320455235,0.00877986396122881,2.3467708917183468e-05
42,11.138242660583597,0.03488729935316415,0.31539448699797845,6.878402994002888,0.4369977922593708,0.009011423119783715,2.5611844804000426e-05,0.011510738967048776,0.383952314336448,11.138232760342545,-11.138232760342527,1.7763568394002505e-14,-11.138232760342527,1.7763568394002505e-14,0.01136876961588891,0.00665407662367852,2.6196069199048538e-05,0.008859955156292919,0.0090957801084526,2.542292193918987e-05,0.008779798583639628,0.009025502081065985,2.4998865256893065e-05
43,11.454449955090697,0.034110312848597196,0.31702202516558026,7.194611250084668,0.45708709350013865,0.009247861230268384,2.7112654791829136e-05,0.012185248442693327,0.39613756277914136,11.454441016424324,-11.454441016424383,-5.861977570020827e-14,-11.454441016424383,-5.861977570020827e-14,0.011396881860992206,0.00709884059954452,2.7600687973292155e-05,0.0090957801084526,0.009338642356308486,2.6934792989629575e-05,0.009025456005822552,0.009275865186494064,2.6547365656678376e-05
44,11.771958976525195,0.03345622682448485,0.31799737631340586,7.512120950824161,0.4772590779513355,0.00949159457016932,2.8648500491171308e-05,0.012875504028500675,0.40901306680764205,11.771950717163818,-11.771950717163772,4.618527782440651e-14,-11.771950717163772,4.618527782440651e-14,0.0114528579082607,0.007530331232077941,2.905623183854287e-05,0.009338642356308486,0.009586942404315268,2.8476530655449636e-05,0.00927583299532804,0.009530034368683764,2.811750185952766e-05
45,12.090119732064144,0.0329137042976939,0.31832506880212946,7.830282173381928,0.49747245480080304,0.009737844872023955,3.0185372886608875e-05,0.013566221042637105,0.42257928785027915,12.090111939721584,-12.090111939721638,-5.3290705182007514e-14,-12.090111939721636,-5.1514348342607263e-14,0.011529715622703017,0.007945974121344887,3.052606568043419e-05,0.009586942404315268,0.00983457159759114,3.001929913236029e-05,0.009530012218380745,0.009783376886775087,2.9686072504182884e-05
46,12.40828834145486,0.0324721704204148,0.31801276987013705,8.148451092718062,0.5176863206409792,0.009981880123245045,3.168613435619435e-05,0.014240708712713284,0.4368199965629924,12.408280859057719,-12.408280859057676,4.263256414560601e-14,-12.408280859057678,4.085620730620576e-14,0.01162076497403313,0.008342995272456959,3.19708558059836e-05,0.00983457159759114,0.010079158829148291,3.152910579609206e-05,0.009783361988474338,0.01003387438700129,3.1224384044130716e-05
47,12.72583008313424,0.03212182219815515,0.3170711057809101,8.465993030543586,0.5378603531744761,0.010224176252708654,3.314464123078684e-05,0.014896205887694525,0.45171620245068694,12.725822796883243,-12.725822796883262,-1.9539925233402755e-14,-12.725822796883262,-1.9539925233402755e-14,0.01172474399509632,0.008723608510320988,3.33826246088965e-05,0.010079158829148291,0.010323637485342665,3.2998701370054e-05,0.010033864698912381,0.01028349978941811,3.27230121329566e-05
48,13.042122256516752,0.0318536704530549,0.31551347295854193,8.782285319913312,0.5579549932070159,0.010468009822030638,3.45737233059859e-05,0.015538478666402579,0.4672546811170895,13.042115086252968,-13.042115086252958,1.0658141036401503e-14,-13.042115086252958,1.0658141036401503e-14,0.011843385262004957,0.009092634382056326,3.4772671125753765e-05,0.010323637485342665,0.010569983000932258,3.4435424852702286e-05,0.010283493832176376,0.010533794966721343,3.418433850212728e-05
49,13.356556852630941,0.03165946764418595,0.3133558429625147,9.09671997787384,0.5779316144457516,0.010713020494722461,3.596347661435333e-05,0.01616307590582952,0.48341775702291906,13.356549744213497,-13.35654974421349,7.105427357601002e-15,-13.356549744213492,5.329070518200751e-15,0.011974952389421631,0.009451088600023298,3.612981342749972e-05,0.010569983000932258,0.010816197487416992,3.5831372887686355e-05,0.010533791679191183,0.010783586169186812,3.560125018149968e-05
50,13.66854302831505,0.03153158548225205,0.3106165638576854,9.408706181283941,0.5977526807927607,0.010957069801165231,3.7291810415068426e-05,0.01676006935781042,0.5001778263807295,13.668535947623598,-13.668535947623635,-3.730349362740526e-14,-13.668535947623637,-3.907985046680551e-14,0.012116082454593051,0.009798057147737411,3.743089522811823e-05,0.010816197487416992,0.011060891536651612,3.71673671730588e-05,0.01078358478057726,0.011031318028521411,3.6956416535877184e-05
51,13.977509381503486,0.0314629575772382,0.307316160221842,9.717672543323705,0.6173818909759244,0.011199048997860533,3.8543192829666805e-05,0.017322478525624338,0.5175003049063538,13.977502309663361,-13.977502309663329,3.197442310920451e-14,-13.97750230966333,3.019806626980426e-14,0.01226457894366733,0.01013351905205373,3.865949704695824e-05,0.011060891536651612,0.011301945823058856,3.84234217348117e-05,0.011031317975086333,0.011275311090686435,3.823055630955402e-05
52,14.282906027061081,0.0314470341534029,0.30347713371732354,10.023069190293288,0.6367843104918326,0.011436590888785129,3.9693477176866394e-05,0.017839451159178187,0.535339756065532,14.282898956632945,-14.282898956633002,-5.684341886080802e-14,-14.282898956633003,-5.861977570020827e-14,0.012417104072669768,0.010456077704900472,3.9790732099769984e-05,0.011301945823058856,0.011538893365313404,3.958272356957884e-05,0.011275311960425348,0.011515283465847691,3.940881491950801e-05
53,14.584206474465423,0.03147777181439665,0.2991237658493951,10.324369640076647,0.6559264909480927,0.011671388783446379,4.074703307107011e-05,0.018312951095562326,0.5536527071610943,14.584199406416303,-14.584199406416317,-1.4210854715202004e-14,-14.584199406416317,-1.4210854715202004e-14,0.012574490782929947,0.010768286783962792,4.082835417633929e-05,0.011538893365313404,0.011773720241813175,4.064316756895099e-05,0.011515284959978174,0.011752387447694562,4.048664986582719e-05
54,14.880909310139158,0.03154962536549935,0.2942819242226593,10.621072485112673,0.6747765769856313,0.011903961473459776,4.1701013710190555e-05,0.018741698895674664,0.572394406056769,14.88090225145233,-14.880902251452271,5.861977570020827e-14,-14.88090225145227,6.039613253960852e-14,0.012736490066832251,0.01107143288008729,4.176900302260676e-05,0.011773720241813175,0.012005656852971317,4.160239332639851e-05,0.011752389350670715,0.011986420905729319,4.1460598198921285e-05
55,15.172539688430827,0.03165748266734075,0.2889788733318815,10.912702883889944,0.6933044010361414,0.012133302923464623,4.254261430606651e-05,0.019119939699793847,0.5915143457565628,15.1725326502296,-15.17253265022964,-3.907985046680551e-14,-15.17253265022964,-3.907985046680551e-14,0.012901411130616144,0.011365194716313098,4.259944587554773e-05,0.012005656852971317,0.01223440505295657,4.2450855117935535e-05,0.011986423060540102,0.01221689536794816,4.232228015692741e-05
56,15.45865063614549,0.03179662669831755,0.2832430906517474,11.198813865881759,0.7114815662270432,0.012359365536426789,4.3266491408142994e-05,0.019445271999360362,0.6109596177559232,15.458643632221415,-15.45864363222144,-2.4868995751603507e-14,-15.45864363222144,-2.4868995751603507e-14,0.013068598351557395,0.01165013272129619,4.331398288913352e-05,0.01223440505295657,0.01245878860080595,4.31783270131534e-05,0.012216897662148929,0.012442709765842665,4.306096807500781e-05
57,15.73882417616586,0.031962696741005,0.2771040885484199,11.478987455481843,0.729281517787219,0.012579930545658091,4.385301124886499e-05,0.019708871784429,0.6306684895403523,15.738817221821499,-15.738817221821453,4.618527782440651e-14,-15.738817221821455,4.440892098500626e-14,0.01323528919252874,0.011924571898787435,4.38926828516404e-05,0.01245878860080595,0.012677105307696104,4.3770603252886056e-05,0.012442712115865335,0.012662611237798122,4.3664218092635084e-05
58,16.012672276109782,0.03215166096471375,0.2705922423225851,11.752835620917345,0.746679603333229,0.012794649032340791,4.429677371332073e-05,0.01990831207976167,0.6505768016201139,16.012665387257,-16.012665387257087,-8.526512829121202e-14,-16.01266538725709,-8.881784197001252e-14,0.013400652952251114,0.012188645112430473,4.4329897879411035e-05,0.012677105307696104,0.012889641110976175,4.421974991224701e-05,0.012662613585879827,0.012876532704958496,4.41243436517348e-05
59,16.27983762818982,0.03235981538894585,0.2637386244999175,12.020001054328596,0.7636531224292352,0.013003682436417991,4.459708233547886e-05,0.0200432798724244,0.6706200814925383,16.279830820668252,-16.279830820668394,-1.4210854715202004e-13,-16.279830820668394,-1.4210854715202004e-13,0.013564422627573597,0.012442942245262392,4.462472474220488e-05,0.012889641110976175,0.013096430598489469,4.4525025595414614e-05,0.012876535011678807,0.01308537772630748,4.4442295706827296e-05
