iteration,pseudo_time,thickness_jump_ratio,resolution_jump_ratio,residual_jump_ratio
164,0.1622884987933689,1.0928264467484763,1.0935904021579077,1.0432270286610983
168,0.1662278360535826,1.09265443342451,1.0934190246182915,1.041328608618448
172,0.1701664335079664,1.0924757403741907,1.093242843878797,1.0418742512498262
176,0.1741040322577244,1.0923030519797383,1.0930710174949811,1.0422581764440189
180,0.1780405650163832,1.0921333259225277,1.0929018969561612,1.0423229479684066
184,0.1819760692905059,1.091964514923486,1.0927339316165965,1.0424157178038511
188,0.1859105597064578,1.0917971057648364,1.0925673873602746,1.0425630905918992
192,0.1898440358256011,1.0916314190306844,1.0924025065728975,1.04269840496137
196,0.1937765024223646,1.0914673078441561,1.0922391856428968,1.0428181077817564
200,0.1977079671150662,1.0913046774926882,1.092077342179786,1.0429349790777878
204,0.2016384364479987,1.0911435287418394,1.09191696747023,1.0430488091785945
208,0.2055679165569334,1.0909838437456827,1.091758042483245,1.0431559575852563
212,0.2094964139224015,1.0908255849395367,1.0916005324606262,1.0432566989237544
216,0.2134239350994593,1.090668722463027,1.0914444077540044,1.0433515402176643
220,0.217350486550415,1.0905132311489536,1.0912896426485998,1.043440075723901
224,0.2212760747366758,1.0903590832820713,1.0911362097171082,1.0435213767859302
228,0.2252007061379062,1.0902062506064802,1.0909840812117328,1.0435956615906312
232,0.2291243872242865,1.0900547063875297,1.090833230504719,1.0436627385299726
236,0.2330471244383759,1.0899044246788672,1.0906836317449746,1.0437222869461116
240,0.2369689242089309,1.089755379252536,1.0905352589266653,1.0437704316055927
244,0.2408897929404458,1.089607545462309,1.0903880877119076,1.0438138758495483
249,0.2457908384562059,1.0922277561847198,1.0930315457644388,1.015736724139528
253,0.2497188589656687,1.0919374823862549,1.0927260074543825,1.0591886039286105
257,0.2536425806399942,1.091851536213253,1.0926218158422654,1.049554329118051
261,0.2575652533758313,1.0916914228894659,1.0924622253867409,1.0465356718047445
265,0.2614873590647676,1.0915235557528666,1.0922967584265444,1.0471264691426663
269,0.2654086300903143,1.0913610648600294,1.0921350743387515,1.0475479789883473
273,0.2693289854554772,1.0912013661908406,1.0919758863875424,1.0474734997191428
277,0.273248461908894,1.0910422428855893,1.091817512045129,1.0474212109363217
281,0.2771670751416364,1.0908841028742522,1.0916601566452986,1.0474590063506892
285,0.2810848225008681,1.090727340484911,1.091504121854126,1.0474810687587472
289,0.2850017059668228,1.0905718437813696,1.0913493349233703,1.0474778967118448
293,0.2889177312251126,1.0904175113795975,1.0911957111642443,1.0474690910772584
297,0.2928329030663895,1.0902643497076185,1.0910432481813874,1.047455883851733
301,0.2967472257033612,1.0901123569376425,1.0908919414578129,1.0474332079889714
305,0.3006607037095126,1.0899615063075623,1.0907417668442716,1.0474005620547095
309,0.3045733418505407,1.0898117753985643,1.0905927025743396,1.0473595216247455
313,0.3084851448367681,1.089663148020298,1.0904447319208574,1.047309175382242
317,0.3123961173931766,1.0895156061926554,1.0902978370821736,1.047248914381907
