a1_control_candidate_name,a1_control_candidate_status,a1_control_green_identity_status,a1_control_green_identity_validity_status,a1_control_changed_eq24_terms,a1_control_hypothesis,geometry_name,potential_name,panel_count,radius_m,source_y_m,source_z_down_m,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,residual_norm,relative_residual,max_abs_residual,potential_norm,normal_derivative_norm,potential_term_norm,normal_derivative_term_norm,relative_tolerance,diagnostic_status,gate_role,is_hard_gate
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,32,1.0,-0.25,0.45,1.0,1.0,1.0,-1.0,23.45769873516425,0.9999998311846293,6.503866489519184,3.713298179538508,4.064442851975616,11.84794637957382,11.609756315611207,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
default_control_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,,Use the current Eq. (24) instantaneous control-surface terms.,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,1.0,1.0,1.0,1.0,0.05962004678438369,0.002755093678178739,0.010729026331711466,3.4616888370742553,3.660148360986668,10.790253592850913,10.849680924292494,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term,Reverse the instantaneous image contribution in Eq. (24).,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,-1.0,1.0,1.0,1.0,19.425453013643555,0.8094171331767785,2.7443090556118546,3.4616888370742553,3.660148360986668,19.82273646120675,4.176573928237396,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_potential_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column,Reverse the instantaneous potential-column contribution.,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,1.0,-1.0,1.0,1.0,21.639933987052693,0.9999999755040517,4.026270578966601,3.4616888370742553,3.660148360986668,10.790253592850913,10.849680924292494,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_normal_derivative_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,B normal-derivative column,Reverse the instantaneous normal-derivative column contribution.,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,1.0,1.0,-1.0,1.0,21.639933987052693,0.9999999755040517,4.026270578966601,3.4616888370742553,3.660148360986668,10.790253592850913,10.849680924292494,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column;B normal-derivative column,Reverse both instantaneous control-surface unknown columns together.,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,1.0,-1.0,-1.0,1.0,0.05962004678438369,0.002755093678178739,0.010729026331711466,3.4616888370742553,3.660148360986668,10.790253592850913,10.849680924292494,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_and_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term;C potential column;B normal-derivative column,Reverse image and both instantaneous control-surface columns together.,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,-1.0,-1.0,-1.0,1.0,19.425453013643555,0.8094171331767785,2.7443090556118546,3.4616888370742553,3.660148360986668,19.82273646120675,4.176573928237396,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,64,1.0,0.2,0.3,1.0,1.0,1.0,-1.0,21.809859236330624,0.9999999755044962,4.057890312833656,3.4616888370742553,3.660148360986668,10.960178846281636,10.849680924292494,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
default_control_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,,Use the current Eq. (24) instantaneous control-surface terms.,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,1.0,1.0,1.0,1.0,0.08978500579629407,0.0027350976091009478,0.016329587931381173,5.251396646638682,5.747990204754298,16.368860461117986,16.45812366461756,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term,Reverse the instantaneous image contribution in Eq. (24).,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,-1.0,1.0,1.0,1.0,28.964235381877643,0.7828664503715196,4.088542156774467,5.251396646638682,5.747990204754298,29.69924773682811,7.298423281175387,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_potential_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column,Reverse the instantaneous potential-column contribution.,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,1.0,-1.0,1.0,1.0,32.826982702702466,0.9999999566505081,6.445800917859554,5.251396646638682,5.747990204754298,16.368860461117986,16.45812366461756,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_normal_derivative_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,B normal-derivative column,Reverse the instantaneous normal-derivative column contribution.,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,1.0,1.0,-1.0,1.0,32.826982702702466,0.9999999566505081,6.445800917859554,5.251396646638682,5.747990204754298,16.368860461117986,16.45812366461756,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column;B normal-derivative column,Reverse both instantaneous control-surface unknown columns together.,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,1.0,-1.0,-1.0,1.0,0.08978500579629407,0.0027350976091009478,0.016329587931381173,5.251396646638682,5.747990204754298,16.368860461117986,16.45812366461756,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_and_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term;C potential column;B normal-derivative column,Reverse image and both instantaneous control-surface columns together.,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,-1.0,-1.0,-1.0,1.0,28.964235381877643,0.7828664503715196,4.088542156774467,5.251396646638682,5.747990204754298,29.69924773682811,7.298423281175387,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,64,1.0,-0.25,0.45,1.0,1.0,1.0,-1.0,33.084760021650894,0.999999956651312,6.4964306485336305,5.251396646638682,5.747990204754298,16.626637791214332,16.45812366461756,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
default_control_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,,Use the current Eq. (24) instantaneous control-surface terms.,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,1.0,1.0,1.0,1.0,0.04215009246472577,0.0013737899392694643,0.0053640196592470435,4.895567302105959,5.176231452405,15.31980062195263,15.361813255013004,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term,Reverse the instantaneous image contribution in Eq. (24).,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,-1.0,1.0,1.0,1.0,27.50907582746748,0.8089490044860557,2.748977463663587,4.895567302105959,5.176231452405,28.09060966026902,5.915335924576152,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_potential_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column,Reverse the instantaneous potential-column contribution.,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,1.0,-1.0,1.0,1.0,30.68161368843321,0.9999999938551986,4.03682308233446,4.895567302105959,5.176231452405,15.31980062195263,15.361813255013004,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_normal_derivative_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,B normal-derivative column,Reverse the instantaneous normal-derivative column contribution.,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,1.0,1.0,-1.0,1.0,30.68161368843321,0.9999999938551986,4.03682308233446,4.895567302105959,5.176231452405,15.31980062195263,15.361813255013004,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column;B normal-derivative column,Reverse both instantaneous control-surface unknown columns together.,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,1.0,-1.0,-1.0,1.0,0.04215009246472577,0.0013737899392694643,0.0053640196592470435,4.895567302105959,5.176231452405,15.31980062195263,15.361813255013004,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
