cycle_id,start_iteration,end_iteration,state_count,minimum_iteration,minimum_pseudo_time,minimum_kinematic_rms,final_kinematic_rms
37,153,156,4,154,0.1174514898518565,0.1959128105849852,0.1970338374039028
38,157,160,4,159,0.1216638665505294,0.1926227928928442,0.1954233126315703
39,161,164,4,164,0.125873847553409,0.1893980487141972,0.1893980487141972
40,165,169,5,169,0.1300813767225861,0.1862111181658076,0.1862111181658076
41,170,172,3,172,0.1326051373593799,0.1858818132120094,0.1858818132120094
42,173,176,4,175,0.1351261703329599,0.1818170921742184,0.1843463191773146
43,177,180,4,180,0.1393297950640522,0.1787540133560266,0.1787540133560266
44,181,184,4,184,0.1426915395245913,0.177223174806881,0.177223174806881
45,185,188,4,188,0.1460509135872994,0.1757042763943752,0.1757042763943752
46,189,191,3,190,0.1477294505197659,0.1731265867605612,0.1758462984259021
47,192,195,4,195,0.1519249577511033,0.1703697247789376,0.1703697247789376
48,196,199,4,199,0.1552796215680605,0.1688818411416895,0.1688818411416895
49,200,202,3,200,0.1561174822648904,0.1676674896484407,0.1688759454280272
50,203,206,4,205,0.1603070246271012,0.1650222233717631,0.16769268439871
51,207,210,4,210,0.1644935569336242,0.1624345116885815,0.1624345116885815
52,211,213,3,213,0.1670043567293218,0.1623147520281479,0.1623147520281479
53,214,217,4,215,0.1686770597990242,0.1599020834938642,0.1611209943812543
54,218,221,4,221,0.173692661307314,0.1563449253719429,0.1563449253719429
55,222,224,3,224,0.1762006492562769,0.1560848920462134,0.1560848920462134
56,225,227,3,226,0.1778718741560474,0.153874876911168,0.1564055695929641
57,228,231,4,231,0.1820482382808488,0.1516573463182778,0.1516573463182778
58,232,235,4,235,0.1853873813977589,0.1504463764993468,0.1504463764993468
59,236,238,3,236,0.186221424419482,0.1493706888105943,0.1505350691525974
60,239,241,3,241,0.1903914439290996,0.1471377347716298,0.1471377347716298
61,242,245,4,245,0.1937254418919518,0.1460182262087132,0.1460182262087132
62,246,248,3,246,0.1945582548164406,0.1449481595282931,0.146159922813042
63,249,251,3,250,0.1983059306919731,0.1433216463927202,0.1456015355343055
64,252,254,3,254,0.2024661305574954,0.1412417190178969,0.1412417190178969
65,255,256,2,256,0.2045449387956457,0.1419312351331124,0.1419312351331124
66,257,259,3,258,0.2066230497475838,0.1391492230022323,0.1413989985390737
67,260,262,3,262,0.2107769053589951,0.1371253738012684,0.1371253738012684
68,263,264,2,264,0.2128526702201462,0.1378491810130845,0.1378491810130845
69,265,267,3,267,0.2159644910181995,0.1339297834791292,0.1339297834791292
70,268,269,2,269,0.2180393929241901,0.1343931677005241,0.1343931677005241
71,270,272,3,271,0.2201147974572255,0.1319075000557855,0.1340832991299786
72,273,275,3,275,0.224262641166655,0.1301808126504593,0.1301808126504593
73,276,277,2,277,0.2263353696359706,0.1308505241987316,0.1308505241987316
74,278,280,3,279,0.2284073378236758,0.1283813451827644,0.1304383354522906
75,281,283,3,283,0.232549055735425,0.1266140394913238,0.1266140394913238
76,284,285,2,285,0.2346187827784292,0.1272991004245118,0.1272991004245118
77,286,288,3,287,0.2366877350189991,0.1248789652401219,0.1269178986159781
78,289,290,2,290,0.2397899376464159,0.1243227764984413,0.1243227764984413
79,291,293,3,291,0.2408233998242253,0.1231720476197705,0.1238652525675831
80,294,295,2,295,0.2449560811592878,0.1214952452648585,0.1214952452648585
81,296,298,3,298,0.2480537980026481,0.1209751192090495,0.1209751192090495
82,299,300,2,299,0.2490858025994949,0.1198480408891604,0.1218590423613358
83,301,303,3,303,0.2532125909444948,0.1182298559080709,0.1182298559080709
84,304,305,2,305,0.2552748965354386,0.1189371065735278,0.1189371065735278
85,306,308,3,307,0.2573364716519784,0.1166403771428139,0.1186327957568955
86,309,311,3,311,0.2614574685824757,0.1150792499436099,0.1150792499436099
87,312,313,2,313,0.2635168960851505,0.1157950073796057,0.1157950073796057
88,314,315,2,315,0.2655756057126915,0.1135406057818986,0.1135406057818986
89,316,318,3,318,0.2686624457780961,0.113109882172996,0.113109882172996
90,319,320,2,319,0.2696909068516493,0.1120226472458371,0.1140039557719706
91,321,323,3,323,0.2738033954787718,0.11053184727324,0.11053184727324
92,324,325,2,325,0.2758585952710914,0.1112871648483399,0.1112871648483399
93,326,328,3,327,0.277913095088563,0.1090676360293034,0.1110525183323657
94,329,330,2,330,0.2809936279535444,0.1086996957210724,0.1086996957210724
95,331,333,3,331,0.2820200292281189,0.1076294939216149,0.1084127570065488
96,334,335,2,335,0.2861242214364263,0.1062170016538803,0.1062170016538803
97,336,338,3,338,0.2892006392455455,0.1058781676953173,0.1058781676953173
98,339,340,2,339,0.2902256952283891,0.1048294273757504,0.1068167939248503
99,341,343,3,343,0.2943244741730554,0.1034663449684803,0.1034663449684803
100,344,345,2,345,0.2963728637200903,0.1042609869999742,0.1042609869999742
101,346,347,2,347,0.2984205818749658,0.1021272021586172,0.1021272021586172
102,348,350,3,350,0.30149096158718,0.1018295909798894,0.1018295909798894
103,351,352,2,351,0.3025140419840292,0.1008115218563522,0.1027835762333714
104,353,355,3,355,0.306604878207754,0.0995189005351085,0.0995189005351085
105,356,357,2,357,0.308649323505742,0.1003201529762581,0.1003201529762581
106,358,359,2,359,0.3106931142865395,0.0982486703924729,0.0982486703924729
107,360,362,3,362,0.313757617758428,0.0979892530844373,0.0979892530844373
108,363,364,2,363,0.3147787740150677,0.0970004227424998,0.0989442913077252
109,365,367,3,367,0.3188618811848921,0.0957736873740579,0.0957736873740579
110,368,369,2,369,0.3209024892249049,0.0965805178284281,0.0965805178284281
111,370,371,2,371,0.3229424595784787,0.0945679697322757,0.0945679697322757
112,372,374,3,374,0.3260012489164837,0.0943441121280477,0.0943441121280477
113,375,376,2,375,0.327020532940259,0.0933828437175172,0.0952994446632419
114,377,379,3,379,0.3310961249569129,0.092217962699833,0.092217962699833
115,380,381,2,381,0.3331330025949739,0.0930293693423006,0.0930293693423006
116,382,383,2,383,0.3351692592175425,0.0910727282487123,0.0910727282487123
117,384,385,2,384,0.3361872081340588,0.0902946577432232,0.0917748392934378
118,386,388,3,388,0.3402618134933576,0.0889826509957697,0.0889826509957697
119,389,390,2,390,0.3422986383216151,0.0898908854177601,0.0898908854177601
120,391,393,3,392,0.3443343970541339,0.0880600381382084,0.0898643310703722
121,394,395,2,395,0.3473870944776857,0.0878973174181671,0.0878973174181671
122,396,397,2,396,0.3484043065440726,0.0870209742238979,0.0888048548852961
123,398,400,3,400,0.3524719889145495,0.0859813442432802,0.0859813442432802
124,401,402,2,402,0.3545049756917567,0.0867575782312122,0.0867575782312122
125,403,404,2,404,0.3565373282079643,0.0849621683683296,0.0849621683683296
126,405,407,3,407,0.3595848066658835,0.0848155086667643,0.0848155086667643
127,408,409,2,408,0.3606003030142295,0.083956884594765,0.0857301710128575
128,410,412,3,412,0.3646609443064736,0.0829656289453468,0.0829656289453468
129,413,414,2,414,0.3666904149408598,0.0837464858389975,0.0837464858389975
130,415,416,2,416,0.368719272569816,0.0819893810275669,0.0819893810275669
131,417,418,2,418,0.3707475939036599,0.0827723535799077,0.0827723535799077
132,419,421,3,420,0.3727753083825393,0.0810278610996913,0.0827858224805043
133,422,423,2,423,0.3758158449858381,0.0809154138876675,0.0809154138876675
134,424,425,2,424,0.3768290753090775,0.0800793586268216,0.0818335836913185
135,426,428,3,428,0.3808805960550969,0.0791416667374996,0.0791416667374996
136,429,430,2,430,0.3829055384094353,0.0799367882260028,0.0799367882260028
137,431,432,2,432,0.3849298928083486,0.0782182473098477,0.0782182473098477
138,433,435,3,435,0.387965400985359,0.0781418820088194,0.0781418820088194
139,436,437,2,436,0.3889769879332577,0.077308872281946,0.0790618112203008
140,438,439,2,439,0.3920108536697005,0.0772447831651882,0.0772447831651882
141,440,441,2,440,0.3930219035792607,0.0764133304490429,0.0781654680126865
142,442,444,3,444,0.3970646615724037,0.0755315138822834,0.0755315138822834
143,445,446,2,446,0.3990852547218622,0.0763510455176296,0.0763510455176296
144,447,448,2,448,0.4011052835754441,0.074663003432535,0.074663003432535
145,449,451,3,451,0.4041343207424546,0.0746217298509416,0.0746217298509416
146,452,452,1,452,0.4051437911049962,0.0738076665656494,0.0738076665656494
