outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact
23,5.784849646055113,0.1137103227811153,0.1559232885569575,1.5428115794592452,0.09790073893982118,0.005764265102677357,5.180824467028386e-06,0.0013915558543533659,0.5418138222482727,0.026817775377715347,-0.015289245172360577,2.8218505678636856e-05
24,5.945029091844317,0.1057101215504642,0.16483677534786598,1.7031916114116568,0.10807782332807586,0.0057302509903622845,5.4125434998879215e-06,0.0014537949784142006,0.5432676172266869,0.024454043389702362,-0.012993541408977849,2.4675391144924775e-05
25,6.114144239822893,0.09833536323428145,0.17371643153494082,1.8724682148530603,0.11881944906045795,0.005744414892445926,5.732347349463326e-06,0.001539693453059232,0.5448073106797463,0.022432295959566972,-0.01094346617467512,2.185817584766808e-05
26,6.2921333350514805,0.0915515304872407,0.1825213847580674,2.0505871229995645,0.13012217258085626,0.005803012818038522,6.146399923178051e-06,0.0016509068876447294,0.546458217567391,0.020705442968780963,-0.00909941733270403,1.965799713368053e-05
27,6.47889552315797,0.08532398819080014,0.19121150948453933,2.237453570120868,0.14197998042972323,0.00587105751406497,6.590930007020734e-06,0.0017703065014599193,0.548228524068851,0.01920287278064453,-0.007460757752514591,1.791940237371015e-05
28,6.674291524094798,0.07961798144784354,0.19974781210563314,2.432933230915954,0.15438434885315197,0.005933960088159551,7.0334964551131425e-06,0.0018891786878663058,0.5501177027567173,0.01788048898688077,-0.006012568810561614,1.6536135922482764e-05
29,6.878144753474421,0.0743996198525913,0.2080927828731793,2.6368535284053607,0.16732432679656256,0.006011157569975223,7.519227806624571e-06,0.0020196448540412805,0.5521373476107585,0.016733033910152684,-0.00471071877020221,1.549324837363832e-05
30,7.090242799666575,0.06963667469803239,0.21621071065663977,2.8490052751702706,0.18078664005126233,0.006126312891423735,8.114757614206746e-06,0.0021796025973419802,0.5543169502081005,0.01576330858540645,-0.003510682802558923,1.480804202460787e-05
31,7.3103391984315085,0.0652982344632949,0.22406795755269046,3.0691446092749355,0.19475581410044907,0.006262951632097807,8.78896775001999e-06,0.002360693670302696,0.5566776438784031,0.014937092951512881,-0.0024111896873172944,1.4408646471569812e-05
32,7.538155490214554,0.06135407725546385,0.23163319149440426,3.296995183798483,0.20921431305826516,0.00639527560539116,9.473693313147098e-06,0.00254460915944133,0.5592222530378446,0.014213444552019339,-0.0014228933412370193,1.4193124286532488e-05
33,7.773383535086035,0.05777507153681105,0.23887757597428055,3.5322505675328255,0.22414269200862014,0.00652762772762891,1.0178555297970698e-05,0.0027339332385979847,0.5619561862764425,0.013583694924088258,-0.0005284394688304384,1.4142974259782844e-05
34,8.015688015930548,0.05453396245088765,0.24577491696115053,3.774576814000541,0.23951976002493472,0.006680583661021672,1.0968983220167815e-05,0.002946240103958482,0.564902426380401,0.01305713631278363,0.000304031009259742,1.430008730802064e-05
35,8.264709067299265,0.0516054082898391,0.2523017679273752,4.023615156444803,0.2553227511835745,0.006857471900321349,1.1864470670555638e-05,0.003186765682853822,0.5680891920632548,0.012627259686846859,0.001087684113795867,1.4664217226561709e-05
36,8.520064994901936,0.048965353641783,0.2584374946320406,4.278984787724512,0.27152750096503253,0.007037324080733237,1.2798840449682725e-05,0.00343773495319873,0.5715269270164536,0.012264523386078807,0.001810124775387667,1.5152655775984222e-05
37,8.781355058998432,0.0465908275512342,0.26416430193828483,4.540285686009675,0.28810862556141575,0.007211559155505462,1.3738283342479189e-05,0.0036900668485604373,0.575216993865014,0.011952913707099527,0.0024702046039114245,1.5717793518516265e-05
38,9.048162281813601,0.044460447235506045,0.2694672254347456,4.80710144969619,0.3050397017689576,0.007394342323525316,1.473347042621056e-05,0.003957371487302149,0.5791743653523161,0.011700153298135313,0.0030885313489153188,1.6398778611366554e-05
39,9.320056232371273,0.04255465304658105,0.2743340910307429,5.079002107928934,0.32229344533273063,0.007595314506941203,1.5826005185338277e-05,0.004250823456158516,0.5834251888084746,0.011510266242950373,0.003680362770932033,1.7227564074088666e-05
40,9.596595756744792,0.04085529805923975,0.2787554459670632,5.355546876427837,0.33984188582050157,0.007804752971526635,1.698015633040965e-05,0.004560825424562189,0.5879860142330369,0.011368602075618087,0.0042409038674351834,1.8160315869102452e-05
41,9.877331632869545,0.0393452707986718,0.2827244648560756,5.636286831839406,0.35765653632653316,0.008010862192035381,1.8143535227547164e-05,0.00487330594295185,0.5928593201759887,0.011259025834576677,0.004762698549494057,1.9137836368473617e-05
42,10.161809127737554,0.0380086203256042,0.28623683444041426,5.920767481487651,0.3757085565378446,0.00821682591395162,1.9325631404754435e-05,0.005190813873643241,0.598050134049632,0.011180887012479782,0.005252764815423444,2.016389106823559e-05
43,10.44957043312701,0.03683079068091495,0.28929062075014017,6.2085312090829285,0.39396890792925,0.008432048656642724,2.0568402448278303e-05,0.005524618914181204,0.6035747529638131,0.011140185890788579,0.005723911422496883,2.1275622287717817e-05
44,10.740156961599386,0.035798503413034144,0.29188612225503646,6.499119580585517,0.4124085000843685,0.008656967472336144,2.1874846708975666e-05,0.0058755264137364885,0.6094502793775497,0.01113432927189055,0.006179605672781696,2.247197969882536e-05
45,11.033111491724892,0.03489943925746655,0.29402571246157816,6.792075497943824,0.4309983273633574,0.008883704067221027,2.3204567431021698e-05,0.006232685909719081,0.6156829652872687,0.011152744991204569,0.006614663143237498,2.3709169136333373e-05
46,11.327980154763594,0.03412209634770255,0.295713675207233,7.08694519177823,0.44970959535077126,0.009107501915694746,2.4528441313217364e-05,0.006588274959863367,0.6222712402471322,0.011188288149487038,0.007026715681902454,2.4955222322406247e-05
47,11.624314256295522,0.0334558723546801,0.296956035668784,7.383280047216239,0.4685138367158605,0.009331691726752953,2.585907129884863e-05,0.006945678681658517,0.6292169189287907,0.011242172731086963,0.007421210722418942,2.6220361638949977e-05
48,11.92167192867469,0.032891117764209554,0.2977603898364698,7.680638259968866,0.4873830163006484,0.009560958072073883,2.7218848713352987e-05,0.007310911326349209,0.6365278302551399,0.0113172026484148,0.00780471349573298,2.7524985600406695e-05
49,12.219619613704188,0.03241901617488465,0.29813573492224893,7.978586322348225,0.5062896254167474,0.009794810332058465,2.860263839239045e-05,0.007682593602271373,0.6442104238574113,0.011411213000915944,0.008178407663200979,2.886229052693681e-05
50,12.517733377903317,0.0320314091069845,0.29809230287692123,8.27670034124781,0.5252067654791902,0.01002904798485834,2.998266142763953e-05,0.008053264167557838,0.6522636880249693,0.011518513517652894,0.008539582452063786,3.02031014381394e-05
51,12.8156000645223,0.0317207083581629,0.2976413988946269,8.574567192133584,0.544108221234154,0.010260489140910344,3.133498327125368e-05,0.008416494265475166,0.6606801822904443,0.011634597776910935,0.008886380504909752,3.152231624208499e-05
52,13.112818287846714,0.031479909959241756,0.2967952464919998,8.871785514826897,0.5629685239474175,0.010490314972700095,3.266133989370413e-05,0.008772750173135734,0.6694529324635801,0.011759469997726944,0.009221159947673245,3.2820694651105064e-05
53,13.408999276756495,0.03130261545148605,0.2955668404667207,9.167966558306258,0.58176300501215,0.010721486470532601,3.397548874656329e-05,0.009125727105924356,0.6785786595695044,0.011895043606180399,0.009547929334884804,3.411117721214048e-05
54,13.703767575845237,0.03118295982299355,0.29396980877188816,9.462734882925561,0.6004678405089108,0.01095313703586126,3.5267913934152614e-05,0.009472869119237006,0.6880515286887414,0.012039514830721874,0.009866759241000639,3.538356329464555e-05
55,13.996761613485855,0.03111552772295635,0.29201828409208513,9.755728929357549,0.619060087308558,0.011184651508303833,3.6530444648397316e-05,0.00981198155546974,0.6978635102442111,0.01219143392548691,0.010177869091120756,3.662910894737537e-05
56,14.287634146809623,0.03109531328835765,0.28972678567394144,10.046601464240561,0.6375177113512339,0.011414945238757728,3.775168260009713e-05,0.010140002864059094,0.7080035131082703,0.012348971376904664,0.010480919100610792,3.7835935615516566e-05
57,14.576052593945597,0.03111766734503055,0.287110111754361,10.335019912954714,0.6558196087630289,0.01164156821939833,3.891091676198245e-05,0.010451370117438206,0.7184548832257084,0.012509010019354387,0.010774126419442268,3.89829292681397e-05
58,14.861699264166106,0.03117828891160935,0.2841832427393516,10.62066659020157,0.6739456204876579,0.011865648472640426,4.001118569151509e-05,0.010746899464166383,0.7292017826898748,0.01267208489566254,0.011059212049618305,4.0072790906872375e-05
59,15.14427149664864,0.03127323061055065,0.28096125511897896,10.903238839130733,0.6918765411148862,0.012088260957985927,4.105575925319397e-05,0.011027469181266014,0.7402292518711409,0.01283874059191404,0.01133778132405781,4.1108506889348915e-05
60,15.42348171851239,0.0313988486734981,0.2774592459575279,11.182449089668989,0.7095941225818652,0.012308267284476579,4.20332566138148e-05,0.011290022406808334,0.7515192742779492,0.013007362542896899,0.011609172026056241,4.207845788619887e-05
61,15.699057432540105,0.03155178327709445,0.2736922676723314,11.458024846483918,0.7270810734093526,0.012527396164838084,4.2952075205493144e-05,0.011536814669019851,0.763056088946969,0.013179258575902596,0.011875533753773565,4.299084139821764e-05
62,15.970741144689322,0.0317289192304188,0.269675272707068,11.729708616673618,0.744321054113186,0.012742515177833692,4.3787630605141645e-05,0.011761242656383097,0.774817331603352,0.013350915607185349,0.012134114748482028,4.38209041365078e-05
63,16.238290241011335,0.03192736058518565,0.26542306761851514,11.99725778683641,0.7612986694036119,0.01295475801303518,4.454482676428724e-05,0.01196462355740739,0.7867819551607594,0.013523135355746188,0.012386380670324187,4.45734086530082e-05
64,16.5014768231135,0.032144419566085145,0.2609502760208825,12.260444458656108,0.7779994577521747,0.013161542178223396,4.520342274931012e-05,0.012141520710446408,0.7989234758712058,0.013693037199791126,0.012630047156655656,4.5227994432526646e-05
65,16.760087510702277,0.032377608330744545,0.25627130977749923,12.519055251555299,0.7944098788688725,0.013365052588093645,4.577636806352857e-05,0.01229541231810443,0.8112188881893102,0.013862552712425064,0.01286755246376222,4.579751099105151e-05
66,17.01392321912609,0.0326246406135011,0.25140034778236964,12.772891080335235,0.8105172995920613,0.013564720905663127,4.62580796192125e-05,0.012424798777670415,0.8236436869669806,0.014030894202458882,0.013098547608867365,4.627629085447924e-05
67,17.26279891914679,0.03288344378138225,0.2463513216443422,13.021766915048591,0.8263099786509276,0.013766572515946172,4.6688137591524956e-05,0.012540311220311807,0.8361839981872925,0.014203916097889735,0.013329228934002606,4.670384408206338e-05
68,17.506543385474686,0.0331521956299159,0.24113790756239536,13.26551152965196,0.8417770507159659,0.013977488211269807,4.7111155608613855e-05,0.012653932749457081,0.8488379309367496,0.014388387369009256,0.013566589053530365,4.7124726698764056e-05
69,17.744998940218778,0.03342909998551855,0.23577352366762808,13.50396724526697,0.8569085101073427,0.014173107708816739,4.736147389950026e-05,0.012721167585408684,0.8615590985221584,0.014559886524746345,0.013786328892887126,4.737323097043546e-05
70,17.978021196308113,0.033711998344954947,0.23027133210183173,13.736989673151701,0.8716951944848752,0.014300088876971418,4.708877002573452e-05,0.012647920040648455,0.8742070185628068,0.014665087908496206,0.013935089845446627,4.709899593754139e-05
71,18.205478804563015,0.033998391637965295,0.22464424510234687,13.96444746175379,0.8861287687970197,0.014328709553795779,4.612214071214463e-05,0.01238828594401458,0.8865953045068213,0.014674417281254775,0.013983001826336786,4.6131090077062714e-05
72,18.42725320681651,0.03428672523822225,0.21890493436718217,14.186222051488556,0.900201709720058,0.014408266810142331,4.544425994168596e-05,0.01220620894822198,0.8988015134550432,0.014737607983153139,0.014078925637131548,4.5452174493970344e-05
73,18.643238398178585,0.03457860037672775,0.21306584299187237,14.402207440168084,0.9139072907731517,0.014903614039283405,4.7325697429668635e-05,0.012711558119510132,0.9115130715745534,0.015220690042087183,0.014586538036479638,4.7332837776825506e-05
74,18.85334070548616,0.0348782044055845,0.2071391992630214,14.61230996129553,0.9272395682497739,0.015927901272368383,5.255080864110981e-05,0.014115009277178651,0.9256280808517321,0.01623771878739999,0.015618083757336768,5.2557436190468834e-05
75,19.057478583913113,0.035189103683036405,0.20113703166204974,14.816448076758066,0.9401933680628202,0.017316139967262157,6.031067814271426e-05,0.016199289858908048,0.9418273707106402,0.017632196578189974,0.01700008335633435,6.031737545484109e-05
76,19.255582430785935,0.0355106250277673,0.19507118434459875,15.01455218476139,0.9527642735568905,0.018487466405009305,6.667268058676658e-05,0.017908107017793447,0.9597354777284336,0.018794024388870886,0.01818090842114772,6.667879137351804e-05
77,19.447594411851696,0.0358369605113086,0.18895333257960642,15.206564443223492,0.9649486143015539,0.018786515600125682,6.668789834588143e-05,0.017912194467951465,0.977647672196385,0.019322645587556617,0.018250385612694733,6.670600230248803e-05
78,19.653026919357806,0.03618246844831275,0.2219122639243574,15.411997241475476,0.977984569578992,0.01705390056446766,6.453996966315676e-05,0.017335266461183184,0.9949829386575683,0.01652563548773259,0.017582165641202737,6.456061223718635e-05
79,19.88197457233681,0.0365554138291447,0.23598364957704931,15.640945198226177,0.9925127040855479,0.008896780308655344,1.8678742986952276e-05,0.005017061342432257,1.0000000000000004,0.017110001408053386,0.0006835592092573157,2.39849927352251e-05
