step,time_s,panels,newly_exposed,edge_extrapolated,relative_phi_eta_error
68,0.42500000000000004,146,2,0,0.00022790998252679166
69,0.43125,146,0,2,0.00022268081650480135
70,0.4375,146,0,2,0.00021751765106425586
71,0.44375000000000003,148,2,2,0.00021244069263046347
72,0.45,148,2,0,0.00020745338682262509
73,0.45625000000000004,148,0,2,0.00020258009431350034
74,0.4625,148,0,2,0.00019784152746334043
75,0.46875,150,2,2,0.00019326319565230013
76,0.47500000000000003,150,2,0,0.00018881842007614717
77,0.48125,150,0,2,0.00018454921151910884
78,0.48750000000000004,150,0,2,0.0001804741790347201
79,0.49375,152,2,2,0.0001766148743363804
80,0.5,152,2,0,0.00017297246039861243
81,0.50625,152,0,2,0.00016957696425599564
82,0.5125000000000001,152,0,2,0.00016645451464493
83,0.51875,154,2,2,0.00016362872408235606
84,0.525,154,2,0,0.00016110017771205477
85,0.53125,154,0,2,0.00015890900243003406
86,0.5375,154,0,2,0.000157085346734979
87,0.5437500000000001,156,2,2,0.0001556538465555981
88,0.55,156,2,0,0.00015462337632217256
89,0.55625,156,0,2,0.0001540314338876551
90,0.5625,156,0,2,0.0001539073462637228
91,0.56875,158,2,2,0.0001542745122347486
92,0.5750000000000001,158,2,0,0.0001551327510570185
93,0.58125,158,0,2,0.00015651494645322608
94,0.5875,158,0,2,0.0001584401969144831
95,0.59375,158,0,2,0.0001609286995761428
96,0.6000000000000001,160,2,2,0.0001639658914294607
97,0.6062500000000001,160,2,0,0.0001675705165798907
98,0.6125,160,0,2,0.0001717509889117264
99,0.61875,160,0,2,0.00017651343289400007
100,0.625,160,0,2,0.00018186423241361633
101,0.6312500000000001,162,2,2,0.00018778831662636124
102,0.6375000000000001,162,2,0,0.00019429434864633193
103,0.64375,162,0,2,0.00020138547965027428
104,0.65,162,0,2,0.00020906442393572064
105,0.65625,162,0,2,0.00021733511276935907
106,0.6625000000000001,162,0,2,0.00022620266248949298
107,0.6687500000000001,164,2,2,0.00023566423442852015
108,0.675,164,2,0,0.0002457242796911582
109,0.68125,164,0,2,0.0002563952612574374
110,0.6875,164,0,2,0.00026768600530114575
111,0.6937500000000001,164,0,2,0.000279606459150148
112,0.7000000000000001,164,0,2,0.0002921673751702154
113,0.70625,164,0,2,0.00030537992067114505
114,0.7125,164,0,2,0.0003192551986456272
115,0.71875,164,0,2,0.0003338036637712332
116,0.7250000000000001,164,0,2,0.00034903440991151393
117,0.7312500000000001,164,0,2,0.0003649542997038937
118,0.7375,164,0,2,0.00038156690358281264
119,0.74375,164,0,2,0.000398871214725636
120,0.75,164,0,2,0.0004168601084297621
121,0.7562500000000001,164,0,0,0.00043551852002990393
122,0.7625000000000001,164,0,0,0.00045482132605302323
123,0.76875,164,0,0,0.00047473093056831157
124,0.775,164,0,0,0.0004951945849286695
125,0.78125,164,0,0,0.0005161415065480413
126,0.7875000000000001,164,0,0,0.0005374799129198788
127,0.7937500000000001,164,0,0,0.0005590941514664475
128,0.8,164,0,0,0.0005808421820138621
129,0.80625,164,0,0,0.0006025537505609812
130,0.8125,164,0,0,0.0006240296687289391
131,0.8187500000000001,164,0,0,0.0006450426638366839
132,0.8250000000000001,164,0,0,0.0006653402648848768
133,0.83125,164,0,0,0.0006846501118537358
134,0.8375,162,0,0,0.0007026828927278266
135,0.84375,162,0,0,0.0007191544230089125
136,0.8500000000000001,162,0,0,0.0007337985226026889
137,0.8562500000000001,162,0,0,0.0007463646128441131
138,0.8625,162,0,0,0.0007566404770972831
139,0.86875,162,0,0,0.0007644645986309708
140,0.875,160,0,0,0.0007697355508951753
141,0.8812500000000001,160,0,0,0.0007724201025690308
142,0.8875000000000001,160,0,0,0.0007725487920745185
143,0.89375,160,0,0,0.0007702100707971185
144,0.9,160,0,0,0.000765546934551757
145,0.90625,158,0,0,0.0007587473550560857
146,0.9125000000000001,158,0,0,0.0007500404363229626
147,0.9187500000000001,158,0,0,0.0007396503815734202
148,0.925,158,0,0,0.000727816670645612
149,0.93125,158,0,0,0.0007147779651083874
150,0.9375,156,0,0,0.0007007879899988521
151,0.9437500000000001,156,0,0,0.0006860377496609601
152,0.9500000000000001,156,0,0,0.0006707045728361462
153,0.95625,156,0,0,0.000654960406896393
154,0.9625,154,0,0,0.0006389812001604074
155,0.96875,154,0,0,0.0006228809639887689
156,0.9750000000000001,154,0,0,0.0006067518291690439
157,0.9812500000000001,154,0,0,0.0005906900515274916
158,0.9875,152,0,0,0.0005748261332316342
159,0.99375,152,0,0,0.0005591749631257471
160,1.0,152,0,0,0.000543764042857591
