frequency,source_x_m,target_x_m,newly_exposed_count,old_free_edge_band_count,target_count,max_state_replay_error,max_newly_exposed_phi,max_newly_exposed_eta
2,2.4656230687500003,2.4562480875,0,2,128,0.0,0.0,0.0
2,2.4562480875,2.44687310625,0,2,128,0.0,0.0,0.0
2,2.44687310625,2.4374981250000003,0,2,128,0.0,0.0,0.0
2,2.4374981250000003,2.42812314375,0,2,128,0.0,0.0,0.0
2,2.42812314375,2.4187481625,0,2,128,0.0,0.0,0.0
2,2.4187481625,2.4093731812500003,0,2,128,0.0,0.0,0.0
2,2.4093731812500003,2.3999982,0,2,128,0.0,0.0,0.0
2,2.3999982,2.39062321875,0,2,128,0.0,0.0,0.0
2,2.39062321875,2.3812482375000004,0,2,128,0.0,0.0,0.0
2,2.3812482375000004,2.3718732562500002,0,2,128,0.0,0.0,0.0
2,2.3718732562500002,2.362498275,0,2,128,0.0,0.0,0.0
2,2.362498275,2.3531232937500004,0,2,128,0.0,0.0,0.0
2,2.3531232937500004,2.3437483125000003,0,2,128,0.0,0.0,0.0
2,2.3437483125000003,2.33437333125,0,2,128,0.0,0.0,0.0
2,2.33437333125,2.32499835,0,2,128,0.0,0.0,0.0
2,2.32499835,2.3156233687500003,0,2,128,0.0,0.0,0.0
2,2.3156233687500003,2.3062483875,0,2,128,0.0,0.0,0.0
2,2.3062483875,2.29687340625,0,2,128,0.0,0.0,0.0
2,2.29687340625,2.2874984250000003,0,2,128,0.0,0.0,0.0
2,2.2874984250000003,2.27812344375,0,2,128,0.0,0.0,0.0
2,2.27812344375,2.2687484625,0,2,128,0.0,0.0,0.0
2,2.2687484625,2.2593734812500004,0,2,128,0.0,0.0,0.0
2,2.2593734812500004,2.2499985000000002,0,2,128,0.0,0.0,0.0
2,2.2499985000000002,2.24062351875,0,2,128,0.0,0.0,0.0
2,2.24062351875,2.2312485375,0,2,128,0.0,0.0,0.0
2,2.2312485375,2.2218735562500003,0,2,128,0.0,0.0,0.0
2,2.2218735562500003,2.212498575,0,2,128,0.0,0.0,0.0
2,2.212498575,2.20312359375,0,2,128,0.0,0.0,0.0
2,2.20312359375,2.1937486125000003,0,2,128,0.0,0.0,0.0
2,2.1937486125000003,2.18437363125,0,2,128,0.0,0.0,0.0
2,2.18437363125,2.17499865,0,2,128,0.0,0.0,0.0
2,2.17499865,2.1656236687500003,0,2,128,0.0,0.0,0.0
2,2.1656236687500003,2.1562486875,0,2,128,0.0,0.0,0.0
2,2.1562486875,2.14687370625,0,2,128,0.0,0.0,0.0
2,2.14687370625,2.1374987250000004,0,2,128,0.0,0.0,0.0
2,2.1374987250000004,2.1281237437500002,0,2,128,0.0,0.0,0.0
2,2.1281237437500002,2.1187487625,0,2,128,0.0,0.0,0.0
2,2.1187487625,2.10937378125,0,2,128,0.0,0.0,0.0
2,2.10937378125,2.0999988000000003,0,2,128,0.0,0.0,0.0
2,2.0999988000000003,2.09062381875,0,2,128,0.0,0.0,0.0
2,2.09062381875,2.0812488375,0,2,128,0.0,0.0,0.0
2,2.0812488375,2.0718738562500003,0,2,128,0.0,0.0,0.0
2,2.0718738562500003,2.062498875,0,2,128,0.0,0.0,0.0
2,2.062498875,2.05312389375,0,2,128,0.0,0.0,0.0
2,2.05312389375,2.0437489125000003,0,2,128,0.0,0.0,0.0
2,2.0437489125000003,2.03437393125,0,2,128,0.0,0.0,0.0
2,2.03437393125,2.02499895,0,2,128,0.0,0.0,0.0
2,2.02499895,2.01562396875,0,2,128,0.0,0.0,0.0
2,2.01562396875,2.0062489875000002,0,2,128,0.0,0.0,0.0
2,2.0062489875000002,1.99687400625,0,2,128,0.0,0.0,0.0
2,1.99687400625,1.9874990250000002,0,2,128,0.0,0.0,0.0
2,1.9874990250000002,1.97812404375,0,2,128,0.0,0.0,0.0
2,1.97812404375,1.9687490625000001,0,2,128,0.0,0.0,0.0
2,1.9687490625000001,1.9593740812500002,0,2,128,0.0,0.0,0.0
2,1.9593740812500002,1.9499991,0,2,128,0.0,0.0,0.0
2,1.9499991,1.9406241187500002,0,2,128,0.0,0.0,0.0
2,1.9406241187500002,1.9312491375,0,2,128,0.0,0.0,0.0
2,1.9312491375,1.9218741562500001,0,2,128,0.0,0.0,0.0
2,1.9218741562500001,1.9124991750000002,0,2,128,0.0,0.0,0.0
2,1.9124991750000002,1.90312419375,0,2,128,0.0,0.0,0.0
2,1.90312419375,1.8937492125000002,0,2,128,0.0,0.0,0.0
2,1.8937492125000002,1.8843742312500003,0,2,128,0.0,0.0,0.0
2,1.8843742312500003,1.8749992500000001,0,2,128,0.0,0.0,0.0
2,1.8749992500000001,1.8656242687500002,0,2,128,0.0,0.0,0.0
2,1.8656242687500002,1.8562492875,0,2,128,0.0,0.0,0.0
2,1.8562492875,1.8468743062500002,0,2,128,0.0,0.0,0.0
2,1.8468743062500002,1.8374993250000002,0,2,128,0.0,0.0,0.0
2,1.8374993250000002,1.82812434375,0,2,128,0.0,0.0,0.0
2,1.82812434375,1.8187493625000002,0,2,128,0.0,0.0,0.0
2,1.8187493625000002,1.80937438125,0,2,128,0.0,0.0,0.0
2,1.80937438125,1.7999994000000001,0,2,128,0.0,0.0,0.0
2,1.7999994000000001,1.7906244187500002,0,2,128,0.0,0.0,0.0
2,1.7906244187500002,1.7812494375,0,2,128,0.0,0.0,0.0
2,1.7812494375,1.7718744562500002,0,2,128,0.0,0.0,0.0
2,1.7718744562500002,1.762499475,0,2,128,0.0,0.0,0.0
2,1.762499475,1.7531244937500001,0,2,128,0.0,0.0,0.0
2,1.7531244937500001,1.7437495125000002,0,2,128,0.0,0.0,0.0
2,1.7437495125000002,1.73437453125,0,2,128,0.0,0.0,0.0
2,1.73437453125,1.7249995500000002,0,2,128,0.0,0.0,0.0
2,1.7249995500000002,1.71562456875,0,2,128,0.0,0.0,0.0
2,1.71562456875,1.7062495875,0,2,128,0.0,0.0,0.0
2,1.7062495875,1.6968746062500002,0,2,128,0.0,0.0,0.0
2,1.6968746062500002,1.687499625,0,2,128,0.0,0.0,0.0
2,1.687499625,1.6781246437500001,0,2,128,0.0,0.0,0.0
2,1.6781246437500001,1.6687496625000002,0,2,128,0.0,0.0,0.0
2,1.6687496625000002,1.65937468125,0,2,128,0.0,0.0,0.0
2,1.65937468125,1.6499997000000002,0,2,128,0.0,0.0,0.0
2,1.6499997000000002,1.64062471875,0,2,128,0.0,0.0,0.0
2,1.64062471875,1.6312497375000001,0,2,128,0.0,0.0,0.0
2,1.6312497375000001,1.6218747562500002,0,2,128,0.0,0.0,0.0
2,1.6218747562500002,1.612499775,0,2,128,0.0,0.0,0.0
2,1.612499775,1.6031247937500002,0,2,128,0.0,0.0,0.0
2,1.6031247937500002,1.5937498125,0,2,128,0.0,0.0,0.0
2,1.5937498125,1.5843748312500001,0,2,128,0.0,0.0,0.0
2,1.5843748312500001,1.5749998500000002,0,2,128,0.0,0.0,0.0
2,1.5749998500000002,1.56562486875,0,2,128,0.0,0.0,0.0
2,1.56562486875,1.5562498875000002,0,2,128,0.0,0.0,0.0
2,1.5562498875000002,1.54687490625,0,2,128,0.0,0.0,0.0
2,1.54687490625,1.537499925,0,2,128,0.0,0.0,0.0
2,1.537499925,1.5281249437500002,0,2,128,0.0,0.0,0.0
2,1.5281249437500002,1.5187499625,0,2,128,0.0,0.0,0.0
2,1.5187499625,1.5093749812500001,0,2,128,0.0,0.0,0.0
2,1.5093749812500001,1.5,0,2,128,0.0,0.0,0.0
2,1.5,1.49062501875,0,2,128,0.0,0.0,0.0
2,1.49062501875,1.4812500375000002,0,2,128,0.0,0.0,0.0
2,1.4812500375000002,1.47187505625,0,2,128,0.0,0.0,0.0
2,1.47187505625,1.4625000750000001,0,2,128,0.0,0.0,0.0
2,1.4625000750000001,1.4531250937500002,0,2,128,0.0,0.0,0.0
2,1.4531250937500002,1.4437501125,0,2,128,0.0,0.0,0.0
2,1.4437501125,1.4343751312500002,0,2,128,0.0,0.0,0.0
2,1.4343751312500002,1.42500015,0,2,128,0.0,0.0,0.0
2,1.42500015,1.41562516875,0,2,128,0.0,0.0,0.0
2,1.41562516875,1.4062501875000002,0,2,128,0.0,0.0,0.0
2,1.4062501875000002,1.39687520625,0,2,128,0.0,0.0,0.0
2,1.39687520625,1.3875002250000001,0,2,128,0.0,0.0,0.0
2,1.3875002250000001,1.37812524375,0,2,128,0.0,0.0,0.0
2,1.37812524375,1.3687502625,0,2,128,0.0,0.0,0.0
2,1.3687502625,1.3593752812500002,0,2,128,0.0,0.0,0.0
2,1.3593752812500002,1.3500003,0,2,128,0.0,0.0,0.0
2,1.3500003,1.3406253187500001,0,2,128,0.0,0.0,0.0
2,1.3406253187500001,1.3312503375,0,2,128,0.0,0.0,0.0
2,1.3312503375,1.32187535625,0,2,128,0.0,0.0,0.0
2,1.32187535625,1.3125003750000002,0,2,128,0.0,0.0,0.0
2,1.3125003750000002,1.30312539375,0,2,128,0.0,0.0,0.0
2,1.30312539375,1.2937504125000001,0,2,128,0.0,0.0,0.0
2,1.2937504125000001,1.2843754312500002,0,2,128,0.0,0.0,0.0
2,1.2843754312500002,1.27500045,0,2,128,0.0,0.0,0.0
2,1.27500045,1.2656254687500001,0,2,128,0.0,0.0,0.0
2,1.2656254687500001,1.2562504875,0,2,128,0.0,0.0,0.0
2,1.2562504875,1.24687550625,0,2,128,0.0,0.0,0.0
2,1.24687550625,1.2375005250000002,0,2,128,0.0,0.0,0.0
2,1.2375005250000002,1.22812554375,0,2,128,0.0,0.0,0.0
2,1.22812554375,1.2187505625000001,0,2,128,0.0,0.0,0.0
2,1.2187505625000001,1.20937558125,0,2,128,0.0,0.0,0.0
2,1.20937558125,1.2000006,0,2,128,0.0,0.0,0.0
2,1.2000006,1.1906256187500002,0,2,128,0.0,0.0,0.0
2,1.1906256187500002,1.1812506375,0,2,128,0.0,0.0,0.0
2,1.1812506375,1.1718756562500001,0,2,128,0.0,0.0,0.0
2,1.1718756562500001,1.162500675,0,2,128,0.0,0.0,0.0
2,1.162500675,1.15312569375,0,2,128,0.0,0.0,0.0
2,1.15312569375,1.1437507125000002,0,2,128,0.0,0.0,0.0
2,1.1437507125000002,1.13437573125,0,2,128,0.0,0.0,0.0
2,1.13437573125,1.12500075,0,2,128,0.0,0.0,0.0
2,1.12500075,1.11562576875,0,2,128,0.0,0.0,0.0
2,1.11562576875,1.1062507875,0,2,128,0.0,0.0,0.0
2,1.1062507875,1.0968758062500001,0,2,128,0.0,0.0,0.0
2,1.0968758062500001,1.087500825,0,2,128,0.0,0.0,0.0
2,1.087500825,1.07812584375,0,2,128,0.0,0.0,0.0
2,1.07812584375,1.0687508625000002,0,2,128,0.0,0.0,0.0
2,1.0687508625000002,1.05937588125,0,2,128,0.0,0.0,0.0
2,1.05937588125,1.0500009000000001,0,2,128,0.0,0.0,0.0
2,1.0500009000000001,1.04062591875,0,2,128,0.0,0.0,0.0
2,1.04062591875,1.0312509375,0,2,128,0.0,0.0,0.0
2,1.0312509375,1.0218759562500002,0,2,128,0.0,0.0,0.0
2,1.0218759562500002,1.012500975,0,2,128,0.0,0.0,0.0
2,1.012500975,1.0031259937500001,0,2,128,0.0,0.0,0.0
2,1.0031259937500001,0.9937510125000001,0,2,128,0.0,0.0,0.0
2,0.9937510125000001,0.9843760312500001,0,2,128,0.0,0.0,0.0
2,0.9843760312500001,0.97500105,0,2,128,0.0,0.0,0.0
2,0.97500105,0.96562606875,0,2,128,0.0,0.0,0.0
2,0.96562606875,0.9562510875000001,0,2,128,0.0,0.0,0.0
2,0.9562510875000001,0.9468761062500001,0,2,128,0.0,0.0,0.0
2,0.9468761062500001,0.937501125,0,2,128,0.0,0.0,0.0
2,0.937501125,0.92812614375,0,2,128,0.0,0.0,0.0
2,0.92812614375,0.9187511625000001,0,2,128,0.0,0.0,0.0
2,0.9187511625000001,0.9093761812500001,0,2,128,0.0,0.0,0.0
2,0.9093761812500001,0.9000012000000001,0,2,128,0.0,0.0,0.0
2,0.9000012000000001,0.89062621875,0,2,128,0.0,0.0,0.0
2,0.89062621875,0.8812512375,0,2,128,0.0,0.0,0.0
2,0.8812512375,0.8718762562500001,0,2,128,0.0,0.0,0.0
2,0.8718762562500001,0.8625012750000001,0,2,128,0.0,0.0,0.0
2,0.8625012750000001,0.85312629375,0,2,128,0.0,0.0,0.0
2,0.85312629375,0.8437513125,0,2,128,0.0,0.0,0.0
2,0.8437513125,0.8343763312500001,0,2,128,0.0,0.0,0.0
2,0.8343763312500001,0.8250013500000001,0,2,128,0.0,0.0,0.0
2,0.8250013500000001,0.81562636875,0,2,128,0.0,0.0,0.0
2,0.81562636875,0.8062513875,2,0,128,0.0,0.30760839132096024,0.09204731508615148
2,0.8062513875,0.79687640625,2,0,128,0.0,0.3055567275874459,0.09164136887081342
2,0.79687640625,0.7875014250000001,2,0,128,0.0,0.30346530086539864,0.09122089735710658
2,0.7875014250000001,0.7781264437500001,2,0,128,0.0,0.3013342155133721,0.0907859902402029
2,0.7781264437500001,0.7687514625,2,0,128,0.0,0.29916366965029817,0.09033663489644328
2,0.7687514625,0.75937648125,2,0,128,0.0,0.29695390831271923,0.08987296393098397
2,0.75937648125,0.7500015,2,0,128,0.0,0.2947052107932385,0.08939511741931692
2,0.7500015,0.7406265187500001,2,0,128,0.0,0.29241788575084343,0.08890333525902856
2,0.7406265187500001,0.7312515375,2,0,128,0.0,0.2900922757496235,0.08839785047139875
2,0.7312515375,0.72187655625,2,0,128,0.0,0.2877287638039376,0.08787897977768463
2,0.72187655625,0.712501575,2,0,128,0.0,0.28532779000837055,0.08734694063091633
2,0.712501575,0.7031265937500001,2,0,128,0.0,0.28288985338479555,0.08680192585599524
2,0.7031265937500001,0.6937516125000001,2,0,128,0.0,0.28041551558045325,0.08624408058941287
2,0.6937516125000001,0.68437663125,2,0,128,0.0,0.27790540295495436,0.08567349445549398
2,0.68437663125,0.67500165,2,0,128,0.0,0.2753602056245151,0.08509020239184864
2,0.67500165,0.66562666875,2,0,128,0.0,0.27278067378225185,0.08449432219434491
2,0.66562666875,0.6562516875000001,2,0,128,0.0,0.2701676138262169,0.08388602668002436
2,0.6562516875000001,0.64687670625,2,0,128,0.0,0.26752188738515376,0.08326539403851205
2,0.64687670625,0.637501725,2,0,128,0.0,0.2648444091127776,0.08263249699887994
2,0.637501725,0.62812674375,2,0,128,0.0,0.2621361445197077,0.08198738978994204
2,0.62812674375,0.6187517625000001,2,0,128,0.0,0.2593981088377065,0.08133023629758945
2,0.6187517625000001,0.60937678125,2,0,128,0.0,0.2566313650817327,0.08066117145159225
2,0.60937678125,0.6000018,2,0,128,0.0,0.2538370227989838,0.07998036332570103
2,0.6000018,0.59062681875,2,0,128,0.0,0.25101623944865853,0.07928807619279779
2,0.59062681875,0.5812518375,2,0,128,0.0,0.2481711453770584,0.07858024750282361
2,0.5812518375,0.5718768562500001,2,0,128,0.0,0.24530377667252504,0.07785725676372508
2,0.5718768562500001,0.562501875,2,0,128,0.0,0.24241563954377637,0.07712180055440594
2,0.562501875,0.55312689375,2,0,128,0.0,0.2395077995725142,0.0763764880762924
2,0.55312689375,0.5437519125,2,0,128,0.0,0.23658105986243316,0.0756232520373677
2,0.5437519125,0.5343769312500001,2,0,128,0.0,0.2336361476157141,0.07486306021228939
2,0.5343769312500001,0.52500195,2,0,128,0.0,0.2306738706891607,0.07409600806163409
2,0.52500195,0.51562696875,2,0,128,0.0,0.22769522437712586,0.0733213960020107
2,0.51562696875,0.5062519875,2,0,128,0.0,0.22470143897765804,0.07253807433446274
2,0.5062519875,0.49687700625000003,2,0,128,0.0,0.22169397435490665,0.07174475756469678
2,0.49687700625000003,0.487502025,2,0,128,0.0,0.21867447450412067,0.07094036923496672
2,0.487502025,0.47812704375000004,2,0,128,0.0,0.2156447002893144,0.07012424336972121
2,0.47812704375000004,0.4687520625,2,0,128,0.0,0.21260645718192528,0.06929620457962947
2,0.4687520625,0.45937708125000004,2,0,128,0.0,0.20956153329371424,0.06845655583140647
2,0.45937708125000004,0.4500021,2,0,128,0.0,0.20651165628899726,0.06760601318727957
2,0.4500021,0.44062711875,2,0,128,0.0,0.20345847951082874,0.06674557934080458
2,0.44062711875,0.4312521375,2,0,128,0.0,0.20040356999107464,0.06587625272515175
2,0.4312521375,0.42187715625,2,0,128,0.0,0.19734841786721571,0.06499896553507314
2,0.42187715625,0.412502175,2,0,128,0.0,0.1942944550605086,0.06411453590097381
2,0.412502175,0.40312719375,2,0,128,0.0,0.191243076801697,0.06322352984365542
2,0.40312719375,0.39375221250000003,2,0,128,0.0,0.18819566004851315,0.06232630045111943
2,0.39375221250000003,0.38437723125,2,0,128,0.0,0.18515357589144454,0.061423045402835115
2,0.38437723125,0.37500225,2,0,128,0.0,0.18211819505578317,0.06051391244316558
2,0.37500225,0.36562726875,2,0,128,0.0,0.179090924717333,0.05959888737045644
2,0.36562726875,0.3562522875,2,0,128,0.0,0.1760731713169381,0.05867807940023589
2,0.3562522875,0.34687730625,2,0,128,0.0,0.17306630138374215,0.05775181529689009
2,0.34687730625,0.337502325,2,0,128,0.0,0.17007162638078643,0.05682061732377181
2,0.337502325,0.32812734375,2,0,128,0.0,0.16709039315158236,0.0558851197560207
2,0.32812734375,0.3187523625,2,0,128,0.0,0.16412378047802362,0.05494608666868089
2,0.3187523625,0.30937738125,2,0,128,0.0,0.16117289925875103,0.05400428462378285
2,0.30937738125,0.3000024,2,0,128,0.0,0.15823879593726126,0.05306048097543681
2,0.3000024,0.29062741875,2,0,128,0.0,0.15532245765044075,0.05211542941008042
2,0.29062741875,0.2812524375,2,0,128,0.0,0.15242482323686896,0.051169852105433594
2,0.2812524375,0.27187745625,2,0,128,0.0,0.14954678294721657,0.05022437799020982
2,0.27187745625,0.262502475,2,0,128,0.0,0.14668917849611277,0.049279607974966916
2,0.262502475,0.25312749375,2,0,128,0.0,0.14385280380706478,0.04833611122108419
2,0.25312749375,0.24375251250000002,2,0,128,0.0,0.1410384052183726,0.04739445788260684
2,0.24375251250000002,0.23437753125000002,2,0,128,0.0,0.13824668292893535,0.04645523863902921
2,0.23437753125000002,0.22500255000000002,2,0,128,0.0,0.13547828997831218,0.04551902661874918
2,0.22500255000000002,0.21562756875000003,2,0,128,0.0,0.13273383264495398,0.04458640499383144
2,0.21562756875000003,0.20625258750000003,2,0,128,0.0,0.13001387266096814,0.04365798262371148
2,0.20625258750000003,0.19687760625000003,2,0,128,0.0,0.12731893040674344,0.04273436723844351
2,0.19687760625000003,0.187502625,2,0,128,0.0,0.12464948982560838,0.04181616141840851
2,0.187502625,0.17812764375,2,0,128,0.0,0.12200600510021954,0.040903941563045325
2,0.17812764375,0.1687526625,2,0,128,0.0,0.11938890893636252,0.03999822684425496
2,0.1687526625,0.15937768125000001,2,0,128,0.0,0.11679862250189299,0.03909947087617865
2,0.15937768125000001,0.15000270000000002,2,0,128,0.0,0.11423556718655588,0.03820804470645242
2,0.15000270000000002,0.14062771875000002,2,0,128,0.0,0.11170017844919639,0.03732421310168134
2,0.14062771875000002,0.13125273750000002,2,0,128,0.0,0.10919292230698432,0.036448105926917135
2,0.13125273750000002,0.12187775625000001,2,0,128,0.0,0.10671431544248365,0.03557968081747942
2,0.12187775625000001,0.11250277500000001,2,0,128,0.0,0.10426495043686725,0.0347186619233964
2,0.11250277500000001,0.10312779375000002,2,0,128,0.0,0.10184552851499738,0.03386445717110355
2,0.10312779375000002,0.0937528125,2,0,128,0.0,0.09945690387739797,0.03301603779561395
2,0.0937528125,0.08437783125000001,2,0,128,0.0,0.09710014629349112,0.03217173489717539
2,0.08437783125000001,0.07500285000000001,2,0,128,0.0,0.09477663338465891,0.03132890449018553
2,0.07500285000000001,0.06562786875000001,2,0,128,0.0,0.09248819306352608,0.030483357382558272
2,0.06562786875000001,0.05625288750000001,2,0,128,0.0,0.09023733465111236,0.02962834724737093
2,0.05625288750000001,0.046877906250000004,2,0,128,0.0,0.08802764541392898,0.028752679965107796
2,0.046877906250000004,0.037502925000000006,2,0,128,0.0,0.08586451551115198,0.027836959298039088
2,0.037502925000000006,0.028127943750000002,2,0,128,0.0,0.08375656150064434,0.026845606771853485
2,0.028127943750000002,0.0187529625,2,0,128,0.0,0.0817186424347317,0.025708704844084163
2,0.0187529625,0.00937798125,2,0,128,0.0,0.07978060189964913,0.024257454486035498
2,0.00937798125,3e-06,2,0,128,0.0,0.07825521813864111,0.019344670920109067
3,2.999997,2.9906220187500003,0,2,128,0.0,0.0,0.0
3,2.9906220187500003,2.9812470375,0,2,128,0.0,0.0,0.0
3,2.9812470375,2.97187205625,0,2,128,0.0,0.0,0.0
3,2.97187205625,2.9624970750000004,0,2,128,0.0,0.0,0.0
3,2.9624970750000004,2.9531220937500002,0,2,128,0.0,0.0,0.0
3,2.9531220937500002,2.9437471125,0,2,128,0.0,0.0,0.0
3,2.9437471125,2.9343721312500004,0,2,128,0.0,0.0,0.0
3,2.9343721312500004,2.9249971500000003,0,2,128,0.0,0.0,0.0
3,2.9249971500000003,2.91562216875,0,2,128,0.0,0.0,0.0
3,2.91562216875,2.9062471875000004,0,2,128,0.0,0.0,0.0
3,2.9062471875000004,2.8968722062500003,0,2,128,0.0,0.0,0.0
3,2.8968722062500003,2.887497225,0,2,128,0.0,0.0,0.0
3,2.887497225,2.87812224375,0,2,128,0.0,0.0,0.0
3,2.87812224375,2.8687472625000003,0,2,128,0.0,0.0,0.0
3,2.8687472625000003,2.85937228125,0,2,128,0.0,0.0,0.0
3,2.85937228125,2.8499973,0,2,128,0.0,0.0,0.0
3,2.8499973,2.8406223187500004,0,2,128,0.0,0.0,0.0
3,2.8406223187500004,2.8312473375000002,0,2,128,0.0,0.0,0.0
3,2.8312473375000002,2.82187235625,0,2,128,0.0,0.0,0.0
3,2.82187235625,2.8124973750000004,0,2,128,0.0,0.0,0.0
3,2.8124973750000004,2.8031223937500003,0,2,128,0.0,0.0,0.0
3,2.8031223937500003,2.7937474125,0,2,128,0.0,0.0,0.0
3,2.7937474125,2.7843724312500004,0,2,128,0.0,0.0,0.0
3,2.7843724312500004,2.7749974500000003,0,2,128,0.0,0.0,0.0
3,2.7749974500000003,2.76562246875,0,2,128,0.0,0.0,0.0
3,2.76562246875,2.7562474875,0,2,128,0.0,0.0,0.0
3,2.7562474875,2.7468725062500003,0,2,128,0.0,0.0,0.0
3,2.7468725062500003,2.737497525,0,2,128,0.0,0.0,0.0
3,2.737497525,2.72812254375,0,2,128,0.0,0.0,0.0
3,2.72812254375,2.7187475625000004,0,2,128,0.0,0.0,0.0
3,2.7187475625000004,2.7093725812500002,0,2,128,0.0,0.0,0.0
3,2.7093725812500002,2.6999976,0,2,128,0.0,0.0,0.0
3,2.6999976,2.6906226187500004,0,2,128,0.0,0.0,0.0
3,2.6906226187500004,2.6812476375000003,0,2,128,0.0,0.0,0.0
3,2.6812476375000003,2.67187265625,0,2,128,0.0,0.0,0.0
3,2.67187265625,2.662497675,0,2,128,0.0,0.0,0.0
3,2.662497675,2.6531226937500003,0,2,128,0.0,0.0,0.0
3,2.6531226937500003,2.6437477125,0,2,128,0.0,0.0,0.0
3,2.6437477125,2.63437273125,0,2,128,0.0,0.0,0.0
3,2.63437273125,2.6249977500000004,0,2,128,0.0,0.0,0.0
3,2.6249977500000004,2.61562276875,0,2,128,0.0,0.0,0.0
3,2.61562276875,2.6062477875,0,2,128,0.0,0.0,0.0
3,2.6062477875,2.5968728062500004,0,2,128,0.0,0.0,0.0
3,2.5968728062500004,2.5874978250000003,0,2,128,0.0,0.0,0.0
3,2.5874978250000003,2.57812284375,0,2,128,0.0,0.0,0.0
