benchmark,row,coefficient,prefix,mode_column,generalized_row,variant_name,variant_description,reference_value,current_computed_value,computed_value,scale_factor_applied_to_current_value,omega_e_rad_s,omega_e_sqrt_l_over_g,gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,status,phase_rotation_not_represented,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,1,B33,B,heave,heave_force,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,2.1,9.180428403990165,4.5902142019950825,0.5,3.616010693199528,2.0,7.905441911095499,22.477550488857666,-14.572108577762167,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,B33,B,heave,heave_force,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,2.1,9.180428403990165,2.2951071009975412,0.25,3.616010693199528,2.0,0.6193876222144163,22.477550488857666,-21.85816286664325,PASS,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,B33,B,heave,heave_force,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,2.1,9.180428403990165,33.196527276981115,3.616010693199528,3.616010693199528,2.0,98.71913421263845,22.477550488857666,76.24158372378079,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,B33,B,heave,heave_force,multiply_nondimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one nondimensional omega is missing upstream.,2.1,9.180428403990165,18.36085680798033,2.0,3.616010693199528,2.0,51.621767644382,22.477550488857666,29.14421715552433,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,current_unit_displacement,Current default body condition scale; heave uses i*omega*N3 and pitch uses i*omega*N5 plus U*m5.,-0.2,-2.700823452099381,-2.700823452099381,1.0,2.7120080198996463,1.5,41.68039086832301,41.68039086832301,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,remove_dimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential as unit velocity in SI time units.,-0.2,-2.700823452099381,-0.9958759090245318,0.3687304730157116,2.7120080198996463,1.5,13.264598483742196,41.68039086832301,-28.41579238458081,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,remove_dimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for interpreting the solved potential as unit acceleration in SI time units.,-0.2,-2.700823452099381,-0.36720979499956735,0.1359621617303904,2.7120080198996463,1.5,2.786829916659456,41.68039086832301,-38.89356095166355,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,-0.2,-2.700823452099381,-1.8005489680662539,0.6666666666666666,2.7120080198996463,1.5,26.675816134437564,41.68039086832301,-15.004574733885445,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,-0.2,-2.700823452099381,-1.2003659787108358,0.4444444444444444,2.7120080198996463,1.5,16.672766311847266,41.68039086832301,-25.007624556475744,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,-0.2,-2.700823452099381,-7.324654862426569,2.7120080198996463,2.7120080198996463,1.5,118.74424770710948,41.68039086832301,77.06385683878648,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,A35,A,pitch,heave_force,multiply_nondimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one nondimensional omega is missing upstream.,-0.2,-2.700823452099381,-4.051235178149071,1.5,2.7120080198996463,1.5,64.18725296915117,41.68039086832301,22.506862100828165,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,current_unit_displacement,Current default body condition scale; heave uses i*omega*N3 and pitch uses i*omega*N5 plus U*m5.,0.13,6.54071631372756,6.54071631372756,1.0,4.52001336649941,2.5,164.37734137762976,164.37734137762976,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,remove_dimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential as unit velocity in SI time units.,0.13,6.54071631372756,1.447056852133407,0.22123828380942698,4.52001336649941,2.5,33.7706885162412,164.37734137762976,-130.60665286138857,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,remove_dimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for interpreting the solved potential as unit acceleration in SI time units.,0.13,6.54071631372756,0.32014437454066674,0.04894637822294057,4.52001336649941,2.5,4.875496783094019,164.37734137762976,-159.50184459453575,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,0.13,6.54071631372756,2.616286525491024,0.4,4.52001336649941,2.5,63.7509365510519,164.37734137762976,-100.62640482657787,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,0.13,6.54071631372756,1.0465146101964096,0.16,4.52001336649941,2.5,23.500374620420757,164.37734137762976,-140.876966757209,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,0.13,6.54071631372756,29.56412516452932,4.52001336649941,4.52001336649941,2.5,754.7211580648543,164.37734137762976,590.3438166872245,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,B35,B,pitch,heave_force,multiply_nondimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one nondimensional omega is missing upstream.,0.13,6.54071631372756,16.3517907843189,2.5,4.52001336649941,2.5,415.94335344407443,164.37734137762976,251.56601206644467,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,current_unit_displacement,Current default body condition scale; heave uses i*omega*N3 and pitch uses i*omega*N5 plus U*m5.,0.15,1.4179137618349493,1.4179137618349493,1.0,3.616010693199528,2.0,28.17586137410999,28.17586137410999,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,remove_dimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential as unit velocity in SI time units.,0.15,1.4179137618349493,0.39212100907266595,0.27654785476178373,3.616010693199528,2.0,5.380466868281466,28.17586137410999,-22.795394505828522,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,remove_dimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for interpreting the solved potential as unit acceleration in SI time units.,0.15,1.4179137618349493,0.10844022386607169,0.07647871597334462,3.616010693199528,2.0,0.9235505807539623,28.17586137410999,-27.252310793356028,PASS,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,0.15,1.4179137618349493,0.7089568809174747,0.5,3.616010693199528,2.0,12.421264020388326,28.17586137410999,-15.754597353721662,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,0.15,1.4179137618349493,0.35447844045873733,0.25,3.616010693199528,2.0,4.543965343527496,28.17586137410999,-23.631896030582492,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,0.15,1.4179137618349493,5.127191324829946,3.616010693199528,3.616010693199528,2.0,110.60425166288768,28.17586137410999,82.42839028877769,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,A53,A,heave,pitch_moment,multiply_nondimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one nondimensional omega is missing upstream.,0.15,1.4179137618349493,2.8358275236698987,2.0,3.616010693199528,2.0,59.685056081553306,28.17586137410999,31.509194707443317,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,current_unit_displacement,Current default body condition scale; heave uses i*omega*N3 and pitch uses i*omega*N5 plus U*m5.,-0.1,-0.2520619032065345,-0.2520619032065345,1.0,3.616010693199528,2.0,5.068730106884483,5.068730106884483,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,remove_dimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential as unit velocity in SI time units.,-0.1,-0.2520619032065345,-0.06970717859893949,0.27654785476178373,3.616010693199528,2.0,1.009760713368684,5.068730106884483,-4.058969393515799,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,remove_dimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for interpreting the solved potential as unit acceleration in SI time units.,-0.1,-0.2520619032065345,-0.019277370703033234,0.07647871597334462,3.616010693199528,2.0,2.6907543098988924,5.068730106884483,-2.3779757969855906,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,-0.1,-0.2520619032065345,-0.12603095160326724,0.5,3.616010693199528,2.0,0.8676983867755746,5.068730106884483,-4.201031720108908,PASS,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,-0.1,-0.2520619032065345,-0.06301547580163362,0.25,3.616010693199528,2.0,1.2328174732788795,5.068730106884483,-3.8359126336056035,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,-0.1,-0.2520619032065345,-0.9114585373430532,3.616010693199528,3.616010693199528,2.0,27.048617911435105,5.068730106884483,21.97988780455062,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,B53,B,heave,pitch_moment,multiply_nondimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one nondimensional omega is missing upstream.,-0.1,-0.2520619032065345,-0.504123806413069,2.0,3.616010693199528,2.0,13.4707935471023,5.068730106884483,8.402063440217816,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,current_unit_displacement,Current default body condition scale; heave uses i*omega*N3 and pitch uses i*omega*N5 plus U*m5.,0.063,0.15985084398825308,0.15985084398825308,1.0,1.808005346599764,1.0,10.248766559603501,10.248766559603501,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,remove_dimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential as unit velocity in SI time units.,0.063,0.15985084398825308,0.08841281597362392,0.5530957095235675,1.808005346599764,1.0,2.689186875515759,10.248766559603501,-7.559579684087742,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,remove_dimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for interpreting the solved potential as unit acceleration in SI time units.,0.063,0.15985084398825308,0.048900749181908114,0.30591486389337846,1.808005346599764,1.0,1.491984213554697,10.248766559603501,-8.756782346048805,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,0.063,0.15985084398825308,0.15985084398825308,1.0,1.808005346599764,1.0,10.248766559603501,10.248766559603501,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,0.063,0.15985084398825308,0.15985084398825308,1.0,1.808005346599764,1.0,10.248766559603501,10.248766559603501,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,0.063,0.15985084398825308,0.28901118058924635,1.808005346599764,1.808005346599764,1.0,23.916527046481097,10.248766559603501,13.667760486877595,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,A55,A,pitch,pitch_moment,multiply_nondimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one nondimensional omega is missing upstream.,0.063,0.15985084398825308,0.15985084398825308,1.0,1.808005346599764,1.0,10.248766559603501,10.248766559603501,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,B55,B,pitch,pitch_moment,current_unit_displacement,Current default body condition scale; heave uses i*omega*N3 and pitch uses i*omega*N5 plus U*m5.,0.09,1.8587112677390107,1.8587112677390107,1.0,1.808005346599764,1.0,131.01564946214893,131.01564946214893,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,B55,B,pitch,pitch_moment,remove_dimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential as unit velocity in SI time units.,0.09,1.8587112677390107,1.0280452274295577,0.5530957095235675,1.808005346599764,1.0,69.48483166144872,131.01564946214893,-61.530817800700206,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,B55,B,pitch,pitch_moment,remove_dimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for interpreting the solved potential as unit acceleration in SI time units.,0.09,1.8587112677390107,0.5686074044874684,0.30591486389337846,1.808005346599764,1.0,35.45240033240507,131.01564946214893,-95.56324912974387,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,B55,B,pitch,pitch_moment,remove_nondimensional_omega_unit_velocity_proxy,Real-amplitude proxy for interpreting the solved potential with A1 nondimensional encounter frequency.,0.09,1.8587112677390107,1.8587112677390107,1.0,1.808005346599764,1.0,131.01564946214893,131.01564946214893,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,B55,B,pitch,pitch_moment,remove_nondimensional_omega2_unit_acceleration_proxy,Real-amplitude proxy for removing two powers of the A1 nondimensional encounter frequency.,0.09,1.8587112677390107,1.8587112677390107,1.0,1.808005346599764,1.0,131.01564946214893,131.01564946214893,0.0,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,B55,B,pitch,pitch_moment,multiply_dimensional_omega_proxy,Opposite real-amplitude proxy: tests whether one dimensional omega is missing upstream.,0.09,1.8587112677390107,3.360559909857357,1.808005346599764,1.808005346599764,1.0,242.26369702647088,131.01564946214893,111.24804756432195,FAIL,True,False,Real-amplitude unit proxy only; a default change requires complex same-frequency force phase evidence and closure of the complete eight-coefficient Gate 1 set.,diagnostic_body_condition_unit_chain_not_hard_gate,INFO
