frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,fn_b,speed_mps,lambda_over_l
16,1.0078019755174688,1.656466382852688,0.10356898857988331,60.66666666666666,0.01,-0.13208306538734976,-1.0357249797481556,0.11047526954207695,0.026316753811686563,1.0441131020327425,0.113566529891423,1.0965302591888164,0.9852476406436544,-7.267539712335122,103.398936081405,20.851365581638618,7.267539712335122,103.398936081405,2.8649219746368457,2.703402160784872,0.002921407386453933,0.0027567030135518984,1.5944819488887911,6.252956170856935e-17,0.9812235124518248,0.9887158461737748,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,9.333333333333332
17,0.9902736475163291,1.6165703166675751,0.09999764414609422,62.83333333333333,0.01,-0.1268958568121865,-1.0354015724942496,0.10501616896722958,0.025922379403064535,1.043148587114829,0.10816822776800097,1.0817077611345496,0.980075094893451,-6.987162989167558,103.86580959897861,19.80224940302071,6.987162989167558,103.86580959897861,2.7260597736921977,2.5612298424102615,0.002779807348780876,0.0026117275954686482,1.5849055059900012,2.0889541661267919e-16,0.9824893925869753,0.9894777612253547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,9.666666666666666
18,0.9736292075185081,1.5790493210313792,0.0966643893412244,65.0,0.01,-0.12204225168058633,-1.03501455665428,0.10003824786585885,0.025452095016195563,1.042184937370294,0.10322528845580652,1.067872969138844,0.9760582111996879,-6.724897314127645,104.27454071250799,18.835647639492038,6.724897314127645,104.27454071250799,2.5985805443357157,2.4337003796682635,0.0026498147117881396,0.002481683734678268,1.5757320683407898,8.635154719791297e-17,0.983631643083466,0.9901651210473111,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,10.0
19,0.9577967831467401,1.5436872155785508,0.09354618323344298,67.16666666666666,0.01,-0.11749833242572642,-1.0345773009126347,0.09548568626749798,0.02493029414598269,1.0412281448782004,0.09868655353279024,1.0549500805021574,0.9729640095829035,-6.479395692912959,104.63266281897415,17.945006643016853,6.479395692912959,104.63266281897415,2.4812156609923184,2.3185442595209316,0.002530135837408614,0.0023642571719403992,1.5669521457629318,1.2445334266922914e-17,0.9846658298798282,0.9907873345909731,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,10.333333333333332
20,0.9427124265250768,1.5102937829433936,0.09062286500739788,69.33333333333333,0.01,-0.1132411307049667,-1.0341012775576823,0.09131011638335329,0.024375348311510534,1.0402831373860533,0.09450764497779522,1.0428675475011766,0.9706075730293731,-6.249377042550435,104.9466381885328,17.123860553368445,6.249377042550435,104.9466381885328,2.372872636014165,2.2139435578439253,0.0024196566982753187,0.0022575941405514883,1.5585542101657797,2.064757731141608e-16,0.985605147496174,0.991352373524401,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,10.666666666666666
21,0.928319025165731,1.4787009465410683,0.08787671758293128,71.5,0.01,-0.10924892460302044,-1.0335961841553187,0.08746959048041324,0.02380106146022777,1.0393538374525548,0.09064998502727255,1.031558614393216,0.9688418684344728,-6.033639575470005,105.22201878233125,16.36603330650891,6.033639575470005,105.22201878233125,2.2726058779622496,2.1184274745323397,0.002317413059467045,0.002160194841798514,1.5505251398248103,2.237739750091279e-16,0.986460839127102,0.9918670276181494,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,11.0
22,0.9145653903871106,1.448759608192585,0.08529210824225683,73.66666666666666,0.01,-0.10550139303693444,-1.033070125888559,0.08392767418757335,0.0232177677954871,1.0384432718912175,0.08707995886506048,1.0209615011241788,0.9675497287619006,-5.831066605891124,105.46358330488238,15.665750052504876,5.831066605891124,105.46358330488238,2.179593154942791,2.0307943851718724,0.0022225664777908776,0.002070833959784302,1.5428506887973243,5.544683380300222e-17,0.9872425325223526,0.9923371087638807,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,11.333333333333332
23,0.9014054900462555,1.4203370159144306,0.08285519086390664,75.83333333333333,0.01,-0.10197967272372153,-1.032529816362847,0.08065266053097975,0.02263316175793976,1.0375536975632305,0.0837682019735802,1.0110193591995127,0.9666375580048482,-5.640627426804571,105.67545339896105,15.017688603456833,5.640627426804571,105.67545339896105,2.093116462398724,1.950053274914522,0.002134384792358985,0.0019885009406010435,1.5355159148431201,2.0008393064621005e-16,0.9879585103852689,0.9927676150927177,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,11.666666666666666
24,0.888797799339609,1.3933145606003348,0.08055365778435367,78.0,0.01,-0.09866635072325956,-1.0319807741995646,0.07761689454110324,0.02205292681221427,1.0366867256228267,0.08068899490754375,1.001680086626884,0.9660303960576597,-5.4613750909563805,105.8611918487394,14.416992451209097,5.4613750909563805,105.8611918487394,2.0125463394519274,1.875379407619117,0.0020522261317085116,0.0019123547874341567,1.5285055404790198,1.9988266208787672e-16,0.9886159294653692,0.9931628638610952,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,12.0
0,1.5394429461116106,3.809768371784877,0.241660973353061,26.0,0.01,-0.3446228487315813,-1.090758855617474,0.3780849808441703,-0.16469274569607842,1.1439054982715189,0.4123978094326518,1.706513897178376,2.2332997405382944,-17.533816255558634,66.462195205792,35.83868513170998,17.533816255558634,66.462195205792,16.603027663620676,32.41486069377466,0.016930376493115056,0.033053958990863,2.693468123429966,2.1558557840055168e-16,0.9003163161571062,0.9396585011617274,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,4.0
1,1.4790489410946988,3.5747339494084835,0.22307166771051787,28.166666666666664,0.01,-0.31280718018547465,-1.0561645429335966,0.3454045415174803,-0.1305906943622968,1.1015134469109857,0.3692671482205364,1.6553744902276777,2.0195307858636857,-16.497854924475234,69.28937627003575,36.335979317663856,16.497854924475234,69.28937627003575,14.075935008520638,25.80702411690217,0.014353459141012107,0.026315840900717546,2.3963034532975844,1.1439621804928546e-16,0.9146734907722543,0.9484170576784681,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,4.333333333333333
2,1.425247221963202,3.3712404439688592,0.20713797715976656,30.333333333333336,0.01,-0.2901320495022002,-1.034394947291621,0.3186060417014885,-0.10497127935969124,1.0743135078415342,0.33545309552767727,1.6194668893041309,1.855855158393848,-15.668000277287035,71.76447514332781,36.43364029365321,15.668000277287035,71.76447514332781,12.209854627548328,21.092280352409908,0.012450586721814615,0.021508140244028195,2.1916246733462357,2.011352112542876e-16,0.9261605167099024,0.9554077874450132,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,4.666666666666667
3,1.3769196299952429,3.193179970533856,0.1933287786824488,32.5,0.01,-0.27263305276043587,-1.0205035426753386,0.29582159839254357,-0.08502271709163031,1.056293643865375,0.3077974666841213,1.5920933695530786,1.7258128556684864,-14.95755835568363,73.96470676354028,36.23425664219232,14.95755835568363,73.96470676354028,10.770390740191667,17.597075309453068,0.010982742057880792,0.01794402299404289,2.044919637134879,1.439861523493039e-16,0.935489283788639,0.9610741546013652,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,5.0
4,1.3331966990094135,3.0359407682643638,0.18124573001479577,34.666666666666664,0.01,-0.2582853318406908,-1.0116189334941212,0.2759849158483229,-0.06913855106165731,1.0440709646608506,0.2845132914622993,1.5697654860010959,1.6199432805124934,-14.322701192328196,75.93595120793896,35.80743534082049,14.322701192328196,75.93595120793896,9.623135624501684,14.930914104517512,0.009812867415989848,0.015225295186957333,1.9365794093525786,1.9931083233867348e-16,0.9431653207443821,0.9657293983655569,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,5.333333333333333
5,1.293390778762496,2.89597343217892,0.17058421648451366,36.83333333333333,0.01,-0.24598725876640673,-1.0059864305910915,0.25844311446201695,-0.05630415191902551,1.035624656914278,0.26450520020624907,1.5505842548467075,1.5323200738068448,-13.740538933466723,77.70964240837088,35.20596451283677,13.740538933466723,77.70964240837088,8.68543408056307,12.85105071853702,0.008856677948701206,0.013104424771493857,1.8546568932242864,1.862561885257701e-16,0.9495551838108746,0.9695996829861291,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,5.666666666666666
6,1.2569499020334356,2.7705001858156137,0.16110731556870733,39.0,0.01,-0.23511062084714127,-1.0024945107208336,0.24276776539245254,-0.045828365366451816,1.02969522095644,0.24705551397571737,1.533484144426426,1.4589593645471357,-13.198789560190022,79.30981719333215,34.47240568535369,13.198789560190022,79.30981719333215,7.903602034241203,11.198492492564263,0.008059431135241091,0.011419284355579392,1.7914820592505465,2.077863699886169e-16,0.954929658551372,0.9728515069731682,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,6.0
7,1.2234251963882203,2.657314938918705,0.15262798317035434,41.166666666666664,0.01,-0.22528265313929252,-1.0004211519389108,0.22865842593508776,-0.03721387005897636,1.0254729421356061,0.2316668898998698,1.5178533129229448,1.3970258686964687,-12.690625553033442,80.75622936375902,33.6419799815956,12.690625553033442,80.75622936375902,7.241195348746193,9.864850457600124,0.007383964298456857,0.010059347950217581,1.741930603129151,6.944684380579168e-17,0.9594921498783174,0.9756095836134925,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,6.333333333333333
8,1.1924473785453502,2.5546426339493102,0.14499658401183663,43.33333333333333,0.01,-0.21627347325007149,-0.9992890334934752,0.21589148451873577,-0.030088791205012604,1.0224249545526425,0.21797813753650244,1.503332916578973,1.344409280536046,-12.212024796396491,82.0657964166092,32.74398099592918,12.212024796396491,82.0657964166092,6.67254870288074,8.773882485005155,0.006804106094212336,0.008946870220722832,1.7024719116921507,7.295145998108445e-17,0.9633977620041159,0.9779687867767397,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,6.666666666666666
9,1.1637094837096942,2.4610382983801324,0.13809198477317772,45.5,0.01,-0.20793529966902702,-0.9987787435347194,0.20429210664640535,-0.024167573818669907,1.0201941322048667,0.20571664118954283,1.4897073246317782,1.2994843809808452,-11.760393351129295,83.25331639579372,31.80261371043656,11.760393351129295,83.25331639579372,6.1790194985863085,7.870599403307073,0.006300846363015208,0.008025777817406632,1.6706136249088148,8.555412373856042e-18,0.9667663853085522,0.980002304614558,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,7.0
10,1.1369539650869684,2.375313288181478,0.13181507637439693,47.666666666666664,0.01,-0.20016858884093644,-0.998674800011955,0.19371831796830855,-0.019226872655256275,1.0185375889664015,0.19467012957455013,1.4768426717868353,1.2609674198876495,-11.33385169722402,84.33185985176112,30.837623205169507,11.33385169722402,84.33185985176112,5.746704392730365,7.114520945969003,0.005860007640458634,0.0072547923561756605,1.6445614315381092,2.0758626611775937e-16,0.9696918403895681,0.9817673135833637,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,7.333333333333333
11,1.1119629140670966,2.2964805274618447,0.12608398609724925,49.83333333333333,0.01,-0.19290274483362158,-0.9988311338583162,0.18405162010465007,-0.015089705920410569,1.0172881120552992,0.18466915846429502,1.4646519687429513,1.2278254293394082,-10.93087099163634,85.31301553895207,29.864850932186727,10.93087099163634,85.31301553895207,5.364997252762567,6.475333759645728,0.005470774681224035,0.006603002819154072,1.6230022580093653,1.404304451349936e-16,0.9722483759941571,0.9833089967047706,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,7.666666666666666
12,1.0885505464453167,2.2237132592819497,0.1208304866765305,52.0,0.01,-0.18608494953717641,-0.999148548799999,0.1751912016030954,-0.011614477685567769,1.0163293910014595,0.17557577626496476,1.4530751393478225,1.1992159816121282,-10.550093832374074,86.20706876777348,28.896760740727046,10.550093832374074,86.20706876777348,5.025647875838806,5.930003898364371,0.005124734619710917,0.006046921118184467,1.60496158516258,4.005918903683196e-17,0.9744953584044327,0.9846634349813838,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,8.0
13,1.0665573592075308,2.1563135635306994,0.1159972672094693,54.16666666666666,0.01,-0.17967361212061275,-0.9995597632111631,0.16705017510265935,-0.008687058771869255,1.0155797985009474,0.16727589782133903,1.4420675749133827,1.1744452594241528,-10.190251107138863,87.02314671874296,27.942938968076163,10.190251107138863,87.02314671874296,4.722129389269571,5.460804245812245,0.004815231898017744,0.005568470625353454,1.5897070847253134,1.3667394874002356e-16,0.9764807038876557,0.9858597184977984,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,8.333333333333332
14,1.045845535954844,2.0936880401117364,0.11153583385525893,56.33333333333333,0.01,-0.17363448486774294,-1.0000193580258006,0.1595529897772028,-0.006214900712520932,1.0149816011936477,0.159673985162614,1.431593593228741,1.152937651626403,-9.850127595540954,87.76934513522474,27.010560836073807,9.850127595540954,87.76934513522474,4.449201901734106,5.053936333589128,0.004536923314010499,0.005153580818719061,1.576682158225294,4.6538352315615554e-17,0.9782434240342873,0.9869215085126222,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,8.666666666666666
15,1.0262952974077406,2.035328819929193,0.1074048770458049,58.5,0.01,-0.16793833426407118,-1.0004969537923052,0.15263355071502538,-0.004122565592172163,1.0144936858665377,0.15268921491362114,1.4216227336539276,1.1342129397403635,-9.528551162044977,88.4528421530672,26.10481433026672,9.528551162044977,88.4528421530672,4.202604417912042,4.6985490179117155,0.004285463861677579,0.004791186611036099,1.565459301636321,1.5811089797153473e-16,0.9798155360510165,0.9878682075995974,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,9.0
16,1.0078019755174688,1.9807985865202977,0.10356898857988331,60.66666666666666,0.01,-0.16255952600386583,-1.0009725421508469,0.1462337831451127,-0.002348278224685474,1.014086598685995,0.14625263670632532,1.4121276910367806,1.1178687078733534,-9.224392384797198,89.08000145346807,25.229275696991465,9.224392384797198,89.08000145346807,3.9788326983295748,4.386028346187784,0.004057280211213386,0.004472504215188453,1.5557069038307942,1.4015764852428202e-16,0.9812235124518248,0.9887158461737748,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,9.333333333333332
17,0.9902736475163291,1.9297186512431983,0.09999764414609422,62.83333333333333,0.01,-0.1574751499496032,-1.0014332706183757,0.14030249169871026,-0.0008412366456753873,1.013739127366142,0.14030501365225936,1.4030831911127528,1.1035664940579886,-8.936567951846854,89.65646560370715,24.386234453601816,8.936567951846854,89.65646560370715,3.7749760287920413,4.1094764410157065,0.0038494042601622796,0.004190499753754551,1.5471653118477662,1.4124128382140334e-16,0.9824893925869753,0.9894777612253547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,9.666666666666666
18,0.9736292075185081,1.8817593777878148,0.0966643893412244,65.0,0.01,-0.1526644654387063,-1.0018712167238746,0.1347944265987246,0.0004405037938761049,1.0134359249145763,0.13479514637282522,1.3944654002519956,1.0910207161191376,-8.664044625403108,90.18724007392916,23.57696902832444,8.664044625403108,90.18724007392916,3.5885952126432903,3.86332438243672,0.0036593487201473395,0.003939494508763666,1.5396293846507847,1.5247784432549038e-16,0.983631643083466,0.9901651210473111,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,10.0
19,0.9577967831467401,1.8366324317944565,0.09354618323344298,67.16666666666666,0.01,-0.14810853739874685,-1.0022818408580845,0.12966950295964394,0.0015317062433510397,1.0131658439585627,0.12967854919691624,1.3862516322371543,1.0799897143431185,-8.405842395081407,90.67676839760065,22.801976415157668,8.405842395081407,90.67676839760065,3.417629960423536,3.6430414889107294,0.0034850126806029954,0.0037148684707935227,1.532935648309266,1.4615951093329575e-16,0.9846658298798282,0.9907873345909731,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,10.333333333333332
20,0.9427124265250768,1.794084461152552,0.09062286500739788,69.33333333333333,0.01,-0.14378998668068824,-1.0026629078014877,0.12489213872415733,0.0024612869599984367,1.0129207604499806,0.12491638903119806,1.3784202146003735,1.0702684454226032,-8.161036365084499,91.1289990239182,22.061160560284748,8.161036365084499,91.1289990239182,3.2603276100135314,3.444914843277009,0.0033246089235503783,0.003512835518017885,1.5269527509759995,1.4210024009736004e-16,0.985605147496174,0.991352373524401,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,10.666666666666666
21,0.928319025165731,1.7538919072287371,0.08787671758293128,71.5,0.01,-0.13969280930482766,-1.0030137337135268,0.12043068791038908,0.0032533832628961435,1.0126947373169393,0.12047462427094276,1.3709504358449447,1.0616824863004377,-7.928757362558855,91.54744449138605,21.35398477109902,7.928757362558855,91.54744449138605,3.115187571151789,3.2658805896386993,0.003176607272770813,0.0033302713869044977,1.5215743080310107,1.4147662016419738e-16,0.986460839127102,0.9918670276181494,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,11.0
