benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.15,1.5076618753161664,361.6127007945825,10.051079168774443,1.3576618753161664,9.051079168774443,0.3,0.045,30.17026389591481,30.149610492511098,0.020653403403713355,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.15,1.5067324721629993,361.3897834482954,10.04488314775333,1.3567324721629994,9.04488314775333,0.3,0.045,30.149610492511098,30.149610492511098,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.15,1.5076618753161664,361.6127007945825,10.051079168774443,1.3576618753161664,9.051079168774443,0.3,0.045,30.17026389591481,30.149610492511098,0.020653403403713355,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.15,1.506278051927215,361.28079075474255,10.041853679514768,1.356278051927215,9.041853679514768,0.3,0.045,30.139512265049223,30.149610492511098,-0.010098227461874387,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.15,1.507207455080382,361.50370810102964,10.04804970053588,1.357207455080382,9.04804970053588,0.3,0.045,30.160165668452937,30.149610492511098,0.010555175941838968,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.1,0.32779265339213487,142.1473111476984,-3.2779265339213484,0.4277926533921349,4.277926533921349,0.3,0.03,14.259755113071163,14.259755113071163,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.1,-0.21445109355063252,-92.9967343851318,2.144510935506325,0.11445109355063252,1.144510935506325,0.3,0.03,3.815036451687751,14.259755113071163,-10.444718661383412,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.1,-0.6159249701970557,-267.09591406705545,6.159249701970557,0.5159249701970557,5.159249701970557,0.3,0.03,17.197499006568524,14.259755113071163,2.9377438934973608,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.1,-0.21445109355063252,-92.9967343851318,2.144510935506325,0.11445109355063252,1.144510935506325,0.3,0.03,3.815036451687751,14.259755113071163,-10.444718661383412,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.1,0.3277926533921348,142.14731114769836,-3.277926533921348,0.4277926533921348,4.277926533921348,0.3,0.03,14.25975511307116,14.259755113071163,-3.552713678800501e-15,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.1,0.29144570517040325,126.38545405701188,-2.9144570517040327,0.3914457051704032,3.9144570517040322,0.3,0.03,13.048190172346775,14.259755113071163,-1.2115649407243883,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.1,-0.2507980417723641,-108.75859147581829,2.507980417723641,0.15079804177236408,1.5079804177236407,0.3,0.03,5.026601392412136,14.259755113071163,-9.233153720659027,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.063,-0.10190115501066861,-73.3229760879266,-1.617478650962994,0.1649011550106686,2.6174786509629935,0.15,0.00945,17.449857673086623,17.449857673086623,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.063,0.11136110204272634,80.12988097484374,1.7676365403607355,0.04836110204272634,0.7676365403607356,0.15,0.00945,5.117576935738237,17.449857673086623,-12.332280737348386,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.063,0.2719506527012958,195.68209215121743,4.316677027004696,0.2089506527012958,3.3166770270046952,0.15,0.00945,22.111180180031305,17.449857673086623,4.661322506944682,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.063,0.114996343766439,82.74561915714119,1.8253387899434763,0.051996343766438996,0.8253387899434761,0.15,0.00945,5.5022585996231745,17.449857673086623,-11.947599073463447,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.063,-0.10553639673438134,-75.9387142702241,-1.6751809005457354,0.16853639673438134,2.6751809005457354,0.15,0.00945,17.83453933697157,17.449857673086623,0.3846816638849475,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.063,-0.08717792944967305,-62.72887913551225,-1.3837766579313184,0.15017792944967306,2.3837766579313184,0.15,0.00945,15.89184438620879,17.449857673086623,-1.5580132868778325,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.063,0.12608432760372182,90.72397792725805,2.00133853339241,0.06308432760372182,1.0013385333924099,0.15,0.00945,6.675590222616066,17.449857673086623,-10.774267450470557,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.09,1.744839140379863,2269.9489109069536,19.38710155977626,1.654839140379863,18.387101559776255,0.15,0.0135,122.58067706517504,122.58067706517504,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.09,1.4255416954208155,1854.558820974439,15.839352171342396,1.3355416954208155,14.839352171342394,0.15,0.0135,98.92901447561596,122.58067706517504,-23.65166258955908,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.09,1.18606768069158,1543.0150423274285,13.178529785462002,1.09606768069158,12.178529785461999,0.15,0.0135,81.19019856974666,122.58067706517504,-41.39047849542838,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.09,1.425169934159548,1854.0751780697137,15.835221490661647,1.335169934159548,14.835221490661645,0.15,0.0135,98.90147660441096,122.58067706517504,-23.67920046076408,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.09,1.7452109016411295,2270.4325538116773,19.391232240456997,1.6552109016411294,18.391232240456993,0.15,0.0135,122.60821493637995,122.58067706517504,0.027537871204913245,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.09,1.762223562159139,2292.56517871719,19.58026180176821,1.6722235621591388,18.58026180176821,0.15,0.0135,123.86841201178807,122.58067706517504,1.2877349466130283,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.09,1.4429261172000911,1877.1750887846754,16.03251241333435,1.352926117200091,15.032512413334345,0.15,0.0135,100.21674942222897,122.58067706517504,-22.363927642946066,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
