count,field,source,lag,mode,reference,quad_error_estimate,value,absolute_error
64,24,48,1,normal,-0.0012799862883347613,1.168794717653081e-14,-0.001279989604259434,3.3159246726460062e-09
64,24,48,128,green,0.1407945134654531,6.925970000515885e-15,0.14012218368244564,0.0006723297830074637
64,24,48,128,normal,-0.016968097843431573,2.3299808718601995e-14,-0.016968524852253662,4.2700882208965285e-07
64,24,48,512,green,0.027072035903959162,9.140063554104183e-11,0.0243301592728109,0.002741876631148263
64,24,48,512,normal,0.0003067777181970885,8.633726806400732e-11,0.00030490503990714807,1.872678289940421e-06
64,48,48,1,green,0.002773623099468288,1.3790526208890523e-15,0.002768376325616301,5.246773851986814e-06
64,48,48,1,normal,-0.001540797210686321,4.990837511869275e-14,-0.0015408005292637979,3.3185774768376003e-09
64,48,48,128,green,0.13356161209467693,1.7228071993399228e-15,0.1328891738855444,0.000672438209132542
64,48,48,128,normal,-0.012040625695794338,5.913175412432473e-15,-0.012041053048752422,4.273529580836599e-07
64,48,48,512,green,0.02715541137745148,9.2806899138368e-12,0.024413059077942837,0.0027423522995086436
64,48,48,512,normal,0.0003138749957947119,6.878916353298777e-11,0.00031200063306609135,1.8743627286205394e-06
64,95,95,1,green,0.08821332589225156,9.793646548434016e-16,0.08820688723062119,6.438661630372988e-06
64,95,95,1,normal,-0.01583841519066402,1.7584173218248035e-16,-0.015839972350142416,1.5571594783950204e-06
64,95,95,128,green,0.10927450496209674,1.4369924718442247e-12,0.10864362729940959,0.0006308776626871571
64,95,95,128,normal,0.0018186677434228306,6.341355020939431e-12,0.001817187087454877,1.4806559679536677e-06
64,95,95,512,green,0.01401659282021631,3.2753467110415617e-12,0.012566178772224771,0.0014504140479915384
64,95,95,512,normal,0.005144486503001916,9.996454030250046e-13,0.004614642639287795,0.0005298438637141214
128,0,0,1,green,0.08821332589225193,9.793646548434057e-16,0.0882117415048427,1.5843874092286159e-06
128,0,0,1,normal,-0.015838415190663906,1.7584173218247907e-16,-0.01583879835539138,3.8316472747434993e-07
128,0,0,128,green,0.1092745049620967,1.4369932207313566e-12,0.10911939662843148,0.00015510833366522148
128,0,0,128,normal,0.0018186677434228436,6.341355100308606e-12,0.0018183031811459765,3.645622768670871e-07
128,0,0,512,green,0.014016592820216174,3.2755883314249308e-12,0.013665235707176891,0.00035135711303928285
128,0,0,512,normal,0.005144486503001895,9.996575330132653e-13,0.005016131471472002,0.00012835503152989255
128,0,95,1,green,0.0011563715779932136,1.564690963059244e-12,0.00110756157435618,4.881000363703364e-05
128,0,95,1,normal,0.01691862674020579,4.058931532893717e-11,0.016176209460539746,0.000742417279666046
128,0,95,128,green,0.27039814981972643,3.873392917530368e-11,0.27058956664169337,0.00019141682196693877
128,0,95,128,normal,-0.32915847728911735,4.5010093152444686e-14,-0.32382660321818596,0.005331874070931386
128,0,95,512,green,0.14929699942566854,1.4163840927217742e-11,0.14874398982485013,0.000553009600818416
128,0,95,512,normal,-1.9737502539820704,1.0018021527163816e-10,-1.9815429961962512,0.007792742214180803
128,0,48,1,green,0.0027291515884057295,1.167836003072918e-11,0.0027278617534229354,1.2898349827940823e-06
128,0,48,1,normal,-4.92145145685467e-05,1.044842525575847e-14,-4.921471480715365e-05,2.002386069455131e-10
128,0,48,128,green,0.16325912888409982,1.3243213627502429e-11,0.16309397877757595,0.00016515010652387585
128,0,48,128,normal,-0.03341589279251827,7.106758399978136e-11,-0.033415918428906705,2.5636388435723578e-08
128,0,48,512,green,0.026878001497514216,4.892662994583977e-11,0.02621430527683346,0.0006636962206807567
128,0,48,512,normal,0.00029261156022593847,1.0613519244523014e-11,0.00029250670101736714,1.0485920857132699e-07
128,24,48,1,green,0.002754982714289664,4.8666685102411594e-12,0.002753692752816757,1.2899614729067373e-06
128,24,48,1,normal,-0.0012799862883347613,1.168794717653081e-14,-0.0012799864884313502,2.0009658882082226e-10
128,24,48,128,green,0.1407945134654531,6.925970000515885e-15,0.14062934714554562,0.00016516631990748376
128,24,48,128,normal,-0.016968097843431573,2.3299808718601995e-14,-0.016968123493690066,2.5650258493603584e-08
128,24,48,512,green,0.027072035903959162,9.140063554104183e-11,0.026408273369369857,0.0006637625345893051
128,24,48,512,normal,0.0003067777181970885,8.633726806400732e-11,0.0003066728072665764,1.049109305120764e-07
128,48,48,1,green,0.002773623099468288,1.3790526208890523e-15,0.002772333087297436,1.290012170852145e-06
128,48,48,1,normal,-0.001540797210686321,4.990837511869275e-14,-0.0015407974108219578,2.001356367957452e-10
128,48,48,128,green,0.13356161209467693,1.7228071993399228e-15,0.13339643927582306,0.0001651728188538648
128,48,48,128,normal,-0.012040625695794338,5.913175412432473e-15,-0.012040651351067338,2.5655272999774992e-08
128,48,48,512,green,0.02715541137745148,9.2806899138368e-12,0.026491622261318286,0.0006637891161331948
128,48,48,512,normal,0.0003138749957947119,6.878916353298777e-11,0.00031377006379831076,1.0493199640112692e-07
128,95,95,1,green,0.08821332589225156,9.793646548434016e-16,0.08821174150484232,1.5843874092424937e-06
128,95,95,1,normal,-0.01583841519066402,1.7584173218248035e-16,-0.01583879835539149,3.831647274708805e-07
128,95,95,128,green,0.10927450496209674,1.4369924718442247e-12,0.10911939662843143,0.00015510833366531862
128,95,95,128,normal,0.0018186677434228306,6.341355020939431e-12,0.0018183031811459533,3.645622768772786e-07
128,95,95,512,green,0.01401659282021631,3.2753467110415617e-12,0.013665235707177018,0.0003513571130392915
128,95,95,512,normal,0.005144486503001916,9.996454030250046e-13,0.005016131471472023,0.00012835503152989342
256,0,0,1,green,0.08821332589225193,9.793646548434057e-16,0.08821293289769952,3.929945524144829e-07
256,0,0,1,normal,-0.015838415190663906,1.7584173218247907e-16,-0.015838510230875416,9.50402115097726e-08
256,0,0,128,green,0.1092745049620967,1.4369932207313566e-12,0.10923603974893484,3.8465213161864575e-05
256,0,0,128,normal,0.0018186677434228436,6.341355100308606e-12,0.001818577303714184,9.043970865957318e-08
256,0,0,512,green,0.014016592820216174,3.2755883314249308e-12,0.013929770240385407,8.682257983076702e-05
256,0,0,512,normal,0.005144486503001895,9.996575330132653e-13,0.00511276900372933,3.1717499272564814e-05
256,0,95,1,green,0.0011563715779932136,1.564690963059244e-12,0.0011443382335076906,1.2033344485523059e-05
256,0,95,1,normal,0.01691862674020579,4.058931532893717e-11,0.016735770146015926,0.00018285659418986605
256,0,95,128,green,0.27039814981972643,3.873392917530368e-11,0.27044501022705225,4.686040732582164e-05
256,0,95,128,normal,-0.32915847728911735,4.5010093152444686e-14,-0.32784571533849044,0.0013127619506269061
256,0,95,512,green,0.14929699942566854,1.4163840927217742e-11,0.14915976640207915,0.00013723302358939482
256,0,95,512,normal,-1.9737502539820704,1.0018021527163816e-10,-1.9756402438645797,0.0018899898825093242
256,0,48,1,green,0.0027291515884057295,1.167836003072918e-11,0.002728831687894124,3.199005116053151e-07
256,0,48,1,normal,-4.92145145685467e-05,1.044842525575847e-14,-4.921452692619424e-05,1.2357647538726799e-11
256,0,48,128,green,0.16325912888409982,1.3243213627502429e-11,0.16321817846915432,4.095041494550644e-05
256,0,48,128,normal,-0.03341589279251827,7.106758399978136e-11,-0.03341589436693588,1.5744176101728513e-09
256,0,48,512,green,0.026878001497514216,4.892662994583977e-11,0.026714010545289456,0.00016399095222476012
256,0,48,512,normal,0.00029261156022593847,1.0613519244523014e-11,0.000292605226289654,6.333936284480795e-09
256,24,48,1,green,0.002754982714289664,4.8666685102411594e-12,0.0027546628060006843,3.1990828897954585e-07
256,24,48,1,normal,-0.0012799862883347613,1.168794717653081e-14,-0.0012799863006352783,1.2300516941815554e-11
256,24,48,128,green,0.1407945134654531,6.925970000515885e-15,0.1407535620549627,4.095141049040296e-05
256,24,48,128,normal,-0.016968097843431573,2.3299808718601995e-14,-0.016968099418474436,1.5750428634941915e-09
256,24,48,512,green,0.027072035903959162,9.140063554104183e-11,0.026908040947530406,0.00016399495642875628
256,24,48,512,normal,0.0003067777181970885,8.633726806400732e-11,0.0003067713832806926,6.334916395872147e-09
256,48,48,1,green,0.002773623099468288,1.3790526208890523e-15,0.0027733031880643995,3.1991140388848427e-07
256,48,48,1,normal,-0.001540797210686321,4.990837511869275e-14,-0.0015407972229874304,1.23011093498826e-11
256,48,48,128,green,0.13356161209467693,1.7228071993399228e-15,0.13352066028533224,4.09518093446859e-05
256,48,48,128,normal,-0.012040625695794338,5.913175412432473e-15,-0.012040627270913304,1.5751189658130826e-09
256,48,48,512,green,0.02715541137745148,9.2806899138368e-12,0.02699141481680518,0.0001639965606462998
256,48,48,512,normal,0.0003138749957947119,6.878916353298777e-11,0.00031386866057014684,6.335224565052425e-09
256,95,95,1,green,0.08821332589225156,9.793646548434016e-16,0.08821293289769913,3.929945524283607e-07
256,95,95,1,normal,-0.01583841519066402,1.7584173218248035e-16,-0.01583851023087552,9.504021149936426e-08
256,95,95,128,green,0.10927450496209674,1.4369924718442247e-12,0.10923603974893496,3.846521316178131e-05
256,95,95,128,normal,0.0018186677434228306,6.341355020939431e-12,0.0018185773037141717,9.043970865892266e-08
256,95,95,512,green,0.01401659282021631,3.2753467110415617e-12,0.013929770240385496,8.682257983081386e-05
256,95,95,512,normal,0.005144486503001916,9.996454030250046e-13,0.005112769003729341,3.171749927257522e-05
