count,field,source,lag,mode,reference,quad_error_estimate,value,absolute_error
64,95,95,1,normal,-0.07419108338809227,8.236864899934501e-16,-0.07418588946913773,5.193918954538024e-06
64,95,95,128,green,0.11255781015447283,4.413280545591085e-12,0.10972141722390913,0.0028363929305637026
64,95,95,128,normal,-0.008862744463849657,6.479950040091942e-12,-0.008633793493072996,0.00022895097077666078
64,95,95,512,green,0.025292682624524065,4.779365842501261e-12,0.014151062064222284,0.01114162056030178
64,95,95,512,normal,0.002189671791102606,5.962674510574884e-11,0.0012478605899151982,0.0009418112011874077
128,0,0,1,green,0.16003645474950187,1.7767615684227896e-15,0.16002997878142436,6.475968077512828e-06
128,0,0,1,normal,-0.07419108338809269,8.236864899934547e-16,-0.07418980519813954,1.2781899531438823e-06
128,0,0,128,green,0.11255781015447308,4.413151552637613e-12,0.11186252136941387,0.0006952887850592143
128,0,0,128,normal,-0.008862744463849898,6.479907837522378e-12,-0.008806590280028384,5.615418382151453e-05
128,0,0,512,green,0.025292682624523992,4.77916337367478e-12,0.02272935577407798,0.0025633268504460134
128,0,0,512,normal,0.0021896717911026563,5.962661845785903e-11,0.0019727291981005597,0.00021694259300209656
128,0,95,1,green,-6.628961719197152e-05,2.860170860096467e-12,1.816636708918345e-05,8.445598428115497e-05
128,0,95,1,normal,-0.008863380766527013,8.4321497804808e-11,-0.0021426111842861285,0.006720769582240884
128,0,95,128,green,0.2788746442849512,6.576372323177735e-11,0.2782186085126593,0.0006560357722918964
128,0,95,128,normal,-0.19563053251361257,7.811324687346556e-11,-0.20212220479317886,0.006491672279566291
128,0,95,512,green,0.13402254392996246,5.893004263199032e-11,0.13131554893784522,0.00270699499211724
128,0,95,512,normal,-1.7014359067217675,1.0091442267137667e-10,-1.674471630242895,0.02696427647887245
128,0,48,1,green,0.0027291515884456715,1.1689592409281843e-11,0.002723990054281636,5.161534164035541e-06
128,0,48,1,normal,-4.921451564701363e-05,2.431346913441695e-13,-4.921772205664448e-05,3.2064096308558293e-09
128,0,48,128,green,0.16325912888408955,1.467273679400978e-11,0.1625976301158669,0.0006614987682226625
128,0,48,128,normal,-0.03341589279216481,3.718808685139994e-11,-0.033416305653179296,4.128610144871203e-07
128,0,48,512,green,0.02687800149735632,5.022858848681769e-11,0.024181213163468242,0.002696788333888079
128,0,48,512,normal,0.00029261156554020486,4.552664718875908e-11,0.0002908039941851064,1.8075713550984784e-06
128,24,48,1,green,0.002754982714289664,4.866668672871485e-12,0.002749819149388453,5.163564901210747e-06
128,24,48,1,normal,-0.0012799862883347605,1.1687296655227318e-14,-0.0012799895008148469,3.212480086415767e-09
128,24,48,128,green,0.1407945134654531,6.870458849284627e-15,0.14013275321343233,0.0006617602520207766
128,24,48,128,normal,-0.01696809784343158,2.3292869824698088e-14,-0.01696851149172556,4.136482939821884e-07
128,24,48,512,green,0.027072035903959162,9.140063554104183e-11,0.02437410249391296,0.0026979334100462014
128,24,48,512,normal,0.0003067777181970928,8.633725418621951e-11,0.0003049663091595869,1.811409037505852e-06
128,48,48,1,green,0.002773623099468288,1.3789713057261159e-15,0.002768458718907654,5.164380560633997e-06
128,48,48,1,normal,-0.001540797210686321,4.990859195912725e-14,-0.001540800425695678,3.215009357045509e-09
128,48,48,128,green,0.13356161209467693,1.7783183505711806e-15,0.1328997468138432,0.0006618652808337289
128,48,48,128,normal,-0.012040625695794338,5.927053200240287e-15,-0.012041039672128924,4.1397633458555017e-07
128,48,48,512,green,0.02715541137745148,9.2806899138368e-12,0.02445701788767256,0.002698393489778919
128,48,48,512,normal,0.0003138749957947119,6.878916353298777e-11,0.00031206198626728717,1.813009527424725e-06
128,95,95,1,green,0.16003645474950012,1.7767615684227703e-15,0.16002997878142272,6.475968077401806e-06
128,95,95,1,normal,-0.07419108338809227,8.236864899934501e-16,-0.07418980519813918,1.2781899530883711e-06
128,95,95,128,green,0.11255781015447283,4.413280545591085e-12,0.11186252136941374,0.0006952887850590894
128,95,95,128,normal,-0.008862744463849657,6.479950040091942e-12,-0.008806590280028136,5.615418382152147e-05
128,95,95,512,green,0.025292682624524065,4.779365842501261e-12,0.022729355774078006,0.0025633268504460585
128,95,95,512,normal,0.002189671791102606,5.962674510574884e-11,0.0019727291981005116,0.0002169425930020944
256,0,0,1,green,0.16003645474950187,1.7767615684227896e-15,0.16003484844744098,1.606302060891407e-06
256,0,0,1,normal,-0.07419108338809269,8.236864899934547e-16,-0.07419076633718642,3.170509062649929e-07
256,0,0,128,green,0.11255781015447308,4.413151552637613e-12,0.11238551101622062,0.0001722991382524658
256,0,0,128,normal,-0.008862744463849898,6.479907837522378e-12,-0.008848827064692316,1.391739915758243e-05
256,0,0,512,green,0.025292682624523992,4.77916337367478e-12,0.02466652979009289,0.000626152834431102
256,0,0,512,normal,0.0021896717911026563,5.962661845785903e-11,0.002136664375580451,5.3007415522205066e-05
256,0,95,1,green,-6.628961719197152e-05,2.860170860096467e-12,-4.787330890291742e-05,1.8416308289054103e-05
256,0,95,1,normal,-0.008863380766527013,8.4321497804808e-11,-0.007382507770798775,0.001480872995728238
256,0,95,128,green,0.2788746442849512,6.576372323177735e-11,0.27871050446049334,0.00016413982445784292
256,0,95,128,normal,-0.19563053251361257,7.811324687346556e-11,-0.19684989552827103,0.00121936301465847
256,0,95,512,green,0.13402254392996246,5.893004263199032e-11,0.13336641279053282,0.0006561311394296387
256,0,95,512,normal,-1.7014359067217675,1.0091442267137667e-10,-1.696699941469088,0.004735965252679497
256,0,48,1,green,0.0027291515884456715,1.1689592409281843e-11,0.0027278718513902515,1.2797370554200327e-06
256,0,48,1,normal,-4.921451564701363e-05,2.431346913441695e-13,-4.921471252955886e-05,1.9688254523334177e-10
256,0,48,128,green,0.16325912888408955,1.467273679400978e-11,0.1630952721128688,0.00016385677122074394
256,0,48,128,normal,-0.03341589279216481,3.718808685139994e-11,-0.033415918030103714,2.5237938905409152e-08
256,0,48,512,green,0.02687800149735632,5.022858848681769e-11,0.02621952709152462,0.0006584744058317007
256,0,48,512,normal,0.00029261156554020486,4.552664718875908e-11,0.00029250836040105934,1.032051391455205e-07
256,24,48,1,green,0.002754982714289664,4.866668672871485e-12,0.0027537028527272536,1.279861562410254e-06
256,24,48,1,normal,-0.0012799862883347605,1.1687296655227318e-14,-0.0012799864853092443,1.9697448381574e-10
256,24,48,128,green,0.1407945134654531,6.870458849284627e-15,0.1406306407339426,0.0001638727315105004
256,24,48,128,normal,-0.01696809784343158,2.3292869824698088e-14,-0.016968123093176687,2.5249745107258637e-08
256,24,48,512,green,0.027072035903959162,9.140063554104183e-11,0.026413496231084552,0.0006585396728746098
256,24,48,512,normal,0.0003067777181970928,8.633725418621951e-11,0.00030667446348170804,1.0325471538473897e-07
256,48,48,1,green,0.002773623099468288,1.3789713057261159e-15,0.002772343187999248,1.2799114690398641e-06
256,48,48,1,normal,-0.001540797210686321,4.990859195912725e-14,-0.001540797407698941,1.9701261997663588e-10
256,48,48,128,green,0.13356161209467693,1.7783183505711806e-15,0.1333977329657324,0.00016387912894452739
256,48,48,128,normal,-0.012040625695794338,5.927053200240287e-15,-0.012040650950436849,2.52546425109218e-08
256,48,48,512,green,0.02715541137745148,9.2806899138368e-12,0.026496845542824273,0.0006585658346272075
256,48,48,512,normal,0.0003138749957947119,6.878916353298777e-11,0.00031377172051336806,1.0327528134383094e-07
256,95,95,1,green,0.16003645474950012,1.7767615684227703e-15,0.1600348484474396,1.6063020605305844e-06
256,95,95,1,normal,-0.07419108338809227,8.236864899934501e-16,-0.07419076633718602,3.170509062511151e-07
256,95,95,128,green,0.11255781015447283,4.413280545591085e-12,0.11238551101622057,0.00017229913825225762
256,95,95,128,normal,-0.008862744463849657,6.479950040091942e-12,-0.008848827064692071,1.39173991575859e-05
256,95,95,512,green,0.025292682624524065,4.779365842501261e-12,0.024666529790092987,0.0006261528344310777
256,95,95,512,normal,0.002189671791102606,5.962674510574884e-11,0.0021366643755803914,5.300741552221461e-05
512,0,0,1,green,0.16003645474950187,1.7767615684227896e-15,0.16003605474521418,4.0000428769282337e-07
512,0,0,1,normal,-0.07419108338809269,8.236864899934547e-16,-0.074191004434995,7.895309768468639e-08
512,0,0,128,green,0.11255781015447308,4.413151552637613e-12,0.11251491379739109,4.289635708198958e-05
512,0,0,128,normal,-0.008862744463849898,6.479907837522378e-12,-0.00885927941216646,3.46505168343815e-06
512,0,0,512,green,0.025292682624523992,4.77916337367478e-12,0.02513733657742351,0.00015534604710048042
512,0,0,512,normal,0.0021896717911026563,5.962661845785903e-11,0.002176520017314859,1.3151773787797166e-05
512,0,95,1,green,-6.628961719197152e-05,2.860170860096467e-12,-6.183092651124932e-05,4.4586906807222e-06
512,0,95,1,normal,-0.008863380766527013,8.4321497804808e-11,-0.00850396112109372,0.00035941964543329333
512,0,95,128,green,0.2788746442849512,6.576372323177735e-11,0.27883371519605477,4.092908889641311e-05
512,0,95,128,normal,-0.19563053251361257,7.811324687346556e-11,-0.19591683440661953,0.00028630189300696274
512,0,95,512,green,0.13402254392996246,5.893004263199032e-11,0.13385995303967277,0.0001625908902896933
512,0,95,512,normal,-1.7014359067217675,1.0091442267137667e-10,-1.700332268788614,0.0011036379331534896
512,0,48,1,green,0.0027291515884456715,1.1689592409281843e-11,0.002728832938807197,3.186496384745448e-07
512,0,48,1,normal,-4.921451564701363e-05,2.431346913441695e-13,-4.921452785009521e-05,1.220308158315182e-11
512,0,48,128,green,0.16325912888408955,1.467273679400978e-11,0.16321833860581,4.079027827955106e-05
512,0,48,128,normal,-0.03341589279216481,3.718808685139994e-11,-0.03341589435472919,1.5625643834393799e-09
512,0,48,512,green,0.02687800149735632,5.022858848681769e-11,0.026714652570628685,0.00016334892672763626
512,0,48,512,normal,0.00029261156554020486,4.552664718875908e-11,0.00029260528095320274,6.284587002116249e-09
512,24,48,1,green,0.002754982714289664,4.866668672871485e-12,0.0027546640569368927,3.1865735277119417e-07
512,24,48,1,normal,-0.0012799862883347605,1.1687296655227318e-14,-0.0012799863005392592,1.220449869637763e-11
512,24,48,128,green,0.1407945134654531,6.870458849284627e-15,0.14075372219938384,4.07912660692622e-05
512,24,48,128,normal,-0.01696809784343158,2.3292869824698088e-14,-0.016968099406177547,1.5627459673539512e-09
512,24,48,512,green,0.027072035903959162,9.140063554104183e-11,0.026908683004366316,0.00016335289959284668
512,24,48,512,normal,0.0003067777181970928,8.633725418621951e-11,0.00030677143287497594,6.285322116830576e-09
512,48,48,1,green,0.002773623099468288,1.3789713057261159e-15,0.002773304439024925,3.186604433632126e-07
512,48,48,1,normal,-0.001540797210686321,4.990859195912725e-14,-0.0015407972228914056,1.2205084599231641e-11
512,48,48,128,green,0.13356161209467693,1.7783183505711806e-15,0.1335208204328676,4.0791661809341795e-05
512,48,48,128,normal,-0.012040625695794338,5.927053200240287e-15,-0.012040627258615513,1.5628211745555287e-09
512,48,48,512,green,0.02715541137745148,9.2806899138368e-12,0.026992056886201137,0.00016335449125034346
512,48,48,512,normal,0.0003138749957947119,6.878916353298777e-11,0.0003138687101680402,6.285626671714492e-09
512,95,95,1,green,0.16003645474950012,1.7767615684227703e-15,0.16003605474521249,4.000042876373122e-07
512,95,95,1,normal,-0.07419108338809227,8.236864899934501e-16,-0.07419100443499459,7.895309768468639e-08
512,95,95,128,green,0.11255781015447283,4.413280545591085e-12,0.112514913797391,4.289635708183692e-05
512,95,95,128,normal,-0.008862744463849657,6.479950040091942e-12,-0.00885927941216623,3.4650516834277417e-06
512,95,95,512,green,0.025292682624524065,4.779365842501261e-12,0.02513733657742351,0.00015534604710055328
512,95,95,512,normal,0.002189671791102606,5.962674510574884e-11,0.002176520017314799,1.3151773787807141e-05
