axis,level,omega,component,real,imag
matching_control_boundary,1,16.734,A35,0.009546790962162871,0.0
matching_control_boundary,1,16.734,A53,0.014925674242121328,0.0
matching_control_boundary,1,16.734,A55,0.012234858406247492,0.0
matching_control_boundary,1,16.734,B33,0.35839507578303986,0.0
matching_control_boundary,1,16.734,B35,-0.12954359212686747,0.0
matching_control_boundary,1,16.734,B53,0.16290157840188418,0.0
matching_control_boundary,1,16.734,B55,0.005766790295588701,0.0
matching_control_boundary,1,16.734,F3,0.06129098578950907,-0.3392322241078544
matching_control_boundary,1,16.734,F5,0.13588753334985934,0.008155649015780465
matching_control_boundary,1,5.601,A33,0.32385629874493727,0.0
matching_control_boundary,1,5.601,A35,0.05823306031437212,0.0
matching_control_boundary,1,5.601,A53,-0.019348089393951676,0.0
matching_control_boundary,1,5.601,A55,0.03383357255090315,0.0
matching_control_boundary,1,5.601,B33,0.23289820807723932,0.0
matching_control_boundary,1,5.601,B35,-0.20405857965086205,0.0
matching_control_boundary,1,5.601,B53,0.23358226018927997,0.0
matching_control_boundary,1,5.601,B55,0.03454661882566609,0.0
matching_control_boundary,1,5.601,F3,-0.04460829827638896,-0.7041627501854218
matching_control_boundary,1,5.601,F5,0.04048005595650892,-0.06281236600574364
matching_control_boundary,2,16.734,A33,0.19614605312401454,0.0
matching_control_boundary,2,16.734,A35,0.00953711851436371,0.0
matching_control_boundary,2,16.734,A53,0.014932934268873427,0.0
matching_control_boundary,2,16.734,A55,0.012238425741615466,0.0
matching_control_boundary,2,16.734,B33,0.35851647918484103,0.0
matching_control_boundary,2,16.734,B35,-0.12958695253209243,0.0
matching_control_boundary,2,16.734,B53,0.16293876077079933,0.0
matching_control_boundary,2,16.734,B55,0.005776637620401982,0.0
matching_control_boundary,2,16.734,F3,0.061238199096314075,-0.33912846977214056
matching_control_boundary,2,16.734,F5,0.13587899957437502,0.008115924824477913
matching_control_boundary,2,5.601,A33,0.3240023209886184,0.0
matching_control_boundary,2,5.601,A35,0.058297478463090566,0.0
matching_control_boundary,2,5.601,A53,-0.01939920276372701,0.0
matching_control_boundary,2,5.601,A55,0.033833143584146706,0.0
matching_control_boundary,2,5.601,B33,0.23327065638967068,0.0
matching_control_boundary,2,5.601,B35,-0.20408064732244924,0.0
matching_control_boundary,2,5.601,B53,0.23365348442242753,0.0
matching_control_boundary,2,5.601,B55,0.03459047398780134,0.0
matching_control_boundary,2,5.601,F3,-0.0447925454446558,-0.7041058977078452
matching_control_boundary,2,5.601,F5,0.04048269928795016,-0.06282850180659892
free_surface_substeps,0,16.734,A33,0.19615567465181397,0.0
free_surface_substeps,0,16.734,A35,0.009546790962162837,0.0
free_surface_substeps,0,16.734,A53,0.014925674242121309,0.0
free_surface_substeps,0,16.734,A55,0.012234858406247497,0.0
free_surface_substeps,0,16.734,B33,0.35839507578303853,0.0
free_surface_substeps,0,16.734,B35,-0.12954359212686783,0.0
free_surface_substeps,0,16.734,B53,0.1629015784018844,0.0
free_surface_substeps,0,16.734,B55,0.005766790295588734,0.0
free_surface_substeps,0,16.734,F3,0.06129098578950911,-0.33923222410785464
free_surface_substeps,0,16.734,F5,0.13588753334985937,0.00815564901578051
free_surface_substeps,0,5.601,A33,0.3238562987449372,0.0
free_surface_substeps,0,5.601,A35,0.05823306031437206,0.0
free_surface_substeps,0,5.601,A53,-0.019348089393951638,0.0
free_surface_substeps,0,5.601,A55,0.03383357255090314,0.0
free_surface_substeps,0,5.601,B33,0.23289820807723902,0.0
free_surface_substeps,0,5.601,B35,-0.20405857965086194,0.0
free_surface_substeps,0,5.601,B53,0.23358226018927997,0.0
free_surface_substeps,0,5.601,B55,0.03454661882566606,0.0
free_surface_substeps,0,5.601,F3,-0.044608298276388916,-0.7041627501854218
free_surface_substeps,0,5.601,F5,0.04048005595650892,-0.06281236600574362
free_surface_substeps,1,16.734,A33,0.19615567465181377,0.0
free_surface_substeps,1,16.734,A35,0.009546790962162871,0.0
free_surface_substeps,1,16.734,A53,0.014925674242121328,0.0
free_surface_substeps,1,16.734,A55,0.012234858406247492,0.0
free_surface_substeps,1,16.734,B33,0.35839507578303986,0.0
free_surface_substeps,1,16.734,B35,-0.12954359212686747,0.0
free_surface_substeps,1,16.734,B53,0.16290157840188418,0.0
free_surface_substeps,1,16.734,B55,0.005766790295588701,0.0
free_surface_substeps,1,16.734,F3,0.06129098578950907,-0.3392322241078544
free_surface_substeps,1,16.734,F5,0.13588753334985934,0.008155649015780465
free_surface_substeps,1,5.601,A33,0.32385629874493727,0.0
free_surface_substeps,1,5.601,A35,0.05823306031437212,0.0
free_surface_substeps,1,5.601,A53,-0.019348089393951676,0.0
free_surface_substeps,1,5.601,A55,0.03383357255090315,0.0
free_surface_substeps,1,5.601,B33,0.23289820807723932,0.0
free_surface_substeps,1,5.601,B35,-0.20405857965086205,0.0
free_surface_substeps,1,5.601,B53,0.23358226018927997,0.0
free_surface_substeps,1,5.601,B55,0.03454661882566609,0.0
free_surface_substeps,1,5.601,F3,-0.04460829827638896,-0.7041627501854218
free_surface_substeps,1,5.601,F5,0.04048005595650892,-0.06281236600574364
free_surface_substeps,2,16.734,A33,0.19615567465181363,0.0
free_surface_substeps,2,16.734,A35,0.009546790962162746,0.0
free_surface_substeps,2,16.734,A53,0.01492567424212133,0.0
free_surface_substeps,2,16.734,A55,0.012234858406247509,0.0
free_surface_substeps,2,16.734,B33,0.3583950757830368,0.0
free_surface_substeps,2,16.734,B35,-0.12954359212686775,0.0
free_surface_substeps,2,16.734,B53,0.1629015784018846,0.0
free_surface_substeps,2,16.734,B55,0.005766790295588728,0.0
free_surface_substeps,2,16.734,F3,0.061290985789508895,-0.33923222410785453
free_surface_substeps,2,16.734,F5,0.13588753334985934,0.008155649015780538
free_surface_substeps,2,5.601,A33,0.3238562987449371,0.0
free_surface_substeps,2,5.601,A35,0.05823306031437217,0.0
free_surface_substeps,2,5.601,A53,-0.01934808939395172,0.0
free_surface_substeps,2,5.601,A55,0.0338335725509031,0.0
free_surface_substeps,2,5.601,B33,0.2328982080772396,0.0
free_surface_substeps,2,5.601,B35,-0.20405857965086163,0.0
free_surface_substeps,2,5.601,B53,0.23358226018927986,0.0
free_surface_substeps,2,5.601,B55,0.03454661882566611,0.0
free_surface_substeps,2,5.601,F3,-0.044608298276388944,-0.7041627501854218
free_surface_substeps,2,5.601,F5,0.040480055956508915,-0.06281236600574362
