sigma,coefficient,component,value_nondimensional,fraction_of_calculated_total,calculated_total_nondimensional,source_raw_target_nondimensional,raw_target_minus_calculated
1.4,B35,longitudinal_bin_forward_post_chine,-0.8961996364185064,0.22521207060618642,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,longitudinal_bin_forward_post_chine,0.21367126489268004,0.28155528699112037,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,longitudinal_bin_forward_post_chine,-0.26962553995702915,-0.08455600666039301,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,longitudinal_bin_middle_post_chine,0.0495230070932988,0.05507692070295438,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,longitudinal_bin_middle_post_chine,0.5955949977213998,6.598771317618053,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,longitudinal_bin_middle_post_chine,-0.02095119112904246,0.09194623916678063,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,longitudinal_bin_middle_post_chine,-0.20453551704514386,1.0556463400529312,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,longitudinal_bin_middle_post_chine,0.4826644287333658,0.22028922413492835,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,longitudinal_bin_middle_post_chine,-1.4928743881974902,0.3751545062710737,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,longitudinal_bin_middle_post_chine,-0.1687611978181695,-0.22237715262520424,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,longitudinal_bin_middle_post_chine,0.5781673032383225,0.1813163484113277,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,longitudinal_bin_pre_chine,-0.5015559959128921,-0.557804572790646,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,longitudinal_bin_pre_chine,-0.03853610147127103,-0.4269527481834078,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,longitudinal_bin_pre_chine,-0.670595259265023,2.9429692905154203,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,longitudinal_bin_pre_chine,-0.2729838625158806,1.408921147395627,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,longitudinal_bin_pre_chine,0.5635337957020289,0.25719820073500593,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,longitudinal_bin_pre_chine,0.05179079880295728,-0.013014860264142765,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,longitudinal_bin_pre_chine,0.6589079962461929,0.8682451057563634,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,longitudinal_bin_pre_chine,0.14394335113053555,0.045141402253112285,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,post_chine_bem,-0.03824384778187408,-0.042532824545364833,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,post_chine_bem,1.7536630434683944,19.429346176978875,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,post_chine_bem,-0.09631755603320273,0.42269849902292417,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,post_chine_bem,-0.45035019203100174,2.324342191653354,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,post_chine_bem,1.4107793472043653,0.6438831397556989,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,post_chine_bem,-4.32245854203624,1.08621985415177,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,post_chine_bem,-0.3236991804851456,-0.42653941186739286,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,post_chine_bem,2.469666259346253,0.7745005043198452,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,pre_chine_bem,-0.5015559959128921,-0.557804572790646,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,pre_chine_bem,-0.03853610147127103,-0.4269527481834078,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,pre_chine_bem,-0.670595259265023,2.9429692905154203,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,pre_chine_bem,-0.2729838625158806,1.408921147395627,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,pre_chine_bem,0.5635337957020289,0.25719820073500593,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,pre_chine_bem,0.05179079880295728,-0.013014860264142765,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,pre_chine_bem,0.6589079962461929,0.8682451057563634,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,pre_chine_bem,0.14394335113053555,0.045141402253112285,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,raw_bem,-0.5397998436947664,-0.6003373973360111,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,raw_bem,1.7151269419971265,19.002393428795504,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,raw_bem,-0.7669128152982262,3.3656677895383464,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,raw_bem,-0.7233340545468825,3.733263339048982,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,raw_bem,1.9743131429063943,0.9010813404907049,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,raw_bem,-4.270667743233284,1.0732049938876276,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,raw_bem,0.3352088157610473,0.4417056938889705,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,raw_bem,2.6136096104767885,0.8196419065729574,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,resolved_station_bem,-0.5399971195745512,-0.6005567973406805,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,resolved_station_bem,1.6194871685292729,17.942772383626195,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,resolved_station_bem,-0.7667763378294249,3.365068845549435,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,resolved_station_bem,-0.5934847944150471,3.0630868425801627,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,resolved_station_bem,1.9119204973867971,0.8726051846875799,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,resolved_station_bem,-3.7920633560282475,0.9529332590380089,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,resolved_station_bem,0.41993642076901094,0.5533515212119348,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,resolved_station_bem,1.9628521249326216,0.61556089002407,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,total,0.899160782070417,1.0,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,total,0.09025846919883726,1.0,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,total,-0.2278634919590267,1.0,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,total,-0.19375382576980113,1.0,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,total,2.1910487479756666,1.0,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,total,-3.979358806152233,1.0,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,total,0.7588962976902606,1.0,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,total,3.1887213056304944,1.0,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,transom,-0.0,-0.0,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,transom,-0.0,-0.0,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,transom,-0.0,0.0,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,transom,-0.0,0.0,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,transom,0.0,0.0,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,transom,0.0,-0.0,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,transom,0.0,0.0,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,transom,0.0,0.0,3.1887213056304944,4.05594406,0.8672227543695055
1.4,A33,transom_extrapolation,0.0001972758797841567,0.00021940000466869473,0.899160782070417,1.00621118,0.10705039792958293
1.4,A35,transom_extrapolation,0.09563977346785359,1.0596210451693064,0.09025846919883726,0.645962733,0.5557042638011627
1.4,A53,transom_extrapolation,-0.00013647746880072014,0.0005989439889092056,-0.2278634919590267,-0.208074534,0.019788957959026687
1.4,A55,transom_extrapolation,-0.12984926013183562,0.6701764964688206,-0.19375382576980113,0.614906832,0.8086606577698011
1.4,B33,transom_extrapolation,0.062392645519595884,0.02847615580312447,2.1910487479756666,2.57342657,0.38237782202433346
1.4,B35,transom_extrapolation,-0.4786043872050341,0.12027173484961809,-3.979358806152233,-3.50582751,0.4735312961522329
1.4,B53,transom_extrapolation,-0.08472760500796359,-0.11164582732296409,0.7588962976902606,1.68764569,0.9287493923097395
1.4,B55,transom_extrapolation,0.6507574855441669,0.20408101654888744,3.1887213056304944,4.05594406,0.8672227543695055
