benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,time_component_value,time_component_raw,forward_gradient_component_value,forward_gradient_component_raw,end_component_value,end_component_raw,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,mapped_normalized_y_central,10,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a central x-gradient.,False,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,1310.73848118134,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,mapped_normalized_y_forward,11,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a forward x-gradient.,False,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,1310.73848118134,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,mapped_normalized_y_backward,12,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a backward x-gradient.,False,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,1310.73848118134,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,startup_aft_gradient_zero,13,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,1310.73848118134,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,startup_aft_gradient_copy_second,14,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,1310.73848118134,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,startup_first_pair_gradient_average,15,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,1.0,16.394477563243775,1310.73848118134,16.394477563243775,15.394477563243775,15.394477563243775,0.15,0.0,0.15,102.62985042162518,102.62985042162518,0.0,FAIL,16.394477563243775,1310.73848118134,0.0,0.0,0.0,0.0,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,FAIL,-0.0,-0.0,31.774452682370107,4592.998007783759,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,2.1,31.34727614033032,4531.249626901362,14.927274352538246,29.247276140330317,13.927274352538246,0.15,0.0,0.315,92.84849568358831,92.84849568358831,0.0,FAIL,-0.0,-0.0,31.774452682370107,4592.998007783759,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,2.1,43.261364709480496,6253.43145674065,20.600649861657377,41.161364709480495,19.600649861657377,0.15,0.0,0.315,130.67099907771586,92.84849568358831,37.82250339412755,FAIL,-0.0,-0.0,43.688541251520284,6315.179837623047,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,2.1,27.10916169170119,3918.630066970639,12.909124615095804,25.009161691701188,11.909124615095804,0.15,0.0,0.315,79.39416410063869,92.84849568358831,-13.45433158294962,FAIL,-0.0,-0.0,27.53633823374097,3980.378447853035,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,2.1,31.302398348061256,4524.762540796495,14.905903975267263,29.202398348061255,13.905903975267263,0.15,0.0,0.315,92.70602650178176,92.84849568358831,-0.14246918180654689,FAIL,-0.0,-0.0,31.729574890101034,4586.5109216788915,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,2.1,43.19794894072866,6244.264705626133,20.570451876537454,41.09794894072866,19.570451876537454,0.15,0.0,0.315,130.46967917691637,92.84849568358831,37.62118349332806,FAIL,-0.0,-0.0,43.62512548276844,6306.013086508529,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,2.1,27.09599178380804,3916.7263564230298,12.90285323038478,24.995991783808037,11.902853230384778,0.15,0.0,0.315,79.35235486923186,92.84849568358831,-13.496140814356451,FAIL,-0.0,-0.0,27.52316832584782,3978.474737305426,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,mapped_fixed_y_central,7,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a central x-gradient.,False,2.1,43.990989998146965,6358.898812253373,20.948090475308074,41.890989998146964,19.948090475308078,0.15,0.0,0.315,132.9872698353872,92.84849568358831,40.138774151798884,FAIL,-0.0,-0.0,44.418166540186746,6420.64719313577,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,mapped_fixed_y_forward,8,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a forward x-gradient.,False,2.1,45.32633914405247,6551.923567963571,21.583971020977366,43.22633914405247,20.583971020977366,0.15,0.0,0.315,137.22647347318244,92.84849568358831,44.37797778959413,FAIL,-0.0,-0.0,45.75351568609226,6613.6719488459685,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,mapped_fixed_y_backward,9,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a backward x-gradient.,False,2.1,46.12382164821952,6667.199685840306,21.963724594390243,44.02382164821952,20.963724594390246,0.15,0.0,0.315,139.75816396260163,92.84849568358831,46.90966827901332,FAIL,-0.0,-0.0,46.55099819025929,6728.948066722703,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,mapped_normalized_y_central,10,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a central x-gradient.,False,2.1,34.96047072220842,5053.537002932518,16.64784320105163,32.86047072220842,15.647843201051627,0.15,0.0,0.315,104.31895467367752,92.84849568358831,11.470458990089213,FAIL,-0.0,-0.0,35.3876472642482,5115.285383814914,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,mapped_normalized_y_forward,11,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a forward x-gradient.,False,2.1,43.247497226619984,6251.426911712352,20.594046298390467,41.14749722661998,19.594046298390467,0.15,0.0,0.315,130.62697532260313,92.84849568358831,37.77847963901482,FAIL,-0.0,-0.0,43.674673768659765,6313.175292594749,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,mapped_normalized_y_backward,12,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a backward x-gradient.,False,2.1,26.631175091358116,3849.537090765224,12.681511948265769,24.531175091358115,11.681511948265769,0.15,0.0,0.315,77.87674632177179,92.84849568358831,-14.97174936181652,FAIL,-0.0,-0.0,27.058351633397898,3911.285471647621,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,startup_aft_gradient_zero,13,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,2.1,41.79383224313122,6041.299598430464,19.90182487768153,39.69383224313122,18.90182487768153,0.15,0.0,0.315,126.01216585121021,92.84849568358831,33.1636701676219,FAIL,-0.0,-0.0,42.221008785171,6103.047979312862,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,startup_aft_gradient_copy_second,14,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,2.1,39.06027642871535,5646.164030391428,18.600131632721595,36.960276428715346,17.60013163272159,0.15,0.0,0.315,117.33421088481062,92.84849568358831,24.485715201222305,FAIL,-0.0,-0.0,39.487452970755136,5707.9124112738255,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,startup_first_pair_gradient_average,15,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,2.1,20.27991686494004,2931.462539726805,9.657103269019066,18.17991686494004,8.657103269019066,0.15,0.0,0.315,57.71402179346045,92.84849568358831,-35.134473890127865,FAIL,-0.0,-0.0,20.707093406979823,2993.2109206092014,-0.4271765420397827,-61.74838088239659,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,-0.2,-7.911851848703239,-1897.657665911472,39.55925924351619,7.711851848703239,38.55925924351619,0.3,0.0,0.06,128.53086414505398,128.53086414505395,2.842170943040401e-14,FAIL,-2.339002757088958,-561.0098112877866,-5.648791587976908,-1354.8626623762616,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,-0.2,-7.911851848703239,-1897.657665911472,39.55925924351619,7.711851848703239,38.55925924351619,0.3,0.0,0.06,128.53086414505398,128.53086414505395,2.842170943040401e-14,FAIL,-2.339002757088958,-561.0098112877866,-5.648791587976908,-1354.8626623762616,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,-0.2,-10.029912038774379,-2405.674402500035,50.14956019387189,9.82991203877438,49.14956019387189,0.3,0.0,0.06,163.83186731290633,128.53086414505395,35.30100316785237,FAIL,-2.339002757088958,-561.0098112877866,-7.766851778048047,-1862.8793989648243,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,-0.2,-7.1584092800580565,-1716.944465821925,35.79204640029028,6.958409280058056,34.79204640029028,0.3,0.0,0.06,115.9734880009676,128.53086414505395,-12.557376144086348,FAIL,-2.339002757088958,-561.0098112877866,-4.895349019331726,-1174.1494622867147,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,-0.2,-7.965185030576293,-1910.449629583724,39.82592515288146,7.765185030576292,38.82592515288146,0.3,0.0,0.06,129.41975050960488,128.53086414505395,0.8888863645509275,FAIL,-2.339002757088958,-561.0098112877866,-5.702124769849962,-1367.6546260485136,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_aligned_forward,5,Phase-aligns adjacent body-potential states before applying the forward x-gradient; this isolates one-sided start-up sensitivity from phase wrapping.,False,-0.2,-10.104747587640945,-2423.623708895681,50.523737938204725,9.904747587640946,49.523737938204725,0.3,0.0,0.06,165.07912646068243,128.53086414505395,36.54826231562848,FAIL,-2.339002757088958,-561.0098112877866,-7.841687326914615,-1880.8287053604706,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_aligned_backward,6,Phase-aligns adjacent body-potential states before applying the backward x-gradient; this checks whether upstream differencing reduces the first active pair spike.,False,-0.2,-7.188699533013581,-1724.2095829933075,35.9434976650679,6.98869953301358,34.9434976650679,0.3,0.0,0.06,116.47832555022634,128.53086414505395,-12.05253859482761,FAIL,-2.339002757088958,-561.0098112877866,-4.925639272287251,-1181.4145794580973,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,mapped_fixed_y_central,7,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a central x-gradient.,False,-0.2,-10.159623201203967,-2436.785624808772,50.79811600601984,9.959623201203968,49.79811600601984,0.3,0.0,0.06,165.99372002006615,128.53086414505395,37.462855875012195,FAIL,-2.339002757088958,-561.0098112877866,-7.896562940477637,-1893.9906212735616,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,mapped_fixed_y_forward,8,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a forward x-gradient.,False,-0.2,-10.397018604920502,-2493.724912390183,51.98509302460251,10.197018604920503,50.98509302460251,0.3,0.0,0.06,169.9503100820084,128.53086414505395,41.419445936954446,FAIL,-2.339002757088958,-561.0098112877866,-8.133958344194173,-1950.9299088549726,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,mapped_fixed_y_backward,9,Interpolates adjacent station body potentials to the target station's fixed physical y-coordinate before applying a backward x-gradient.,False,-0.2,-10.538793272327982,-2527.729566367867,52.693966361639916,10.338793272327983,51.693966361639916,0.3,0.0,0.06,172.3132212054664,128.53086414505395,43.78235706041244,FAIL,-2.339002757088958,-561.0098112877866,-8.275733011601652,-1984.9345628326562,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,mapped_normalized_y_central,10,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a central x-gradient.,False,-0.2,-8.554197552148228,-2051.7242828827525,42.770987760741136,8.354197552148229,41.77098776074114,0.3,0.0,0.06,139.23662586913716,128.53086414505395,10.705761724083203,FAIL,-2.339002757088958,-561.0098112877866,-6.291137291421897,-1508.9292793475422,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,mapped_normalized_y_forward,11,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a forward x-gradient.,False,-0.2,-10.02744670848806,-2405.0830930308616,50.137233542440306,9.827446708488061,49.137233542440306,0.3,0.0,0.06,163.79077847480102,128.53086414505395,35.25991432974706,FAIL,-2.339002757088958,-561.0098112877866,-7.764386447761729,-1862.2880894956509,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,mapped_normalized_y_backward,12,Interpolates adjacent station body potentials to the same normalized breadth coordinate y/(Bwl/2) before applying a backward x-gradient.,False,-0.2,-7.073433884441512,-1696.5631171832968,35.36716942220756,6.8734338844415115,34.36716942220755,0.3,0.0,0.06,114.55723140735853,128.53086414505395,-13.973632737695425,FAIL,-2.339002757088958,-561.0098112877866,-4.810373623715182,-1153.7681136480865,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,startup_aft_gradient_zero,13,Sets the first aft active station's body-potential x-gradient to zero while leaving all other stations unchanged.,False,-0.2,-9.769017378090064,-2343.098818134902,48.84508689045032,9.569017378090065,47.84508689045032,0.3,0.0,0.06,159.48362296816774,128.53086414505395,30.952758823113783,FAIL,-2.339002757088958,-561.0098112877866,-7.505957117363733,-1800.3038145996916,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,startup_aft_gradient_copy_second,14,"Copies the second active station's x-gradient to the first aft station, treating the first station as a start-up extrapolation point.",False,-0.2,-9.283051899971689,-2226.53999820821,46.41525949985844,9.08305189997169,45.41525949985844,0.3,0.0,0.06,151.3841983328615,128.53086414505395,22.853334187807548,FAIL,-2.339002757088958,-561.0098112877866,-7.019991639245358,-1683.7449946729994,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,startup_first_pair_gradient_average,15,Replaces the first two active station gradients by their pair average to measure local spike sensitivity without changing downstream stations.,False,-0.2,-5.9443213108560755,-1425.7454664088298,29.721606554280374,5.744321310856075,28.721606554280374,0.3,0.0,0.06,95.73868851426792,128.53086414505395,-32.79217563078603,FAIL,-2.339002757088958,-561.0098112877866,-3.681261050129745,-882.9504628736194,0.075942496362628,18.214807752576327,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_default,0,Current matched-BIE forward-speed pressure-gradient force matrix.,True,0.13,3.8679513852529426,1677.3374368643294,29.753472194253405,3.7379513852529427,28.753472194253405,0.3,0.0,0.039,95.84490731417802,95.84490731417804,-2.842170943040401e-14,FAIL,6.557791025297509,2843.7866183639,-2.70138692205385,-1171.4566612941837,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,scheme_central,1,Recomputes only the forward-speed pressure term with a central body-potential x-gradient.,False,0.13,3.8679513852529426,1677.3374368643294,29.753472194253405,3.7379513852529427,28.753472194253405,0.3,0.0,0.039,95.84490731417802,95.84490731417804,-2.842170943040401e-14,FAIL,6.557791025297509,2843.7866183639,-2.70138692205385,-1171.4566612941837,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,scheme_forward,2,Recomputes only the forward-speed pressure term with a forward body-potential x-gradient.,False,0.13,2.9747474501743887,1289.9994768336296,22.882672693649145,2.844747450174389,21.882672693649145,0.3,0.0,0.039,72.94224231216381,95.84490731417804,-22.90266500201423,FAIL,6.557791025297509,2843.7866183639,-3.594590857132404,-1558.7946213248836,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,scheme_backward,3,Recomputes only the forward-speed pressure term with a backward body-potential x-gradient.,False,0.13,4.262893908020027,1848.6042943984123,32.79149160015405,4.132893908020027,31.791491600154057,0.3,0.0,0.039,105.97163866718019,95.84490731417804,10.126731353002143,FAIL,6.557791025297509,2843.7866183639,-2.3064443992867654,-1000.1898037601009,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,phase_aligned_central,4,Phase-aligns adjacent body-potential states before applying the central x-gradient; this diagnoses station-to-station phase flips without changing the BIE solution.,False,0.13,4.343896373905764,1883.7310204029036,33.41458749158281,4.213896373905764,32.4145874915828,0.3,0.0,0.039,108.04862497194267,95.84490731417804,12.203717657764628,FAIL,6.557791025297509,2843.7866183639,-2.225441933401028,-965.0630777556095,0.011547282009283129,5.007479794613277,diagnostic_startup_pressure_gradient_candidate_not_hard_gate
