vertex_id,x_m,y_m,z_up_m
227,0.450000000,-0.468493668,0.013454916
228,0.450000000,-0.469527083,0.025612740
229,0.450000000,-0.469938992,0.037798487
230,0.450000000,-0.470000000,0.050000000
231,0.600000000,-0.230000000,0.050000000
232,0.600000000,-0.230000000,0.036945700
233,0.600000000,-0.230122148,0.023892621
234,0.600000000,-0.231470139,0.010927577
235,0.600000000,-0.233633070,-0.001918394
236,0.600000000,-0.237723993,-0.014315132
237,0.600000000,-0.243168888,-0.026100663
238,0.600000000,-0.249760578,-0.037368510
239,0.600000000,-0.257972773,-0.047455613
240,0.600000000,-0.266678735,-0.057182944
241,0.600000000,-0.276841957,-0.065253845
242,0.600000000,-0.287599248,-0.072649483
243,0.600000000,-0.299500429,-0.077846827
244,0.600000000,-0.311730240,-0.082412623
245,0.600000000,-0.324180256,-0.086127038
246,0.600000000,-0.337090128,-0.088063519
247,0.600000000,-0.350000000,-0.090000000
248,0.600000000,-0.362909872,-0.088063519
249,0.600000000,-0.375819744,-0.086127038
250,0.600000000,-0.388269760,-0.082412623
251,0.600000000,-0.400499571,-0.077846827
252,0.600000000,-0.412400752,-0.072649483
253,0.600000000,-0.423158043,-0.065253845
254,0.600000000,-0.433321265,-0.057182944
255,0.600000000,-0.442027227,-0.047455613
256,0.600000000,-0.450239422,-0.037368510
257,0.600000000,-0.456831112,-0.026100663
258,0.600000000,-0.462276007,-0.014315132
259,0.600000000,-0.466366930,-0.001918394
260,0.600000000,-0.468529861,0.010927577
261,0.600000000,-0.469877852,0.023892621
262,0.600000000,-0.470000000,0.036945700
263,0.600000000,-0.470000000,0.050000000
264,0.750000000,-0.230000000,0.050000000
265,0.750000000,-0.230000000,0.036192154
266,0.750000000,-0.230228368,0.022387732
267,0.750000000,-0.230796123,0.008599121
268,0.750000000,-0.233148726,-0.004994462
269,0.750000000,-0.237273274,-0.018145956
270,0.750000000,-0.242192610,-0.031030626
271,0.750000000,-0.249075423,-0.043000735
272,0.750000000,-0.256735815,-0.054433921
273,0.750000000,-0.265491088,-0.065111083
274,0.750000000,-0.275289631,-0.074744673
275,0.750000000,-0.285969347,-0.083496831
276,0.750000000,-0.297760096,-0.090498979
277,0.750000000,-0.310224350,-0.096440274
278,0.750000000,-0.322920586,-0.101684117
279,0.750000000,-0.336460293,-0.104392059
280,0.750000000,-0.350000000,-0.107100000
281,0.750000000,-0.363539707,-0.104392059
282,0.750000000,-0.377079414,-0.101684117
283,0.750000000,-0.389775650,-0.096440274
284,0.750000000,-0.402239904,-0.090498979
285,0.750000000,-0.414030653,-0.083496831
286,0.750000000,-0.424710369,-0.074744673
287,0.750000000,-0.434508912,-0.065111083
288,0.750000000,-0.443264185,-0.054433921
289,0.750000000,-0.450924577,-0.043000735
290,0.750000000,-0.457807390,-0.031030626
291,0.750000000,-0.462726726,-0.018145956
292,0.750000000,-0.466851274,-0.004994462
293,0.750000000,-0.469203877,0.008599121
294,0.750000000,-0.469771632,0.022387732
295,0.750000000,-0.470000000,0.036192154
296,0.750000000,-0.470000000,0.050000000
297,0.900000000,-0.230000000,0.050000000
298,0.900000000,-0.230000000,0.035549622
299,0.900000000,-0.230000000,0.021099243
300,0.900000000,-0.230932298,0.006681456
301,0.900000000,-0.233209241,-0.007538504
302,0.900000000,-0.236813756,-0.021515447
303,0.900000000,-0.242238173,-0.034909070
304,0.900000000,-0.248880403,-0.047698157
305,0.900000000,-0.256284081,-0.060106431
306,0.900000000,-0.265241851,-0.071445381
307,0.900000000,-0.274662403,-0.082345729
308,0.900000000,-0.285504810,-0.091898511
309,0.900000000,-0.296624085,-0.101057106
310,0.900000000,-0.309288906,-0.108015249
311,0.900000000,-0.322106253,-0.114630008
312,0.900000000,-0.335759814,-0.119362208
313,0.900000000,-0.350000000,-0.121600000
314,0.900000000,-0.364240186,-0.119362208
315,0.900000000,-0.377893747,-0.114630008
316,0.900000000,-0.390711094,-0.108015249
317,0.900000000,-0.403375915,-0.101057106
318,0.900000000,-0.414495190,-0.091898511
319,0.900000000,-0.425337597,-0.082345729
320,0.900000000,-0.434758149,-0.071445381
321,0.900000000,-0.443715919,-0.060106431
322,0.900000000,-0.451119597,-0.047698157
323,0.900000000,-0.457761827,-0.034909070
324,0.900000000,-0.463186244,-0.021515447
325,0.900000000,-0.466790759,-0.007538504
326,0.900000000,-0.469067702,0.006681456
327,0.900000000,-0.470000000,0.021099243
328,0.900000000,-0.470000000,0.035549622
329,0.900000000,-0.470000000,0.050000000
330,1.050000000,-0.230000000,0.050000000
331,1.050000000,-0.230000000,0.035054630
332,1.050000000,-0.230000000,0.020109260
333,1.050000000,-0.230962316,0.005195133
334,1.050000000,-0.233392598,-0.009511808
335,1.050000000,-0.237194175,-0.023932038
336,1.050000000,-0.242503035,-0.037902725
337,1.050000000,-0.249291833,-0.051199689
338,1.050000000,-0.256887626,-0.064038637
339,1.050000000,-0.265580194,-0.076196076
340,1.050000000,-0.275148524,-0.087651982
341,1.050000000,-0.285115648,-0.098788433
342,1.050000000,-0.296325064,-0.108653901
343,1.050000000,-0.308775086,-0.116889195
344,1.050000000,-0.321518457,-0.124665017
345,1.050000000,-0.335317799,-0.130307680
346,1.050000000,-0.350000000,-0.133100000
347,1.050000000,-0.364682201,-0.130307680
348,1.050000000,-0.378481543,-0.124665017
349,1.050000000,-0.391224914,-0.116889195
350,1.050000000,-0.403674936,-0.108653901
351,1.050000000,-0.414884352,-0.098788433
352,1.050000000,-0.424851476,-0.087651982
353,1.050000000,-0.434419806,-0.076196076
354,1.050000000,-0.443112374,-0.064038637
355,1.050000000,-0.450708167,-0.051199689
356,1.050000000,-0.457496965,-0.037902725
357,1.050000000,-0.462805825,-0.023932038
358,1.050000000,-0.466607402,-0.009511808
359,1.050000000,-0.469037684,0.005195133
360,1.050000000,-0.470000000,0.020109260
361,1.050000000,-0.470000000,0.035054630
362,1.050000000,-0.470000000,0.050000000
363,1.200000000,-0.230000000,0.050000000
364,1.200000000,-0.230000000,0.034714281
365,1.200000000,-0.230037065,0.019429766
366,1.200000000,-0.231028545,0.004176236
367,1.200000000,-0.233941540,-0.010781797
368,1.200000000,-0.238138649,-0.025460983
369,1.200000000,-0.243252407,-0.039865936
370,1.200000000,-0.250286476,-0.053435531
371,1.200000000,-0.258067214,-0.066567239
372,1.200000000,-0.266531513,-0.079295508
373,1.200000000,-0.276020394,-0.091275492
374,1.200000000,-0.285985025,-0.102829408
375,1.200000000,-0.297078970,-0.113344996
376,1.200000000,-0.308701473,-0.123212349
377,1.200000000,-0.321330946,-0.131805402
378,1.200000000,-0.335134190,-0.138299650
379,1.200000000,-0.350000000,-0.141500000
380,1.200000000,-0.364865810,-0.138299650
381,1.200000000,-0.378669054,-0.131805402
382,1.200000000,-0.391298527,-0.123212349
383,1.200000000,-0.402921030,-0.113344996
384,1.200000000,-0.414014975,-0.102829408
385,1.200000000,-0.423979606,-0.091275492
386,1.200000000,-0.433468487,-0.079295508
387,1.200000000,-0.441932786,-0.066567239
388,1.200000000,-0.449713524,-0.053435531
389,1.200000000,-0.456747593,-0.039865936
390,1.200000000,-0.461861351,-0.025460983
391,1.200000000,-0.466058460,-0.010781797
392,1.200000000,-0.468971455,0.004176236
393,1.200000000,-0.469962935,0.019429766
394,1.200000000,-0.470000000,0.034714281
395,1.200000000,-0.470000000,0.050000000
396,1.350000000,-0.230600000,0.050000000
397,1.350000000,-0.230831265,0.034582343
398,1.350000000,-0.231728370,0.019195174
399,1.350000000,-0.232907064,0.003820899
400,1.350000000,-0.236080695,-0.011223487
401,1.350000000,-0.239914085,-0.026158773
402,1.350000000,-0.245800187,-0.040352508
403,1.350000000,-0.252397024,-0.054289487
404,1.350000000,-0.260183382,-0.067549578
405,1.350000000,-0.268795463,-0.080339797
406,1.350000000,-0.277782134,-0.092842139
407,1.350000000,-0.287924908,-0.104456001
408,1.350000000,-0.298067681,-0.116069863
409,1.350000000,-0.309382191,-0.126476179
410,1.350000000,-0.321444675,-0.136052358
411,1.350000000,-0.335075932,-0.143181132
412,1.350000000,-0.350000000,-0.146600000
413,1.350000000,-0.364924068,-0.143181132
414,1.350000000,-0.378555325,-0.136052358
415,1.350000000,-0.390617809,-0.126476179
416,1.350000000,-0.401932319,-0.116069863
417,1.350000000,-0.412075092,-0.104456001
418,1.350000000,-0.422217866,-0.092842139
419,1.350000000,-0.431204537,-0.080339797
420,1.350000000,-0.439816618,-0.067549578
421,1.350000000,-0.447602976,-0.054289487
422,1.350000000,-0.454199813,-0.040352508
423,1.350000000,-0.460085915,-0.026158773
424,1.350000000,-0.463919305,-0.011223487
425,1.350000000,-0.467092936,0.003820899
426,1.350000000,-0.468271630,0.019195174
427,1.350000000,-0.469168735,0.034582343
428,1.350000000,-0.469400000,0.050000000
429,1.500000000,-0.232100000,0.050000000
430,1.500000000,-0.232638690,0.034608862
431,1.500000000,-0.233873534,0.019264664
432,1.500000000,-0.235405947,0.003940532
433,1.500000000,-0.238782116,-0.011044873
434,1.500000000,-0.242796516,-0.025913024
435,1.500000000,-0.248677649,-0.040093624
436,1.500000000,-0.255266430,-0.054013584
437,1.500000000,-0.262951932,-0.067314471
438,1.500000000,-0.271464988,-0.080148224
439,1.500000000,-0.280241065,-0.092789708
440,1.500000000,-0.289886103,-0.104795979
441,1.500000000,-0.299531142,-0.116802251
442,1.500000000,-0.310361566,-0.127707718
443,1.500000000,-0.321843260,-0.137934984
444,1.500000000,-0.335128262,-0.145605153
445,1.500000000,-0.350000000,-0.149100000
446,1.500000000,-0.364871738,-0.145605153
447,1.500000000,-0.378156740,-0.137934984
448,1.500000000,-0.389638434,-0.127707718
449,1.500000000,-0.400468858,-0.116802251
450,1.500000000,-0.410113897,-0.104795979
451,1.500000000,-0.419758935,-0.092789708
452,1.500000000,-0.428535012,-0.080148224
453,1.500000000,-0.437048068,-0.067314471
454,1.500000000,-0.444733570,-0.054013584
455,1.500000000,-0.451322351,-0.040093624
456,1.500000000,-0.457203484,-0.025913024
457,1.500000000,-0.461217884,-0.011044873
458,1.500000000,-0.464594053,0.003940532
459,1.500000000,-0.466126466,0.019264664
460,1.500000000,-0.467361310,0.034608862
461,1.500000000,-0.467900000,0.050000000
462,1.650000000,-0.234900000,0.050000000
463,1.650000000,-0.235888928,0.034785720
464,1.650000000,-0.237513245,0.019632274
465,1.650000000,-0.239429146,0.004506745
466,1.650000000,-0.242886019,-0.010307212
467,1.650000000,-0.246996901,-0.024988933
468,1.650000000,-0.252696495,-0.039077102
469,1.650000000,-0.259219315,-0.052857709
470,1.650000000,-0.266602614,-0.066157867
471,1.650000000,-0.274911717,-0.078941102
472,1.650000000,-0.283337458,-0.091642643
473,1.650000000,-0.292511248,-0.103820240
474,1.650000000,-0.301685038,-0.115997837
475,1.650000000,-0.311751022,-0.127419702
476,1.650000000,-0.322604801,-0.138079648
477,1.650000000,-0.335371119,-0.146278137
478,1.650000000,-0.350000000,-0.150000000
479,1.650000000,-0.364628881,-0.146278137
480,1.650000000,-0.377395199,-0.138079648
481,1.650000000,-0.388248978,-0.127419702
482,1.650000000,-0.398314962,-0.115997837
483,1.650000000,-0.407488752,-0.103820240
484,1.650000000,-0.416662542,-0.091642643
485,1.650000000,-0.425088283,-0.078941102
486,1.650000000,-0.433397386,-0.066157867
487,1.650000000,-0.440780685,-0.052857709
488,1.650000000,-0.447303505,-0.039077102
489,1.650000000,-0.453003099,-0.024988933
490,1.650000000,-0.457113981,-0.010307212
491,1.650000000,-0.460570854,0.004506745
492,1.650000000,-0.462486755,0.019632274
493,1.650000000,-0.464111072,0.034785720
494,1.650000000,-0.465100000,0.050000000
495,1.800000000,-0.239400000,0.050000000
496,1.800000000,-0.240891373,0.035086273
497,1.800000000,-0.242928667,0.020242551
498,1.800000000,-0.245248507,0.005435060
499,1.800000000,-0.248714241,-0.009119444
500,1.800000000,-0.252844476,-0.023527241
501,1.800000000,-0.258128991,-0.037508738
502,1.800000000,-0.264355073,-0.051142496
503,1.800000000,-0.271188205,-0.064449264
504,1.800000000,-0.279147104,-0.077149633
505,1.800000000,-0.287106002,-0.089850003
506,1.800000000,-0.295747640,-0.102095716
507,1.800000000,-0.304397437,-0.114335996
508,1.800000000,-0.313559516,-0.126182523
509,1.800000000,-0.323687387,-0.137181774
510,1.800000000,-0.335752343,-0.145906265
511,1.800000000,-0.350000000,-0.150000000
512,1.800000000,-0.364247657,-0.145906265
513,1.800000000,-0.376312613,-0.137181774
514,1.800000000,-0.386440484,-0.126182523
515,1.800000000,-0.395602563,-0.114335996
516,1.800000000,-0.404252360,-0.102095716
517,1.800000000,-0.412893998,-0.089850003
518,1.800000000,-0.420852896,-0.077149633
519,1.800000000,-0.428811795,-0.064449264
520,1.800000000,-0.435644927,-0.051142496
521,1.800000000,-0.441871009,-0.037508738
522,1.800000000,-0.447155524,-0.023527241
523,1.800000000,-0.451285759,-0.009119444
524,1.800000000,-0.454751493,0.005435060
525,1.800000000,-0.457071333,0.020242551
526,1.800000000,-0.459108627,0.035086273
527,1.800000000,-0.460600000,0.050000000
528,1.950000000,-0.246000000,0.050000000
529,1.950000000,-0.248031842,0.035486845
530,1.950000000,-0.250443569,0.021035078
531,1.950000000,-0.253086219,0.006620625
532,1.950000000,-0.256506951,-0.007610175
533,1.950000000,-0.260588641,-0.021684970
534,1.950000000,-0.265353484,-0.035515977
535,1.950000000,-0.271104552,-0.048995044
536,1.950000000,-0.277143755,-0.062330211
537,1.950000000,-0.284464592,-0.075025304
538,1.950000000,-0.291785429,-0.087720397
539,1.950000000,-0.299628835,-0.100096136
540,1.950000000,-0.307586614,-0.112401980
541,1.950000000,-0.316089142,-0.124306970
542,1.950000000,-0.325470848,-0.135565017
543,1.950000000,-0.336355345,-0.145130974
544,1.950000000,-0.350000000,-0.150000000
545,1.950000000,-0.363644655,-0.145130974
546,1.950000000,-0.374529152,-0.135565017
547,1.950000000,-0.383910858,-0.124306970
548,1.950000000,-0.392413386,-0.112401980
549,1.950000000,-0.400371165,-0.100096136
550,1.950000000,-0.408214571,-0.087720397
551,1.950000000,-0.415535408,-0.075025304
552,1.950000000,-0.422856245,-0.062330211
553,1.950000000,-0.428895448,-0.048995044
554,1.950000000,-0.434646516,-0.035515977
555,1.950000000,-0.439411359,-0.021684970
556,1.950000000,-0.443493049,-0.007610175
557,1.950000000,-0.446913781,0.006620625
558,1.950000000,-0.449556431,0.021035078
559,1.950000000,-0.451968158,0.035486845
560,1.950000000,-0.454000000,0.050000000
561,2.100000000,-0.254700000,0.050000000
562,2.100000000,-0.257229546,0.035946968
563,2.100000000,-0.259966950,0.021934114
564,2.100000000,-0.262856847,0.007950738
565,2.100000000,-0.266160953,-0.005931975
566,2.100000000,-0.270010965,-0.019682020
567,2.100000000,-0.274185362,-0.033324212
568,2.100000000,-0.279334970,-0.046642164
569,2.100000000,-0.284484578,-0.059960117
570,2.100000000,-0.290967839,-0.072682037
571,2.100000000,-0.297455105,-0.085402166
572,2.100000000,-0.304354758,-0.097898424
573,2.100000000,-0.311487854,-0.110267954
574,2.100000000,-0.318867047,-0.122479345
575,2.100000000,-0.327154317,-0.134107220
576,2.100000000,-0.337179092,-0.144130438
577,2.100000000,-0.350000000,-0.150000000
578,2.100000000,-0.362820908,-0.144130438
579,2.100000000,-0.372845683,-0.134107220
580,2.100000000,-0.381132953,-0.122479345
581,2.100000000,-0.388512146,-0.110267954
582,2.100000000,-0.395645242,-0.097898424
583,2.100000000,-0.402544895,-0.085402166
584,2.100000000,-0.409032161,-0.072682037
585,2.100000000,-0.415515422,-0.059960117
586,2.100000000,-0.420665030,-0.046642164
587,2.100000000,-0.425814638,-0.033324212
588,2.100000000,-0.429989035,-0.019682020
589,2.100000000,-0.433839047,-0.005931975
590,2.100000000,-0.437143153,0.007950738
591,2.100000000,-0.440033050,0.021934114
592,2.100000000,-0.442770454,0.035946968
593,2.100000000,-0.445300000,0.050000000
594,2.250000000,-0.265200000,0.050000000
595,2.250000000,-0.268115450,0.036439767
596,2.250000000,-0.271064877,0.022886923
597,2.250000000,-0.274045032,0.009340763
598,2.250000000,-0.277222418,-0.004157104
599,2.250000000,-0.280837881,-0.017547706
600,2.250000000,-0.284510106,-0.030921107
601,2.250000000,-0.288935634,-0.044066239
602,2.250000000,-0.293361161,-0.057211371
603,2.250000000,-0.298616736,-0.070038921
604,2.250000000,-0.304095812,-0.082780958
605,2.250000000,-0.309859833,-0.095391554
606,2.250000000,-0.315996303,-0.107830345
607,2.250000000,-0.322162666,-0.120252195
608,2.250000000,-0.329680694,-0.131908053
609,2.250000000,-0.338435866,-0.142341633
610,2.250000000,-0.350000000,-0.150000000
611,2.250000000,-0.361564134,-0.142341633
612,2.250000000,-0.370319306,-0.131908053
613,2.250000000,-0.377837334,-0.120252195
614,2.250000000,-0.384003697,-0.107830345
615,2.250000000,-0.390140167,-0.095391554
616,2.250000000,-0.395904188,-0.082780958
617,2.250000000,-0.401383264,-0.070038921
618,2.250000000,-0.406638839,-0.057211371
619,2.250000000,-0.411064366,-0.044066239
620,2.250000000,-0.415489894,-0.030921107
621,2.250000000,-0.419162119,-0.017547706
622,2.250000000,-0.422777582,-0.004157104
623,2.250000000,-0.425954968,0.009340763
624,2.250000000,-0.428935123,0.022886923
625,2.250000000,-0.431884550,0.036439767
626,2.250000000,-0.434800000,0.050000000
627,2.400000000,-0.277600000,0.050000000
628,2.400000000,-0.280620086,0.036869190
629,2.400000000,-0.283620328,0.023733848
630,2.400000000,-0.286598799,0.010593536
631,2.400000000,-0.289625396,-0.002535388
632,2.400000000,-0.292852178,-0.015616938
633,2.400000000,-0.296078961,-0.028698489
634,2.400000000,-0.299743494,-0.041663350
635,2.400000000,-0.303456391,-0.054615319
636,2.400000000,-0.307556279,-0.067445474
637,2.400000000,-0.311931540,-0.080188951
638,2.400000000,-0.316476165,-0.092868695
639,2.400000000,-0.321587436,-0.105335210
640,2.400000000,-0.326698708,-0.117801726
641,2.400000000,-0.332873098,-0.129764996
642,2.400000000,-0.339794927,-0.141202524
