case,omega,component,absolute_difference,tolerance,passed
fn167,9.86,B35,2.7755575615628914e-17,1.3577359862165162e-09,True
fn167,9.86,B53,2.7755575615628914e-17,1.742711041457209e-09,True
fn167,9.86,B55,6.245004513516506e-17,2.05676111897342e-10,True
fn167,9.86,F3,1.1102314949223176e-16,6.557355412896455e-09,True
fn167,9.86,F5,1.0838898772828417e-16,1.1461531516622604e-09,True
fn167,8.6966,A33,5.551115123125783e-17,2.799619145111143e-09,True
fn167,8.6966,A35,3.469446951953614e-17,4.6166815677010206e-10,True
fn167,8.6966,A53,1.734723475976807e-17,1.7617195994500202e-10,True
fn167,8.6966,A55,3.8163916471489756e-17,2.60779457184554e-10,True
fn167,8.6966,B33,5.551115123125783e-17,4.061735157215004e-09,True
fn167,8.6966,B35,0.0,1.529674138644692e-09,True
fn167,8.6966,B53,8.326672684688674e-17,1.887705619383225e-09,True
fn167,8.6966,B55,6.071532165918825e-17,2.54789483417856e-10,True
fn167,8.6966,F3,1.1857187100668868e-16,6.81979169830704e-09,True
fn167,8.6966,F5,7.076311083754595e-17,1.0591654369915455e-09,True
fn167,7.5978,A33,5.551115123125783e-17,2.968790930332249e-09,True
fn167,7.5978,A35,6.938893903907228e-18,5.22608619978075e-10,True
fn167,7.5978,A53,3.9898639947466563e-17,2.19973776758365e-10,True
fn167,7.5978,A55,6.591949208711867e-17,2.9290621889127e-10,True
fn167,7.5978,B33,0.0,3.481699844600225e-09,True
fn167,7.5978,B35,2.7755575615628914e-17,1.7356525753988531e-09,True
fn167,7.5978,B53,5.551115123125783e-17,2.0522185630069893e-09,True
fn167,7.5978,B55,0.0,3.11604249522192e-10,True
fn167,7.5978,F3,1.3472894910096233e-16,6.995569528468397e-09,True
fn167,7.5978,F5,1.2794688166302258e-16,9.771013424954067e-10,True
fn167,6.5604,A33,0.0,3.129612875664943e-09,True
fn167,6.5604,A35,3.469446951953614e-17,5.811392370944e-10,True
fn167,6.5604,A53,8.326672684688674e-17,2.61481057564703e-10,True
fn167,6.5604,A55,5.551115123125783e-17,3.46797484683999e-10,True
fn167,6.5604,B33,5.551115123125783e-17,2.863855551687389e-09,True
fn167,6.5604,B35,5.551115123125783e-17,1.9572254151223762e-09,True
fn167,6.5604,B53,5.551115123125783e-17,2.223297121686471e-09,True
fn167,6.5604,B55,2.7755575615628914e-17,3.7154363945935503e-10,True
fn167,6.5604,F3,1.3877787807814457e-16,7.098680845042955e-09,True
fn167,6.5604,F5,5.551115123125783e-17,9.037025354332892e-10,True
fn167,5.601,A33,0.0,3.273190526950276e-09,True
fn167,5.601,A35,2.7755575615628914e-17,6.338129321990979e-10,True
fn167,5.601,A53,7.979727989493313e-17,2.98455212024642e-10,True
fn167,5.601,A55,0.0,4.3402967211435903e-10,True
fn167,5.601,B33,2.7755575615628914e-17,2.267175569215315e-09,True
fn167,5.601,B35,8.326672684688674e-17,2.172907101629028e-09,True
fn167,5.601,B53,5.551115123125783e-17,2.386102670750843e-09,True
fn167,5.601,B55,8.326672684688674e-17,4.2920545073840605e-10,True
fn167,5.601,F3,9.020562075079397e-17,7.142696007538607e-09,True
fn167,5.601,F5,3.1031676915590914e-17,8.425138551875566e-10,True
fn226,20.646,A33,2.7755575615628914e-17,1.896631000656031e-09,True
fn226,20.646,A35,2.5587171270657905e-17,1.33899422379066e-10,True
fn226,20.646,A53,1.1180834903756764e-19,1.0016829074624576e-10,True
fn226,20.646,A55,7.546047120499111e-17,1.71725777428127e-10,True
fn226,20.646,B33,5.551115123125783e-17,3.579002041327667e-09,True
fn226,20.646,B35,2.7755575615628914e-17,1.7996879397485161e-09,True
fn226,20.646,B53,8.326672684688674e-17,1.690127162284511e-09,True
fn226,20.646,B55,7.914675859144182e-17,1.06695139747876e-10,True
fn226,20.646,F3,7.376145397762941e-17,4.24398013320434e-09,True
fn226,20.646,F5,9.621071039760154e-17,1.0857398753331643e-09,True
fn226,16.8796,A33,5.551115123125783e-17,2.014784021835209e-09,True
fn226,16.8796,A35,8.933825901280557e-17,1.63792823518337e-10,True
fn226,16.8796,A53,1.214306433183765e-17,1.33618207089143e-10,True
fn226,16.8796,A55,3.122502256758253e-17,1.80299902292357e-10,True
fn226,16.8796,B33,0.0,3.4758372890523744e-09,True
fn226,16.8796,B35,5.551115123125783e-17,1.834893079250092e-09,True
fn226,16.8796,B53,8.326672684688674e-17,1.765968682453514e-09,True
fn226,16.8796,B55,8.153200337090993e-17,1.2652679264756102e-10,True
fn226,16.8796,F3,1.6711069443220838e-16,5.214874774223587e-09,True
fn226,16.8796,F5,1.3530843112619095e-16,9.662336527148275e-10,True
fn226,13.4712,A33,1.3877787807814457e-16,2.158731606761489e-09,True
fn226,13.4712,A35,1.0408340855860843e-17,2.0179730605681702e-10,True
fn226,13.4712,A53,2.168404344971009e-17,1.73129895595599e-10,True
fn226,13.4712,A55,7.45931094670027e-17,1.99171936358494e-10,True
fn226,13.4712,B33,1.6653345369377348e-16,2.9255116956855383e-09,True
fn226,13.4712,B35,2.7755575615628914e-17,1.983310953359583e-09,True
fn226,13.4712,B53,5.551115123125783e-17,1.949025557195787e-09,True
fn226,13.4712,B55,4.336808689942018e-18,1.74070931171674e-10,True
fn226,13.4712,F3,1.7772239894833365e-16,5.832967085273197e-09,True
fn226,13.4712,F5,8.582937747229195e-17,8.075113937611911e-10,True
fn226,11.9,A33,2.7755575615628914e-17,2.231698183851108e-09,True
fn226,11.9,A35,5.204170427930421e-17,2.2150144840195102e-10,True
fn226,11.9,A53,5.377642775528102e-17,1.92913556372688e-10,True
fn226,11.9,A55,7.28583859910259e-17,2.16545884551117e-10,True
fn226,11.9,B33,8.326672684688674e-17,2.549149273459739e-09,True
fn226,11.9,B35,0.0,2.085058579304701e-09,True
fn226,11.9,B53,8.326672684688674e-17,2.0631545306862302e-09,True
fn226,11.9,B55,4.85722573273506e-17,2.04219866467666e-10,True
fn226,11.9,F3,1.3877787807814457e-16,6.0221696650692004e-09,True
fn226,11.9,F5,8.092071311423672e-17,7.251240776935771e-10,True
fn226,10.4354,A33,8.326672684688674e-17,2.300295172553791e-09,True
fn226,10.4354,A35,4.163336342344337e-17,2.4023570416159003e-10,True
fn226,10.4354,A53,4.5102810375396984e-17,2.11415231743144e-10,True
fn226,10.4354,A55,8.500145032286355e-17,2.42553599353384e-10,True
fn226,10.4354,B33,8.326672684688674e-17,2.152749349326096e-09,True
fn226,10.4354,B35,0.0,2.192910408523264e-09,True
fn226,10.4354,B53,0.0,2.179908296944007e-09,True
fn226,10.4354,B55,3.469446951953614e-18,2.35386165394963e-10,True
fn226,10.4354,F3,1.1857187100668868e-16,6.142426168406011e-09,True
fn226,10.4354,F5,7.757919228897728e-17,6.466432563818954e-10,True
fn226,9.0582,A33,5.551115123125783e-17,2.363096731224893e-09,True
fn226,9.0582,A35,8.326672684688674e-17,2.57541976740428e-10,True
fn226,9.0582,A53,2.6020852139652106e-17,2.2828871897948e-10,True
fn226,9.0582,A55,1.0061396160665481e-16,2.81892427214308e-10,True
fn226,9.0582,B33,0.0,1.7597723423361281e-09,True
fn226,9.0582,B35,2.7755575615628914e-17,2.3005003242664734e-09,True
fn226,9.0582,B53,0.0,2.2935275565261003e-09,True
fn226,9.0582,B55,7.632783294297951e-17,2.65982058353456e-10,True
fn226,9.0582,F3,8.326672684688674e-17,6.2068809257554205e-09,True
fn226,9.0582,F5,4.869600850199926e-17,5.738473392257395e-10,True
fn226,7.7676,A33,5.551115123125783e-17,2.418555650070584e-09,True
fn226,7.7676,A35,7.632783294297951e-17,2.7293447265163997e-10,True
fn226,7.7676,A53,5.724587470723463e-17,2.43146647886892e-10,True
fn226,7.7676,A55,8.673617379884035e-17,3.4198134167948804e-10,True
fn226,7.7676,B33,0.0,1.392097910752251e-09,True
fn226,7.7676,B35,0.0,2.40171749231015e-09,True
fn226,7.7676,B53,0.0,2.3985094931641084e-09,True
fn226,7.7676,B55,6.938893903907228e-17,2.94454997713901e-10,True
fn226,7.7676,F3,1.1102230246251565e-16,6.226318284784189e-09,True
fn226,7.7676,F5,7.351626287044711e-17,5.088369570556607e-10,True
fn226,6.579,A33,5.551115123125783e-17,2.4652278560628392e-09,True
fn226,6.579,A35,7.632783294297951e-17,2.85960917534489e-10,True
fn226,6.579,A53,6.591949208711867e-17,2.55623828182806e-10,True
fn226,6.579,A55,2.0816681711721685e-17,4.3408023617858004e-10,True
fn226,6.579,B33,9.71445146547012e-17,1.0693047455817021e-09,True
fn226,6.579,B35,0.0,2.4909853562241673e-09,True
fn226,6.579,B53,2.7755575615628914e-17,2.489881782494941e-09,True
fn226,6.579,B55,6.591949208711867e-17,3.193783125871e-10,True
fn226,6.579,F3,1.3877787807814457e-16,6.211590277058279e-09,True
fn226,6.579,F5,1.193812447098184e-16,4.5385061391593373e-10,True
fn282,24.395,A33,2.7755575615628914e-17,1.7048868811182411e-09,True
fn282,24.395,A35,4.0766001685454967e-17,1.24799855426712e-10,True
fn282,24.395,A53,7.37257477290143e-17,1.63417656083686e-10,True
fn282,24.395,A55,9.540979117872439e-18,1.54617496428822e-10,True
fn282,24.395,B33,0.0,2.4026686515426272e-09,True
fn282,24.395,B35,5.551115123125783e-17,2.152594063533107e-09,True
fn282,24.395,B53,2.7755575615628914e-17,1.923644881186124e-09,True
fn282,24.395,B55,7.502679033599691e-17,1.18272241897339e-10,True
fn282,24.395,F3,8.326672684688674e-17,4.533808923390223e-09,True
fn282,24.395,F5,2.964296775167217e-17,8.193407106019285e-10,True
fn282,19.842,A33,5.551115123125783e-17,1.767585442046393e-09,True
fn282,19.842,A35,1.235990476633475e-17,1.12831769639522e-10,True
fn282,19.842,A53,1.734723475976807e-17,1.80961266501536e-10,True
fn282,19.842,A55,2.6020852139652106e-18,1.66107529250344e-10,True
fn282,19.842,B33,5.551115123125783e-17,2.08154523951408e-09,True
fn282,19.842,B35,5.551115123125783e-17,2.211902581277231e-09,True
fn282,19.842,B53,2.7755575615628914e-17,2.034630457416196e-09,True
fn282,19.842,B55,1.3010426069826053e-17,1.3831737061376001e-10,True
fn282,19.842,F3,1.1102230246251565e-16,5.153601188167111e-09,True
fn282,19.842,F5,4.3885418357208765e-17,6.940029827053451e-10,True
fn282,15.739,A33,2.7755575615628914e-17,1.831225348251363e-09,True
fn282,15.739,A35,2.4940885131902873e-18,1.0002570391958848e-10,True
fn282,15.739,A53,4.163336342344337e-17,1.984804171965e-10,True
fn282,15.739,A55,2.949029909160572e-17,1.88448774577672e-10,True
fn282,15.739,B33,5.551115123125783e-17,1.609897446070179e-09,True
fn282,15.739,B35,8.326672684688674e-17,2.303525006012346e-09,True
fn282,15.739,B53,5.551115123125783e-17,2.1794704429451183e-09,True
fn282,15.739,B55,7.112366251504909e-17,1.6603668252460799e-10,True
fn282,15.739,F3,0.0,5.493758666277621e-09,True
fn282,15.739,F5,1.0551910960100406e-16,5.537069243031616e-10,True
fn282,13.855,A33,5.551115123125783e-17,1.860536729258983e-09,True
fn282,13.855,A35,1.9949319973733282e-17,1.0603671318214e-10,True
fn282,13.855,A53,8.673617379884035e-17,2.06488759008261e-10,True
fn282,13.855,A55,7.806255641895632e-17,2.07059194996278e-10,True
fn282,13.855,B33,0.0,1.3589793598120991e-09,True
fn282,13.855,B35,8.326672684688674e-17,2.35365624097191e-09,True
fn282,13.855,B53,2.7755575615628914e-17,2.25372516389522e-09,True
fn282,13.855,B55,4.85722573273506e-17,1.80688242345605e-10,True
fn282,13.855,F3,0.0,5.575843055980126e-09,True
fn282,13.855,F5,6.285829819150323e-17,4.848894509367879e-10,True
fn282,12.10175,A33,8.326672684688674e-17,1.886799335860236e-09,True
fn282,12.10175,A35,5.637851296924623e-18,1.11541587217833e-10,True
fn282,12.10175,A53,6.765421556309548e-17,2.1363958563888102e-10,True
fn282,12.10175,A55,4.85722573273506e-17,2.33542967005529e-10,True
fn282,12.10175,B33,0.0,1.119722225747141e-09,True
fn282,12.10175,B35,8.326672684688674e-17,2.4021411752146212e-09,True
fn282,12.10175,B53,1.1102230246251565e-16,2.323515006038312e-09,True
fn282,12.10175,B55,6.591949208711867e-17,1.9466902423904198e-10,True
fn282,12.10175,F3,1.2412670766236366e-16,5.6106053667970245e-09,True
fn282,12.10175,F5,8.771939341408277e-17,4.203131232265647e-10,True
fn282,10.45775,A33,5.551115123125783e-17,1.909874578881322e-09,True
fn282,10.45775,A35,9.80118763926896e-17,1.16429655517513e-10,True
fn282,10.45775,A53,7.806255641895632e-17,2.19906162197233e-10,True
fn282,10.45775,A55,3.469446951953614e-18,2.72245079263113e-10,True
fn282,10.45775,B33,1.3877787807814457e-17,8.99542102259808e-10,True
fn282,10.45775,B35,8.326672684688674e-17,2.447266435871229e-09,True
fn282,10.45775,B53,8.326672684688674e-17,2.387092159398165e-09,True
fn282,10.45775,B55,3.2959746043559335e-17,2.0755866791713401e-10,True
fn282,10.45775,F3,8.326672684688674e-17,5.608058390039639e-09,True
fn282,10.45775,F5,9.490380264008621e-17,3.6051282763271525e-10,True
fn282,8.9245,A33,5.551115123125783e-17,1.929514153851601e-09,True
fn282,8.9245,A35,3.165870343657673e-17,1.2062467380294e-10,True
fn282,8.9245,A53,3.469446951953614e-18,2.25229044078343e-10,True
fn282,8.9245,A55,1.3877787807814457e-17,3.30088044264543e-10,True
fn282,8.9245,B33,6.938893903907228e-18,7.05488847108987e-10,True
fn282,8.9245,B35,2.7755575615628914e-17,2.487393660275206e-09,True
fn282,8.9245,B53,0.0,2.442716634339098e-09,True
fn282,8.9245,B55,6.938893903907228e-18,2.18942940262306e-10,True
fn282,8.9245,F3,5.551115123125783e-17,5.57687000357249e-09,True
fn282,8.9245,F5,7.681907133143446e-17,3.0642812493113087e-10,True
fn282,7.516249999999999,A33,2.7755575615628914e-17,1.945558171694804e-09,True
fn282,7.516249999999999,A35,8.066464163292153e-17,1.24073841499242e-10,True
fn282,7.516249999999999,A53,4.683753385137379e-17,2.29570831534468e-10,True
fn282,7.516249999999999,A55,5.551115123125783e-17,4.18108873535872e-10,True
fn282,7.516249999999999,B33,8.326672684688674e-17,5.42757320961056e-10,True
fn282,7.516249999999999,B35,0.0,2.521278320766972e-09,True
fn282,7.516249999999999,B53,2.7755575615628914e-17,2.4891160595772673e-09,True
fn282,7.516249999999999,B55,7.28583859910259e-17,2.2850893656071599e-10,True
fn282,7.516249999999999,F3,1.3877787807814457e-17,5.525842212357845e-09,True
fn282,7.516249999999999,F5,1.0296793096459032e-16,2.5905215109120675e-10,True
