component,sigma,omega_rad_s,motion_dof,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_matrix_is_zero,restoring_subtraction,restoring_matrices_sha256,response_calibration_used
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,heave,B33,73.15652346922552,0.4096612832535117,0.021947174552272637,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,heave,B53,-7.8169168481633395,-0.1376512737504513,0.008204205429475683,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,heave,A33,-28.136231318214186,-0.8749526802455553,0.04799775610116298,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,heave,A53,-11.609226446136852,-1.1352586053185487,0.048211840443682,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,heave,B33,112.1103376804039,0.6277945236074379,0.04799775610116298,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,heave,B53,37.97756380040991,0.668762394766134,0.048211840443682,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
post_chine_bem,1.4,7.774541989381373,heave,A33,6.016382954867471,0.18709152381531807,0.02681055147088683,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
post_chine_bem,1.4,7.774541989381373,heave,A53,-0.19869223505572356,-0.01942998275583184,0.09199706520138312,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
post_chine_bem,1.4,7.774541989381373,heave,B33,247.8309521570842,1.3878016761324046,0.02681055147088683,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
post_chine_bem,1.4,7.774541989381373,heave,B53,-3.062450226040255,-0.05392793381329698,0.09199706520138312,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
pre_chine_bem,1.4,7.774541989381373,heave,A33,-28.136231318214186,-0.8749526802455553,0.04799775610116298,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
pre_chine_bem,1.4,7.774541989381373,heave,A53,-11.609226446136852,-1.1352586053185487,0.048211840443682,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
pre_chine_bem,1.4,7.774541989381373,heave,B33,112.1103376804039,0.6277945236074379,0.04799775610116298,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
pre_chine_bem,1.4,7.774541989381373,heave,B53,37.97756380040991,0.668762394766134,0.048211840443682,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
raw_bem,1.4,7.774541989381373,heave,A33,-22.119848363346684,-0.6878611564302362,0.03743012934528902,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
raw_bem,1.4,7.774541989381373,heave,A53,-11.807918681192579,-1.154688588074381,0.04873785833108191,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
raw_bem,1.4,7.774541989381373,heave,B33,359.94128983748806,2.0155961997398424,0.03743012934528902,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
raw_bem,1.4,7.774541989381373,heave,B53,34.91511357436966,0.6148344609528371,0.04873785833108191,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
resolved_station_bem,1.4,7.774541989381373,heave,A33,-18.05540424906105,-0.5614690952020376,0.07733495048141045,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
resolved_station_bem,1.4,7.774541989381373,heave,A53,-13.440810937247981,-1.3143680459474576,0.08299187819582123,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
resolved_station_bem,1.4,7.774541989381373,heave,B33,357.41594767447486,2.0014548099895575,0.07733495048141045,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
resolved_station_bem,1.4,7.774541989381373,heave,B53,36.02964240574348,0.6344606532547616,0.08299187819582123,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
total,1.4,7.774541989381373,heave,A33,32.67531590708394,1.0161046412873995,0.018050391585550492,False,external:sun2007_fig7_4_restoring/restoring_matrices.csv,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
total,1.4,7.774541989381373,heave,A53,-1.102518856617686,-0.10781459258361689,0.014982468854591207,False,external:sun2007_fig7_4_restoring/restoring_matrices.csv,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
total,1.4,7.774541989381373,heave,B33,452.69916472134736,2.5350209653627673,0.018050391585550492,False,external:sun2007_fig7_4_restoring/restoring_matrices.csv,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
total,1.4,7.774541989381373,heave,B53,83.4907901891162,1.4702233424248115,0.014982468854591207,False,external:sun2007_fig7_4_restoring/restoring_matrices.csv,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom,1.4,7.774541989381373,heave,A33,-0.0,-0.0,0.0,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom,1.4,7.774541989381373,heave,A53,-0.0,-0.0,0.0,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom,1.4,7.774541989381373,heave,B33,0.0,0.0,0.0,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom,1.4,7.774541989381373,heave,B53,0.0,0.0,0.0,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom_extrapolation,1.4,7.774541989381373,heave,A33,-4.064444114285656,-0.12639206122819932,0.23568296168399308,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom_extrapolation,1.4,7.774541989381373,heave,A53,1.632892256055405,0.15967945787307672,0.2408096285283848,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom_extrapolation,1.4,7.774541989381373,heave,B33,2.525342163013094,0.01414138975028436,0.23568296168399308,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
transom_extrapolation,1.4,7.774541989381373,heave,B53,-1.1145288313738204,-0.01962619230192464,0.2408096285283848,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,False
