station_index,x_m,omega_rad_s,waterplane_beam_m,draft_m,added_mass_per_m,damping_per_m,condition_number,residual_norm,body_panel_count,free_surface_panel_count,section_solver,status
4,8.8,1.0,0.8984147095616863,0.2,948.7678332765681,797.4488651645298,622.6629174132457,8.227655866481247e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
5,11.0,1.0,0.2256871758415598,0.06,68.2557006839288,9.036635135210046,548.9382392229548,3.9070071529384486e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
0,0.0,1.2114243755173817,1.6484864516727733,0.3,358.0486507878983,2534.529999999947,363.50508818170283,9.406885331027716e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
1,2.2,1.2114243755173817,1.8682846452291433,0.34,311.61956171146846,2839.0656083938397,340.82913736242375,4.0969484025465266e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
2,4.4,1.2114243755173817,1.978183742007328,0.36,299.03450233652654,2981.812217290912,333.13094067663116,6.914368066055454e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
3,6.6,1.2114243755173817,1.4850521120497775,0.3,381.5226594239984,2259.6433247181494,386.180521550795,5.208095382504144e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
4,8.8,1.2114243755173817,0.8984147095616863,0.2,546.1111255993969,1118.9019331081763,540.1127968873225,5.992303702394085e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
5,11.0,1.2114243755173817,0.2256871758415598,0.06,70.69093145602697,18.10866017134194,576.1205103179526,1.049310800942363e-14,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
0,0.0,1.7938612533868368,1.6484864516727733,0.3,262.03427774976007,1527.072005099613,199.96829419237633,2.2134416267063673e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
1,2.2,1.7938612533868368,1.8682846452291433,0.34,407.316458886862,1755.2049728538943,189.4713619678983,3.312594882076808e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
2,4.4,1.7938612533868368,1.978183742007328,0.36,487.2141190648038,1879.9027576221292,187.52933062903267,7.81185901528155e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
3,6.6,1.7938612533868368,1.4850521120497775,0.3,166.0836817998944,1360.0718383066185,213.01349374945278,3.0312804740580387e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
4,8.8,1.7938612533868368,0.8984147095616863,0.2,51.7336916852763,887.5641398072033,265.4697830212629,6.432102533241842e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
5,11.0,1.7938612533868368,0.2256871758415598,0.06,67.03389648597269,76.46017096727806,630.0488107554984,6.52212764099212e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
0,0.0,3.3494368388124522,1.6484864516727733,0.3,440.19219286878734,1256.0376444468122,89.13111777505233,2.0863943294692244e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
1,2.2,3.3494368388124522,1.8682846452291433,0.34,567.3753662825877,1526.302437671959,95.3693575922254,1.6325800982270933e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
2,4.4,3.3494368388124522,1.978183742007328,0.36,637.2216674534197,1671.2573350471564,98.67423624850287,3.2481641059437478e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
3,6.6,3.3494368388124522,1.4850521120497775,0.3,349.60787808279906,1064.4968017989788,85.1784583233708,1.741481551077518e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
4,8.8,3.3494368388124522,0.8984147095616863,0.2,116.08711928823962,521.4845609682001,72.80869456283487,1.7731890558894895e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
5,11.0,3.3494368388124522,0.2256871758415598,0.06,3.9293555505702953,117.44652094657626,271.1604785500425,2.8178637768655757e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
0,0.0,14.334541805954894,1.6484864516727733,0.3,437.20440030099996,364.4655738642334,77.17222164136395,6.618927317621556e-16,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
1,2.2,14.334541805954894,1.8682846452291433,0.34,567.6055442771648,369.9522473340287,71.0168883092085,8.019783463550237e-16,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
2,4.4,14.334541805954894,1.978183742007328,0.36,639.4438005077112,369.1544767429601,68.4020607711712,6.262595379590956e-16,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
3,6.6,14.334541805954894,1.4850521120497775,0.3,347.16582987930536,332.8681019146299,82.56885704534318,9.20329558965391e-16,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
4,8.8,14.334541805954894,0.8984147095616863,0.2,119.84476211791522,245.76914414537455,111.50170071681745,1.0418816820855938e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
5,11.0,14.334541805954894,0.2256871758415598,0.06,7.0503302979490226,61.75370556751561,182.93835639418398,2.182298195354129e-15,12,8,pdstrip_style,experimental_pdstrip_style_section_solver_not_validated
